ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_builtup_WSF19,RP10_builtup_WSF19_exp,RP20_builtup_WSF19_exp,RP50_builtup_WSF19_exp,RP100_builtup_WSF19_exp,RP200_builtup_WSF19_exp,RP500_builtup_WSF19_exp,RP10_builtup_WSF19_imp,RP20_builtup_WSF19_imp,RP50_builtup_WSF19_imp,RP100_builtup_WSF19_imp,RP200_builtup_WSF19_imp,RP500_builtup_WSF19_imp,RP10_EAI,RP20_EAI,RP50_EAI,RP100_EAI,RP200_EAI,RP500_EAI,builtup_WSF19_EAI,builtup_WSF19_EAI%
100303,1003,10,KHM,Kampong Kor,Prek Prasab,Kratie,Cambodia,31.722,0,0,0.0,0.0,31.722,31.722,0,0,0.0,0.0,0.0,0.011,0,0,0.0,0.0,0.0,0.0,0.0,0.0
60203,602,6,KHM,Kampong Kou,Kampong Svay,Kampong Thom,Cambodia,36.927,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
60306,603,6,KHM,Kampong Krabau,Stueng Saen,Kampong Thom,Cambodia,59.687,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
70703,707,7,KHM,Kampong Kraeng,Tuek Chhou,Kampot,Cambodia,42.293,0,0,0.0,37.999,37.999,37.999,0,0,0.0,0.0,0.017,0.149,0,0,0.0,0.0,0.0,0.0,0.001,0.001
210304,2103,21,KHM,Kampong Krasang,Borei Cholsar,Takeo,Cambodia,9.355,0,0,0.0,9.133,9.133,9.133,0,0,0.0,0.0,0.003,0.021,0,0,0.0,0.0,0.0,0.0,0.0,0.001
141003,1410,14,KHM,Kampong Leav,Prey Veng,Prey Veng,Cambodia,175.628,0,0,0.0,0.0,171.318,171.318,0,0,0.0,0.0,0.008,0.102,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20902,209,2,KHM,Kampong Lpov,Samlout,Battambang,Cambodia,37.954,0,0,0.0,0.0,0.0,35.944,0,0,0.0,0.0,0.0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80903,809,8,KHM,Kampong Luong,Ponhea Lueu,Kandal,Cambodia,58.423,0,0,0.0,0.0,0.0,56.218,0,0,0.0,0.0,0.0,0.002,0,0,0.0,0.0,0.0,0.0,0.0,0.0
150305,1503,15,KHM,Kampong Luong,Krakor,Pursat,Cambodia,4.815,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80904,809,8,KHM,Kampong Os,Ponhea Lueu,Kandal,Cambodia,46.131,0,0,0.0,0.0,6.292,45.577,0,0,0.0,0.0,0.0,0.004,0,0,0.0,0.0,0.0,0.0,0.0,0.0
40203,402,4,KHM,Kampong Ous,Chol Kiri,Kampong Chhnang,Cambodia,5.771,0,0,0.0,0.0,0.0,5.74,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
170904,1709,17,KHM,Kampong Phluk,Prasat Bakong,Siemreap,Cambodia,19.794,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80501,805,8,KHM,Kampong Phnum,Leuk Daek,Kandal,Cambodia,77.32,0,0,0.0,0.0,74.32,74.32,0,0,0.0,0.0,0.006,0.063,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140801,1408,14,KHM,Kampong Popil,Pea Reang,Prey Veng,Cambodia,105.137,0,0,0.0,0.0,90.913,90.913,0,0,0.0,0.0,0.0,0.015,0,0,0.0,0.0,0.0,0.0,0.0,0.0
150306,1503,15,KHM,Kampong Pou,Krakor,Pursat,Cambodia,23.137,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
130801,1308,13,KHM,Kampong Pranak,Preah Vihear,Preah Vihear,Cambodia,229.229,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140803,1408,14,KHM,Kampong Prang,Pea Reang,Prey Veng,Cambodia,50.731,0,0,0.0,0.0,40.58,40.58,0,0,0.0,0.0,0.0,0.009,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140602,1406,14,KHM,Kampong Prasat,Peam Chor,Prey Veng,Cambodia,23.105,0,0,0.0,21.833,21.833,21.833,0,0,0.0,0.0,0.004,0.029,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20805,208,2,KHM,Kampong Preah,Sangkae,Battambang,Cambodia,73.309,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
40105,401,4,KHM,Kampong Preah Kokir,Baribour,Kampong Chhnang,Cambodia,0.186,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20806,208,2,KHM,Kampong Prieng,Sangkae,Battambang,Cambodia,102.005,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
30801,308,3,KHM,Kampong Reab,Kaoh Soutin,Kampong Cham,Cambodia,23.725,0,0,0.0,0.0,6.73,23.226,0,0,0.0,0.0,0.0,0.003,0,0,0.0,0.0,0.0,0.0,0.0,0.0
210606,2106,21,KHM,Kampong Reab,Prey Kabbas,Takeo,Cambodia,35.464,0,0,0.0,0.0,33.455,33.455,0,0,0.0,0.0,0.002,0.028,0,0,0.0,0.0,0.0,0.0,0.0,0.0
60303,603,6,KHM,Kampong Roteh,Stueng Saen,Kampong Thom,Cambodia,47.836,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
141109,1411,14,KHM,Kampong Ruessei,Pur Rieng,Prey Veng,Cambodia,71.791,0,0,0.0,0.0,70.339,70.339,0,0,0.0,0.0,0.001,0.025,0,0,0.0,0.0,0.0,0.0,0.0,0.0
81106,811,8,KHM,Kampong Samnanh,Ta Khmau,Kandal,Cambodia,141.328,0,0,0.0,0.0,119.725,119.725,0,0,0.0,0.0,0.001,0.044,0,0,0.0,0.0,0.0,0.0,0.0,0.0
70704,707,7,KHM,Kampong Samraong,Tuek Chhou,Kampot,Cambodia,16.351,0,0,0.0,16.172,16.172,16.172,0,0,0.0,0.0,0.007,0.069,0,0,0.0,0.0,0.0,0.0,0.0,0.001
180402,1804,18,KHM,Kampong Seila,Kampong Seila,Preah Sihanouk,Cambodia,45.494,0,0,0.0,28.772,45.334,45.334,0,0,0.0,0.0,0.015,0.12,0,0,0.0,0.0,0.0,0.0,0.0,0.001
140905,1409,14,KHM,Kampong Soeng,Preah Sdach,Prey Veng,Cambodia,88.112,0,0,0.0,85.0,85.0,85.0,0,0,0.0,0.0,0.012,0.099,0,0,0.0,0.0,0.0,0.0,0.0,0.0
130207,1302,13,KHM,Kampong Sralau Muoy,Chhaeb,Preah Vihear,Cambodia,27.752,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
130208,1302,13,KHM,Kampong Sralau Pir,Chhaeb,Preah Vihear,Cambodia,12.341,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
10602,106,1,KHM,Kampong Svay,Serei Saophoan,Banteay Meanchey,Cambodia,323.309,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
60204,602,6,KHM,Kampong Svay,Kampong Svay,Kampong Thom,Cambodia,99.259,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80204,802,8,KHM,Kampong Svay,Kien Svay,Kandal,Cambodia,122.84,0,0,0.0,0.0,115.683,115.683,0,0,0.0,0.0,0.002,0.043,0,0,0.0,0.0,0.0,0.0,0.0,0.0
170602,1706,17,KHM,Kampong Thkov,Kralanh,Siemreap,Cambodia,124.073,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
60703,607,6,KHM,Kampong Thma,Santuk,Kampong Thom,Cambodia,107.417,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
60302,603,6,KHM,Kampong Thum,Stueng Saen,Kampong Thom,Cambodia,102.561,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140307,1403,14,KHM,Kampong Trabaek,Kampong Trabaek,Prey Veng,Cambodia,43.178,0,0,0.0,42.463,42.463,42.463,0,0,0.0,0.0,0.013,0.073,0,0,0.0,0.0,0.0,0.0,0.0,0.001
200408,2004,20,KHM,Kampong Trach,Romeas Haek,Svay Rieng,Cambodia,99.416,0,0,0.0,95.406,95.406,95.406,0,0,0.0,0.0,0.029,0.189,0,0,0.0,0.0,0.0,0.001,0.001,0.001
70605,706,7,KHM,Kampong Trach Khang Kaeut,Kampong Trach,Kampot,Cambodia,74.54,0,0,0.0,66.736,66.736,66.736,0,0,0.0,0.0,0.022,0.311,0,0,0.0,0.0,0.0,0.001,0.001,0.001
70606,706,7,KHM,Kampong Trach Khang Lech,Kampong Trach,Kampot,Cambodia,102.959,0,0,0.0,98.055,98.055,98.055,0,0,0.0,0.001,0.034,0.45,0,0,0.0,0.0,0.0,0.001,0.002,0.001
40504,405,4,KHM,Kampong Tralach,Kampong Tralach,Kampong Chhnang,Cambodia,38.035,0,0,0.0,0.0,0.0,37.776,0,0,0.0,0.0,0.0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0
250403,2504,25,KHM,Kampong Treas,Krouch Chhmar,Tboung Khmum,Cambodia,47.794,0,0,0.0,0.0,0.0,46.43,0,0,0.0,0.0,0.0,0.006,0,0,0.0,0.0,0.0,0.0,0.0,0.0
21201,212,2,KHM,Kamrieng,Kamrieng,Battambang,Cambodia,51.826,0,0,0.0,0.0,0.0,41.173,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
170906,1709,17,KHM,Kandaek,Prasat Bakong,Siemreap,Cambodia,266.124,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80107,801,8,KHM,Kandaok,Kandal Stueng,Kandal,Cambodia,54.779,0,0,0.0,0.0,52.489,52.489,0,0,0.0,0.0,0.001,0.026,0,0,0.0,0.0,0.0,0.0,0.0,0.0
70705,707,7,KHM,Kandaol,Tuek Chhou,Kampot,Cambodia,64.876,0,0,0.0,57.837,57.837,57.837,0,0,0.0,0.0,0.024,0.247,0,0,0.0,0.0,0.0,0.001,0.001,0.001
90102,901,9,KHM,Kandaol,Botum Sakor,Koh Kong,Cambodia,11.074,0,0,0.0,5.055,5.055,5.055,0,0,0.0,0.0,0.001,0.014,0,0,0.0,0.0,0.0,0.0,0.0,0.0
250604,2506,25,KHM,Kandaol Chrum,Ponhea Kraek,Tboung Khmum,Cambodia,159.017,0,0,0.0,61.674,157.272,157.272,0,0,0.0,0.0,0.006,0.171,0,0,0.0,0.0,0.0,0.001,0.001,0.0
50202,502,5,KHM,Kandaol Dom,Chbar Mon,Kampong Speu,Cambodia,82.731,0,0,0.0,0.0,77.198,77.198,0,0,0.0,0.0,0.0,0.035,0,0,0.0,0.0,0.0,0.0,0.0,0.0
150203,1502,15,KHM,Kandieng,Kandieng,Pursat,Cambodia,33.985,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
200703,2007,20,KHM,Kandieng Reay,Svay Teab,Svay Rieng,Cambodia,129.791,0,0,0.0,101.792,101.792,101.792,0,0,0.0,0.011,0.12,0.43,0,0,0.0,0.0,0.001,0.001,0.002,0.002
210204,2102,21,KHM,Kandoeng,Bati,Takeo,Cambodia,122.84,0,0,0.0,0.0,119.543,119.543,0,0,0.0,0.0,0.004,0.086,0,0,0.0,0.0,0.0,0.0,0.0,0.0
190503,1905,19,KHM,Kang Cham,Thala Barivat,Stung Treng,Cambodia,6.804,0,0,0.0,0.0,0.0,1.106,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
30702,307,3,KHM,Kang Ta Noeng,Kang Meas,Kampong Cham,Cambodia,70.942,0,0,0.0,0.0,0.0,70.177,0,0,0.0,0.0,0.0,0.003,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140802,1408,14,KHM,Kanhcham,Pea Reang,Prey Veng,Cambodia,99.916,0,0,0.0,0.0,98.912,98.912,0,0,0.0,0.0,0.0,0.026,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100105,1001,10,KHM,Kanhchor,Chhloung,Kratie,Cambodia,54.124,0,0,0.0,0.0,52.684,52.684,0,0,0.0,0.0,0.001,0.021,0,0,0.0,0.0,0.0,0.0,0.0,0.0
150204,1502,15,KHM,Kanhchor,Kandieng,Pursat,Cambodia,49.588,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140402,1404,14,KHM,Kanhchriech,Kanhchriech,Prey Veng,Cambodia,58.903,0,0,0.0,0.0,54.102,54.102,0,0,0.0,0.0,0.001,0.039,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140305,1403,14,KHM,Kansoam Ak,Kampong Trabaek,Prey Veng,Cambodia,31.292,0,0,0.0,29.597,29.597,29.597,0,0,0.0,0.0,0.011,0.055,0,0,0.0,0.0,0.0,0.0,0.0,0.001
121402,1214,12,KHM,Kantaok,Kamboul,Phnom Penh,Cambodia,401.235,0,0,0.0,0.0,361.332,361.332,0,0,0.0,0.0,0.001,0.092,0,0,0.0,0.0,0.0,0.0,0.0,0.0
170905,1709,17,KHM,Kantreang,Prasat Bakong,Siemreap,Cambodia,135.656,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20101,201,2,KHM,Kantueu Muoy,Banan,Battambang,Cambodia,40.022,0,0,0.0,0.0,0.0,22.03,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20102,201,2,KHM,Kantueu Pir,Banan,Battambang,Cambodia,48.181,0,0,0.0,0.0,0.0,1.778,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100604,1006,10,KHM,Kantuot,Chetr Borei,Kratie,Cambodia,31.052,0,0,0.0,0.0,31.05,31.05,0,0,0.0,0.0,0.001,0.014,0,0,0.0,0.0,0.0,0.0,0.0,0.0
130306,1303,13,KHM,Kantuot,Choam Ksant,Preah Vihear,Cambodia,80.947,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
171302,1713,17,KHM,Kantuot,Svay Leu,Siemreap,Cambodia,56.629,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
31404,314,3,KHM,Kaoh Andaet,Srei Santhor,Kampong Cham,Cambodia,28.774,0,0,0.0,0.0,0.0,25.319,0,0,0.0,0.0,0.0,0.002,0,0,0.0,0.0,0.0,0.0,0.0,0.0
81002,810,8,KHM,Kaoh Anlong Chen,S'ang,Kandal,Cambodia,41.442,0,0,0.0,0.0,40.962,40.962,0,0,0.0,0.0,0.001,0.015,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140603,1406,14,KHM,Kaoh Chek,Peam Chor,Prey Veng,Cambodia,22.931,0,0,0.0,22.747,22.747,22.747,0,0,0.0,0.0,0.004,0.03,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80905,809,8,KHM,Kaoh Chen,Ponhea Lueu,Kandal,Cambodia,52.584,0,0,0.0,0.0,0.0,50.411,0,0,0.0,0.0,0.0,0.002,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20507,205,2,KHM,Kaoh Chiveang,Aek Phnum,Battambang,Cambodia,0.628,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80304,803,8,KHM,Kaoh Chouram,Khsach Kandal,Kandal,Cambodia,50.517,0,0,0.0,0.0,0.0,45.246,0,0,0.0,0.0,0.0,0.002,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100606,1006,10,KHM,Kaoh Chraeng,Chetr Borei,Kratie,Cambodia,8.466,0,0,0.0,0.0,8.46,8.46,0,0,0.0,0.0,0.0,0.003,0,0,0.0,0.0,0.0,0.0,0.0,0.0
150210,1502,15,KHM,Kaoh Chum,Kandieng,Pursat,Cambodia,23.127,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
121004,1210,12,KHM,Kaoh Dach,Chraoy Chongvar,Phnom Penh,Cambodia,85.433,0,0,0.0,0.0,84.928,85.433,0,0,0.0,0.0,0.0,0.012,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80604,806,8,KHM,Kaoh Kaev,Lvea Aem,Kandal,Cambodia,19.141,0,0,0.0,0.0,17.647,17.647,0,0,0.0,0.0,0.001,0.009,0,0,0.0,0.0,0.0,0.0,0.0,0.0
90302,903,9,KHM,Kaoh Kapi,Kaoh Kong,Koh Kong,Cambodia,5.703,0,0,0.0,0.0,5.507,5.507,0,0,0.0,0.0,0.001,0.01,0,0,0.0,0.0,0.0,0.0,0.0,0.001
81003,810,8,KHM,Kaoh Khael,S'ang,Kandal,Cambodia,68.405,0,0,0.0,0.0,67.515,67.515,0,0,0.0,0.0,0.004,0.046,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100404,1004,10,KHM,Kaoh Khnhaer,Sambour,Kratie,Cambodia,13.894,0,0,0.0,0.0,0.0,13.894,0,0,0.0,0.0,0.0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0
81004,810,8,KHM,Kaoh Khsach Tonlea,S'ang,Kandal,Cambodia,34.955,0,0,0.0,0.0,34.861,34.861,0,0,0.0,0.0,0.001,0.018,0,0,0.0,0.0,0.0,0.0,0.0,0.0
30605,306,3,KHM,Kaoh Mitt,Kampong Siem,Kampong Cham,Cambodia,38.142,0,0,0.0,0.0,37.655,37.655,0,0,0.0,0.0,0.0,0.009,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80305,803,8,KHM,Kaoh Oknha Tei,Khsach Kandal,Kandal,Cambodia,37.092,0,0,0.0,0.0,37.092,37.092,0,0,0.0,0.0,0.0,0.005,0,0,0.0,0.0,0.0,0.0,0.0,0.0
160905,1609,16,KHM,Kaoh Pang,Veun Sai,Ratanak Kiri,Cambodia,0.163,0,0,0.0,0.151,0.151,0.151,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.001
160906,1609,16,KHM,Kaoh Peak,Veun Sai,Ratanak Kiri,Cambodia,2.893,0,0,0.0,2.893,2.893,2.893,0,0,0.0,0.0,0.002,0.006,0,0,0.0,0.0,0.0,0.0,0.0,0.001
250404,2504,25,KHM,Kaoh Pir,Krouch Chhmar,Tboung Khmum,Cambodia,14.026,0,0,0.0,0.0,0.0,14.026,0,0,0.0,0.0,0.0,0.002,0,0,0.0,0.0,0.0,0.0,0.0,0.0
10603,106,1,KHM,Kaoh Pong Satv,Serei Saophoan,Banteay Meanchey,Cambodia,54.732,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
190201,1902,19,KHM,Kaoh Preah,Siem Bouk,Stung Treng,Cambodia,2.196,0,0,0.0,0.0,0.0,2.196,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80605,806,8,KHM,Kaoh Reah,Lvea Aem,Kandal,Cambodia,24.432,0,0,0.0,0.0,22.206,22.206,0,0,0.0,0.0,0.0,0.005,0,0,0.0,0.0,0.0,0.0,0.0,0.0
30606,306,3,KHM,Kaoh Roka,Kampong Siem,Kampong Cham,Cambodia,51.557,0,0,0.0,0.0,41.959,50.3,0,0,0.0,0.0,0.0,0.011,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140604,1406,14,KHM,Kaoh Roka,Peam Chor,Prey Veng,Cambodia,16.191,0,0,0.0,15.484,15.484,15.484,0,0,0.0,0.0,0.003,0.024,0,0,0.0,0.0,0.0,0.0,0.0,0.001
190202,1902,19,KHM,Kaoh Sampeay,Siem Bouk,Stung Treng,Cambodia,13.805,0,0,0.0,0.0,0.0,13.782,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140605,1406,14,KHM,Kaoh Sampov,Peam Chor,Prey Veng,Cambodia,37.872,0,0,0.0,17.026,17.026,17.026,0,0,0.0,0.0,0.005,0.032,0,0,0.0,0.0,0.0,0.0,0.0,0.0
30607,306,3,KHM,Kaoh Samraong,Kampong Siem,Kampong Cham,Cambodia,33.85,0,0,0.0,0.0,33.699,33.85,0,0,0.0,0.0,0.0,0.007,0,0,0.0,0.0,0.0,0.0,0.0,0.0
90201,902,9,KHM,Kaoh Sdach,Kiri Sakor,Koh Kong,Cambodia,43.922,0,0,0.0,6.615,20.008,20.008,0,0,0.0,0.0,0.005,0.044,0,0,0.0,0.0,0.0,0.0,0.0,0.0
190602,1906,19,KHM,Kaoh Snaeng,Borei O'Svay Sen C,Stung Treng,Cambodia,10.389,0,0,0.0,0.0,0.0,10.377,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
30802,308,3,KHM,Kaoh Sotin,Kaoh Soutin,Kampong Cham,Cambodia,39.092,0,0,0.0,0.0,33.088,37.396,0,0,0.0,0.0,0.0,0.008,0,0,0.0,0.0,0.0,0.0,0.0,0.0
190203,1902,19,KHM,Kaoh Sralay,Siem Bouk,Stung Treng,Cambodia,7.646,0,0,0.0,0.0,0.0,7.356,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
40202,402,4,KHM,Kaoh Thkov,Chol Kiri,Kampong Chhnang,Cambodia,55.153,0,0,0.0,0.0,0.0,53.903,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80404,804,8,KHM,Kaoh Thum Ka,Kaoh Thum,Kandal,Cambodia,31.003,0,0,0.0,0.0,28.343,28.343,0,0,0.0,0.0,0.002,0.023,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80405,804,8,KHM,Kaoh Thum Kha,Kaoh Thum,Kandal,Cambodia,90.025,0,0,0.0,0.0,85.696,85.696,0,0,0.0,0.0,0.006,0.068,0,0,0.0,0.0,0.0,0.0,0.0,0.0
30608,306,3,KHM,Kaoh Tontuem,Kampong Siem,Kampong Cham,Cambodia,10.9,0,0,0.0,0.0,4.177,10.9,0,0,0.0,0.0,0.0,0.002,0,0,0.0,0.0,0.0,0.0,0.0,0.0
70707,707,7,KHM,Kaoh Touch,Tuek Chhou,Kampot,Cambodia,75.723,0,0,0.0,35.21,35.21,35.21,0,0,0.0,0.0,0.015,0.128,0,0,0.0,0.0,0.0,0.0,0.0,0.001
100207,1002,10,KHM,Kaoh Trong,Kracheh,Kratie,Cambodia,6.995,0,0,0.0,0.0,6.995,6.995,0,0,0.0,0.0,0.0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0
250605,2506,25,KHM,Kaong Kang,Ponhea Kraek,Tboung Khmum,Cambodia,139.124,0,0,0.0,129.625,129.625,129.625,0,0,0.0,0.0,0.01,0.174,0,0,0.0,0.0,0.0,0.001,0.001,0.0
21302,213,2,KHM,Kaos Krala,Koas Krala,Battambang,Cambodia,36.309,0,0,0.0,0.0,0.0,35.68,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
50102,501,5,KHM,Kat Phluk,Basedth,Kampong Speu,Cambodia,36.385,0,0,0.0,0.0,35.275,35.275,0,0,0.0,0.0,0.003,0.043,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100403,1004,10,KHM,Kbal Damrei,Sambour,Kratie,Cambodia,54.522,0,0,0.0,0.0,36.673,53.182,0,0,0.0,0.0,0.0,0.011,0,0,0.0,0.0,0.0,0.0,0.0,0.0
121207,1212,12,KHM,Kbal Kaoh,Chbar Ampov,Phnom Penh,Cambodia,250.415,0,0,0.0,0.0,239.73,239.73,0,0,0.0,0.0,0.001,0.062,0,0,0.0,0.0,0.0,0.0,0.0,0.0
190102,1901,19,KHM,Kbal Romeas,Sesan,Stung Treng,Cambodia,43.916,0,0,0.0,0.0,20.983,42.869,0,0,0.0,0.0,0.0,0.008,0,0,0.0,0.0,0.0,0.0,0.0,0.0
150307,1503,15,KHM,Kbal Trach,Krakor,Pursat,Cambodia,64.48,0,0,0.0,0.0,0.0,0.046,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
40804,408,4,KHM,Kbal Tuek,Tuek Phos,Kampong Chhnang,Cambodia,13.184,0,0,0.0,0.0,0.0,12.93,0,0,0.0,0.0,0.0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0
210607,2106,21,KHM,Kdanh,Prey Kabbas,Takeo,Cambodia,68.131,0,0,0.0,0.0,63.377,63.377,0,0,0.0,0.0,0.004,0.062,0,0,0.0,0.0,0.0,0.0,0.0,0.0
60210,602,6,KHM,Kdei Doung,Kampong Svay,Kampong Thom,Cambodia,41.095,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
170703,1707,17,KHM,Kdei Run,Puok,Siemreap,Cambodia,37.236,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140403,1404,14,KHM,Kdoeang Reay,Kanhchriech,Prey Veng,Cambodia,118.314,0,0,0.0,0.0,116.982,116.982,0,0,0.0,0.0,0.001,0.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20306,203,2,KHM,Kdol Doun Teav,Battambang,Battambang,Cambodia,70.131,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20406,204,2,KHM,Kdol Ta Haen,Bavel,Battambang,Cambodia,128.843,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20602,206,2,KHM,Kear,Moung Ruessei,Battambang,Cambodia,210.438,0,0,0.0,0.0,0.0,17.012,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
160302,1603,16,KHM,Keh Chong,Bar Kaev,Ratanak Kiri,Cambodia,21.708,0,0,21.34,21.34,21.34,21.34,0,0,0.0,0.007,0.039,0.106,0,0,0.0,0.0,0.0,0.0,0.001,0.003
171106,1711,17,KHM,Khchas,Soutr Nikom,Siemreap,Cambodia,81.129,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
