ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_agri_ESA20_agri,RP10_agri_ESA20_agri_C6,RP10_agri_ESA20_agri_C5,RP10_agri_ESA20_agri_C4,RP10_agri_ESA20_agri_C3,RP10_agri_ESA20_agri_C2,RP10_agri_ESA20_agri_C1,RP10_agri_ESA20_agri_C0,RP10_agri_ESA20_agri_C6_EAE,RP10_agri_ESA20_agri_C5_EAE,RP10_agri_ESA20_agri_C4_EAE,RP10_agri_ESA20_agri_C3_EAE,RP10_agri_ESA20_agri_C2_EAE,RP10_agri_ESA20_agri_C1_EAE,RP10_agri_ESA20_agri_C0_EAE,RP20_agri_ESA20_agri_C6,RP20_agri_ESA20_agri_C5,RP20_agri_ESA20_agri_C4,RP20_agri_ESA20_agri_C3,RP20_agri_ESA20_agri_C2,RP20_agri_ESA20_agri_C1,RP20_agri_ESA20_agri_C0,RP20_agri_ESA20_agri_C6_EAE,RP20_agri_ESA20_agri_C5_EAE,RP20_agri_ESA20_agri_C4_EAE,RP20_agri_ESA20_agri_C3_EAE,RP20_agri_ESA20_agri_C2_EAE,RP20_agri_ESA20_agri_C1_EAE,RP20_agri_ESA20_agri_C0_EAE,RP50_agri_ESA20_agri_C6,RP50_agri_ESA20_agri_C5,RP50_agri_ESA20_agri_C4,RP50_agri_ESA20_agri_C3,RP50_agri_ESA20_agri_C2,RP50_agri_ESA20_agri_C1,RP50_agri_ESA20_agri_C0,RP50_agri_ESA20_agri_C6_EAE,RP50_agri_ESA20_agri_C5_EAE,RP50_agri_ESA20_agri_C4_EAE,RP50_agri_ESA20_agri_C3_EAE,RP50_agri_ESA20_agri_C2_EAE,RP50_agri_ESA20_agri_C1_EAE,RP50_agri_ESA20_agri_C0_EAE,RP100_agri_ESA20_agri_C6,RP100_agri_ESA20_agri_C5,RP100_agri_ESA20_agri_C4,RP100_agri_ESA20_agri_C3,RP100_agri_ESA20_agri_C2,RP100_agri_ESA20_agri_C1,RP100_agri_ESA20_agri_C0,RP100_agri_ESA20_agri_C6_EAE,RP100_agri_ESA20_agri_C5_EAE,RP100_agri_ESA20_agri_C4_EAE,RP100_agri_ESA20_agri_C3_EAE,RP100_agri_ESA20_agri_C2_EAE,RP100_agri_ESA20_agri_C1_EAE,RP100_agri_ESA20_agri_C0_EAE,RP200_agri_ESA20_agri_C6,RP200_agri_ESA20_agri_C5,RP200_agri_ESA20_agri_C4,RP200_agri_ESA20_agri_C3,RP200_agri_ESA20_agri_C2,RP200_agri_ESA20_agri_C1,RP200_agri_ESA20_agri_C0,RP200_agri_ESA20_agri_C6_EAE,RP200_agri_ESA20_agri_C5_EAE,RP200_agri_ESA20_agri_C4_EAE,RP200_agri_ESA20_agri_C3_EAE,RP200_agri_ESA20_agri_C2_EAE,RP200_agri_ESA20_agri_C1_EAE,RP200_agri_ESA20_agri_C0_EAE,RP500_agri_ESA20_agri_C6,RP500_agri_ESA20_agri_C5,RP500_agri_ESA20_agri_C4,RP500_agri_ESA20_agri_C3,RP500_agri_ESA20_agri_C2,RP500_agri_ESA20_agri_C1,RP500_agri_ESA20_agri_C0,RP500_agri_ESA20_agri_C6_EAE,RP500_agri_ESA20_agri_C5_EAE,RP500_agri_ESA20_agri_C4_EAE,RP500_agri_ESA20_agri_C3_EAE,RP500_agri_ESA20_agri_C2_EAE,RP500_agri_ESA20_agri_C1_EAE,RP500_agri_ESA20_agri_C0_EAE,agri_ESA20_agri_C6_EAE,agri_ESA20_agri_C5_EAE,agri_ESA20_agri_C4_EAE,agri_ESA20_agri_C3_EAE,agri_ESA20_agri_C2_EAE,agri_ESA20_agri_C1_EAE,agri_ESA20_agri_C0_EAE,agri_ESA20_agri_C6_EAE%,agri_ESA20_agri_C5_EAE%,agri_ESA20_agri_C4_EAE%,agri_ESA20_agri_C3_EAE%,agri_ESA20_agri_C2_EAE%,agri_ESA20_agri_C1_EAE%,agri_ESA20_agri_C0_EAE%
31303,313,3,KHM,Chrey Vien,Prey Chhor,Kampong Cham,Cambodia,2693.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2568.855,2568.855,0.0,0.0,0.0,0.0,0.0,12.844,12.844,0.0,0.0,0.0,0.0,0.0,2568.855,2568.855,0.0,0.0,0.0,0.0,0.0,7.707,7.707,0.0,0.0,0.0,0.0,0.0,20.551,20.551,0.0,0.0,0.0,0.0,0.0,0.763,0.763
60702,607,6,KHM,Chroab,Santuk,Kampong Thom,Cambodia,4719.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60909,609,6,KHM,Chrolong,Taing Kouk,Kampong Thom,Cambodia,4034.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3899.837,3899.837,0.0,0.0,0.0,0.0,0.0,11.7,11.7,0.0,0.0,0.0,0.0,0.0,11.7,11.7,0.0,0.0,0.0,0.0,0.0,0.29,0.29
100302,1003,10,KHM,Chrouy Banteay,Prek Prasab,Kratie,Cambodia,15775.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12504.342,12504.342,0.0,0.0,0.0,0.0,0.0,62.522,62.522,0.0,0.0,0.0,0.0,0.0,15676.744,15676.744,0.0,0.0,0.0,0.0,0.0,47.03,47.03,0.0,0.0,0.0,0.0,0.0,109.552,109.552,0.0,0.0,0.0,0.0,0.0,0.694,0.694
121001,1210,12,KHM,Chrouy Changvar,Chraoy Chongvar,Phnom Penh,Cambodia,20.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.01,20.01,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,20.01,20.01,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.783,0.783
171201,1712,17,KHM,Chrouy Neang Nguon,Srei Snam,Siemreap,Cambodia,6891.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90301,903,9,KHM,Chrouy Pras,Kaoh Kong,Koh Kong,Cambodia,184.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.859,175.859,0.0,0.0,0.0,0.0,0.0,1.759,1.759,0.0,0.0,0.0,0.0,0.0,175.859,175.859,0.0,0.0,0.0,0.0,0.0,0.879,0.879,0.0,0.0,0.0,0.0,0.0,175.859,175.859,0.0,0.0,0.0,0.0,0.0,0.528,0.528,0.0,0.0,0.0,0.0,0.0,3.165,3.165,0.0,0.0,0.0,0.0,0.0,1.716,1.716
20206,202,2,KHM,Chrouy Sdau,Thma Koul,Battambang,Cambodia,8914.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90604,906,9,KHM,Chrouy Svay,Srae Ambel,Koh Kong,Cambodia,1406.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294.251,1294.251,0.0,0.0,0.0,0.0,0.0,12.943,12.943,0.0,0.0,0.0,0.0,0.0,1294.251,1294.251,0.0,0.0,0.0,0.0,0.0,6.471,6.471,0.0,0.0,0.0,0.0,315.638,1294.251,1294.251,0.0,0.0,0.0,0.0,0.947,3.883,3.883,0.0,0.0,0.0,0.0,0.947,23.297,23.297,0.0,0.0,0.0,0.0,0.067,1.656,1.656
80402,804,8,KHM,Chrouy Ta Kaev,Kaoh Thum,Kandal,Cambodia,2948.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2849.667,2849.667,0.0,0.0,0.0,0.0,0.0,28.497,28.497,0.0,0.0,0.0,0.0,0.0,2849.667,2849.667,0.0,0.0,0.0,0.0,0.0,14.248,14.248,0.0,0.0,0.0,0.0,0.0,2849.667,2849.667,0.0,0.0,0.0,0.0,0.0,8.549,8.549,0.0,0.0,0.0,0.0,0.0,51.294,51.294,0.0,0.0,0.0,0.0,0.0,1.74,1.74
200304,2003,20,KHM,Chrung Popel,Rumduol,Svay Rieng,Cambodia,2645.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2547.052,2547.052,0.0,0.0,0.0,0.0,0.0,25.471,25.471,0.0,0.0,0.0,0.0,0.0,2547.052,2547.052,0.0,0.0,0.0,0.0,0.0,12.735,12.735,0.0,0.0,0.0,0.0,0.0,2547.052,2547.052,0.0,0.0,0.0,0.0,0.0,7.641,7.641,0.0,0.0,0.0,0.0,0.0,45.847,45.847,0.0,0.0,0.0,0.0,0.0,1.733,1.733
70702,707,7,KHM,Chum Kriel,Tuek Chhou,Kampot,Cambodia,629.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.707,179.707,0.0,0.0,0.0,0.0,0.0,1.797,1.797,0.0,0.0,0.0,0.0,0.0,179.707,179.707,0.0,0.0,0.0,0.0,0.0,0.899,0.899,0.0,0.0,0.0,0.0,179.707,179.707,179.707,0.0,0.0,0.0,0.0,0.539,0.539,0.539,0.0,0.0,0.0,0.0,0.539,3.235,3.235,0.0,0.0,0.0,0.0,0.086,0.514,0.514
250402,2504,25,KHM,Chumnik,Krouch Chhmar,Tboung Khmum,Cambodia,1310.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1258.937,1258.937,0.0,0.0,0.0,0.0,0.0,6.295,6.295,0.0,0.0,0.0,0.0,0.0,1258.937,1258.937,0.0,0.0,0.0,0.0,0.0,3.777,3.777,0.0,0.0,0.0,0.0,0.0,10.071,10.071,0.0,0.0,0.0,0.0,0.0,0.769,0.769
90703,907,9,KHM,Chumnoab,Thma Bang,Koh Kong,Cambodia,22.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.86,22.86,0.0,0.0,0.0,0.0,0.0,0.114,0.114,0.0,0.0,0.0,0.0,0.0,22.86,22.86,0.0,0.0,0.0,0.0,0.0,0.069,0.069,0.0,0.0,0.0,0.0,0.0,0.183,0.183,0.0,0.0,0.0,0.0,0.0,0.799,0.799
50503,505,5,KHM,Chumpu Proeks,Odongk,Kampong Speu,Cambodia,2112.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.464,2007.464,0.0,0.0,0.0,0.0,0.0,10.037,10.037,0.0,0.0,0.0,0.0,0.0,2007.464,2007.464,0.0,0.0,0.0,0.0,0.0,6.022,6.022,0.0,0.0,0.0,0.0,0.0,16.06,16.06,0.0,0.0,0.0,0.0,0.0,0.76,0.76
70402,704,7,KHM,Chumpu Voan,Chum Kiri,Kampot,Cambodia,4716.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4599.129,4599.129,0.0,0.0,0.0,0.0,0.0,45.991,45.991,0.0,0.0,0.0,0.0,0.0,4599.129,4599.129,0.0,0.0,0.0,0.0,0.0,22.996,22.996,0.0,0.0,0.0,0.0,0.0,4599.129,4599.129,0.0,0.0,0.0,0.0,0.0,13.797,13.797,0.0,0.0,0.0,0.0,0.0,82.784,82.784,0.0,0.0,0.0,0.0,0.0,1.755,1.755
210704,2107,21,KHM,Chumreah Pen,Samraong,Takeo,Cambodia,3617.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.046,3375.046,0.0,0.0,0.0,0.0,0.0,33.75,33.75,0.0,0.0,0.0,0.0,0.0,3441.397,3441.397,0.0,0.0,0.0,0.0,0.0,17.207,17.207,0.0,0.0,0.0,0.0,0.0,3441.397,3441.397,0.0,0.0,0.0,0.0,0.0,10.324,10.324,0.0,0.0,0.0,0.0,0.0,61.282,61.282,0.0,0.0,0.0,0.0,0.0,1.694,1.694
70106,701,7,KHM,Daeum Doung,Angkor Chey,Kampot,Cambodia,1148.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073.825,1073.825,0.0,0.0,0.0,0.0,0.0,10.738,10.738,0.0,0.0,0.0,0.0,0.0,1073.825,1073.825,0.0,0.0,0.0,0.0,0.0,5.369,5.369,0.0,0.0,0.0,0.0,0.0,1073.825,1073.825,0.0,0.0,0.0,0.0,0.0,3.221,3.221,0.0,0.0,0.0,0.0,0.0,19.329,19.329,0.0,0.0,0.0,0.0,0.0,1.683,1.683
80106,801,8,KHM,Daeum Rues,Kandal Stueng,Kandal,Cambodia,1808.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1748.959,1748.959,0.0,0.0,0.0,0.0,0.0,8.745,8.745,0.0,0.0,0.0,0.0,0.0,1748.959,1748.959,0.0,0.0,0.0,0.0,0.0,5.247,5.247,0.0,0.0,0.0,0.0,0.0,13.992,13.992,0.0,0.0,0.0,0.0,0.0,0.774,0.774
110301,1103,11,KHM,Dak Dam,Ou Reang,Mondul Kiri,Cambodia,2274.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2176.494,2176.494,0.0,0.0,0.0,0.0,0.0,65.295,65.295,0.0,0.0,0.0,0.0,0.0,2176.494,2176.494,0.0,0.0,0.0,0.0,0.0,21.765,21.765,0.0,0.0,0.0,0.0,117.194,2176.494,2176.494,0.0,0.0,0.0,0.0,0.586,10.882,10.882,0.0,0.0,0.0,0.0,2176.494,2176.494,2176.494,0.0,0.0,0.0,0.0,6.529,6.529,6.529,0.0,0.0,0.0,0.0,7.115,104.472,104.472,0.0,0.0,0.0,0.0,0.313,4.593,4.593
171102,1711,17,KHM,Dam Daek,Soutr Nikom,Siemreap,Cambodia,2674.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250502,2505,25,KHM,Dambae,Dambae,Tboung Khmum,Cambodia,2709.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2617.109,2617.109,0.0,0.0,0.0,0.0,0.0,26.171,26.171,0.0,0.0,0.0,0.0,0.0,2651.683,2651.683,0.0,0.0,0.0,0.0,0.0,13.258,13.258,0.0,0.0,0.0,0.0,0.0,2651.683,2651.683,0.0,0.0,0.0,0.0,0.0,7.955,7.955,0.0,0.0,0.0,0.0,0.0,47.385,47.385,0.0,0.0,0.0,0.0,0.0,1.749,1.749
70104,701,7,KHM,Dambouk Khpos,Angkor Chey,Kampot,Cambodia,5238.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5113.278,5113.278,0.0,0.0,0.0,0.0,0.0,51.133,51.133,0.0,0.0,0.0,0.0,0.0,5113.278,5113.278,0.0,0.0,0.0,0.0,0.0,25.566,25.566,0.0,0.0,0.0,0.0,0.0,5113.278,5113.278,0.0,0.0,0.0,0.0,0.0,15.34,15.34,0.0,0.0,0.0,0.0,0.0,92.039,92.039,0.0,0.0,0.0,0.0,0.0,1.757,1.757
50603,506,5,KHM,Dambouk Rung,Phnum Sruoch,Kampong Speu,Cambodia,9845.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9119.896,9119.896,0.0,0.0,0.0,0.0,0.0,91.199,91.199,0.0,0.0,0.0,0.0,0.0,9643.905,9643.905,0.0,0.0,0.0,0.0,0.0,48.22,48.22,0.0,0.0,0.0,0.0,0.0,9643.905,9643.905,0.0,0.0,0.0,0.0,0.0,28.932,28.932,0.0,0.0,0.0,0.0,0.0,168.35,168.35,0.0,0.0,0.0,0.0,0.0,1.71,1.71
80804,808,8,KHM,Damnak Ampil,Angk Snuol,Kandal,Cambodia,629.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.918,588.918,0.0,0.0,0.0,0.0,0.0,2.945,2.945,0.0,0.0,0.0,0.0,0.0,588.918,588.918,0.0,0.0,0.0,0.0,0.0,1.767,1.767,0.0,0.0,0.0,0.0,0.0,4.711,4.711,0.0,0.0,0.0,0.0,0.0,0.748,0.748
70603,706,7,KHM,Damnak Kantuot Khang Cheung,Kampong Trach,Kampot,Cambodia,1984.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1889.644,1889.644,0.0,0.0,0.0,0.0,0.0,18.896,18.896,0.0,0.0,0.0,0.0,0.0,1889.644,1889.644,0.0,0.0,0.0,0.0,0.0,9.448,9.448,0.0,0.0,0.0,0.0,1889.644,1889.644,1889.644,0.0,0.0,0.0,0.0,5.669,5.669,5.669,0.0,0.0,0.0,0.0,5.669,34.014,34.014,0.0,0.0,0.0,0.0,0.286,1.714,1.714
70604,706,7,KHM,Damnak Kantuot Khang Tboung,Kampong Trach,Kampot,Cambodia,2212.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2134.007,2134.007,0.0,0.0,0.0,0.0,0.0,21.34,21.34,0.0,0.0,0.0,0.0,0.0,2134.007,2134.007,0.0,0.0,0.0,0.0,0.0,10.67,10.67,0.0,0.0,0.0,0.0,2134.007,2134.007,2134.007,0.0,0.0,0.0,0.0,6.402,6.402,6.402,0.0,0.0,0.0,0.0,6.402,38.412,38.412,0.0,0.0,0.0,0.0,0.289,1.736,1.736
50513,505,5,KHM,Damnak Reang,Odongk,Kampong Speu,Cambodia,2340.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2256.223,2256.223,0.0,0.0,0.0,0.0,0.0,11.281,11.281,0.0,0.0,0.0,0.0,0.0,2256.223,2256.223,0.0,0.0,0.0,0.0,0.0,6.769,6.769,0.0,0.0,0.0,0.0,0.0,18.05,18.05,0.0,0.0,0.0,0.0,0.0,0.771,0.771
