ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_agri_ESA20_agri,RP5_agri_ESA20_agri_C5,RP5_agri_ESA20_agri_C4,RP5_agri_ESA20_agri_C3,RP5_agri_ESA20_agri_C2,RP5_agri_ESA20_agri_C1,RP5_agri_ESA20_agri_C0,RP5_agri_ESA20_agri_C5_EAE,RP5_agri_ESA20_agri_C4_EAE,RP5_agri_ESA20_agri_C3_EAE,RP5_agri_ESA20_agri_C2_EAE,RP5_agri_ESA20_agri_C1_EAE,RP5_agri_ESA20_agri_C0_EAE,RP10_agri_ESA20_agri_C5,RP10_agri_ESA20_agri_C4,RP10_agri_ESA20_agri_C3,RP10_agri_ESA20_agri_C2,RP10_agri_ESA20_agri_C1,RP10_agri_ESA20_agri_C0,RP10_agri_ESA20_agri_C5_EAE,RP10_agri_ESA20_agri_C4_EAE,RP10_agri_ESA20_agri_C3_EAE,RP10_agri_ESA20_agri_C2_EAE,RP10_agri_ESA20_agri_C1_EAE,RP10_agri_ESA20_agri_C0_EAE,RP20_agri_ESA20_agri_C5,RP20_agri_ESA20_agri_C4,RP20_agri_ESA20_agri_C3,RP20_agri_ESA20_agri_C2,RP20_agri_ESA20_agri_C1,RP20_agri_ESA20_agri_C0,RP20_agri_ESA20_agri_C5_EAE,RP20_agri_ESA20_agri_C4_EAE,RP20_agri_ESA20_agri_C3_EAE,RP20_agri_ESA20_agri_C2_EAE,RP20_agri_ESA20_agri_C1_EAE,RP20_agri_ESA20_agri_C0_EAE,RP50_agri_ESA20_agri_C5,RP50_agri_ESA20_agri_C4,RP50_agri_ESA20_agri_C3,RP50_agri_ESA20_agri_C2,RP50_agri_ESA20_agri_C1,RP50_agri_ESA20_agri_C0,RP50_agri_ESA20_agri_C5_EAE,RP50_agri_ESA20_agri_C4_EAE,RP50_agri_ESA20_agri_C3_EAE,RP50_agri_ESA20_agri_C2_EAE,RP50_agri_ESA20_agri_C1_EAE,RP50_agri_ESA20_agri_C0_EAE,RP75_agri_ESA20_agri_C5,RP75_agri_ESA20_agri_C4,RP75_agri_ESA20_agri_C3,RP75_agri_ESA20_agri_C2,RP75_agri_ESA20_agri_C1,RP75_agri_ESA20_agri_C0,RP75_agri_ESA20_agri_C5_EAE,RP75_agri_ESA20_agri_C4_EAE,RP75_agri_ESA20_agri_C3_EAE,RP75_agri_ESA20_agri_C2_EAE,RP75_agri_ESA20_agri_C1_EAE,RP75_agri_ESA20_agri_C0_EAE,RP100_agri_ESA20_agri_C5,RP100_agri_ESA20_agri_C4,RP100_agri_ESA20_agri_C3,RP100_agri_ESA20_agri_C2,RP100_agri_ESA20_agri_C1,RP100_agri_ESA20_agri_C0,RP100_agri_ESA20_agri_C5_EAE,RP100_agri_ESA20_agri_C4_EAE,RP100_agri_ESA20_agri_C3_EAE,RP100_agri_ESA20_agri_C2_EAE,RP100_agri_ESA20_agri_C1_EAE,RP100_agri_ESA20_agri_C0_EAE,RP200_agri_ESA20_agri_C5,RP200_agri_ESA20_agri_C4,RP200_agri_ESA20_agri_C3,RP200_agri_ESA20_agri_C2,RP200_agri_ESA20_agri_C1,RP200_agri_ESA20_agri_C0,RP200_agri_ESA20_agri_C5_EAE,RP200_agri_ESA20_agri_C4_EAE,RP200_agri_ESA20_agri_C3_EAE,RP200_agri_ESA20_agri_C2_EAE,RP200_agri_ESA20_agri_C1_EAE,RP200_agri_ESA20_agri_C0_EAE,RP250_agri_ESA20_agri_C5,RP250_agri_ESA20_agri_C4,RP250_agri_ESA20_agri_C3,RP250_agri_ESA20_agri_C2,RP250_agri_ESA20_agri_C1,RP250_agri_ESA20_agri_C0,RP250_agri_ESA20_agri_C5_EAE,RP250_agri_ESA20_agri_C4_EAE,RP250_agri_ESA20_agri_C3_EAE,RP250_agri_ESA20_agri_C2_EAE,RP250_agri_ESA20_agri_C1_EAE,RP250_agri_ESA20_agri_C0_EAE,RP500_agri_ESA20_agri_C5,RP500_agri_ESA20_agri_C4,RP500_agri_ESA20_agri_C3,RP500_agri_ESA20_agri_C2,RP500_agri_ESA20_agri_C1,RP500_agri_ESA20_agri_C0,RP500_agri_ESA20_agri_C5_EAE,RP500_agri_ESA20_agri_C4_EAE,RP500_agri_ESA20_agri_C3_EAE,RP500_agri_ESA20_agri_C2_EAE,RP500_agri_ESA20_agri_C1_EAE,RP500_agri_ESA20_agri_C0_EAE,RP1000_agri_ESA20_agri_C5,RP1000_agri_ESA20_agri_C4,RP1000_agri_ESA20_agri_C3,RP1000_agri_ESA20_agri_C2,RP1000_agri_ESA20_agri_C1,RP1000_agri_ESA20_agri_C0,RP1000_agri_ESA20_agri_C5_EAE,RP1000_agri_ESA20_agri_C4_EAE,RP1000_agri_ESA20_agri_C3_EAE,RP1000_agri_ESA20_agri_C2_EAE,RP1000_agri_ESA20_agri_C1_EAE,RP1000_agri_ESA20_agri_C0_EAE,agri_ESA20_agri_C5_EAE,agri_ESA20_agri_C4_EAE,agri_ESA20_agri_C3_EAE,agri_ESA20_agri_C2_EAE,agri_ESA20_agri_C1_EAE,agri_ESA20_agri_C0_EAE,agri_ESA20_agri_C5_EAE%,agri_ESA20_agri_C4_EAE%,agri_ESA20_agri_C3_EAE%,agri_ESA20_agri_C2_EAE%,agri_ESA20_agri_C1_EAE%,agri_ESA20_agri_C0_EAE%
10902,109,1,KHM,Malai,Malai,Banteay Meanchey,Cambodia,3239.713,0.0,0.0,0.0,10.49,123.286,123.286,0.0,0.0,0.0,2.098,24.657,24.657,0.0,0.0,0.02,35.5,239.118,239.118,0.0,0.0,0.002,3.55,23.912,23.912,0.0,0.0,1.02,61.539,287.311,287.311,0.0,0.0,0.051,3.077,14.366,14.366,0.0,0.0,10.241,106.409,360.89,360.89,0.0,0.0,0.307,3.192,10.827,10.827,0.0,0.0,17.311,128.348,389.49,389.49,0.0,0.0,0.115,0.856,2.597,2.597,0.0,0.0,23.06,143.908,401.61,401.61,0.0,0.0,0.077,0.48,1.339,1.339,0.0,0.0,30.14,184.238,434.151,434.151,0.0,0.0,0.151,0.921,2.171,2.171,0.0,0.0,34.159,200.028,444.661,444.661,0.0,0.0,0.034,0.2,0.445,0.445,0.0,0.0,57.781,231.007,466.85,466.85,0.0,0.0,0.116,0.462,0.934,0.934,0.0,0.01,74.881,259.369,478.698,478.698,0.0,0.0,0.075,0.259,0.479,0.479,0.0,0.0,0.928,15.095,81.724,81.724,0.0,0.0,0.029,0.466,2.523,2.523
160101,1601,16,KHM,Malik,Andoung Meas,Ratanak Kiri,Cambodia,2887.655,9.592,16.542,20.283,22.664,27.483,27.483,1.918,3.308,4.057,4.533,5.497,5.497,11.704,20.944,26.854,27.964,30.695,30.695,1.17,2.094,2.685,2.796,3.07,3.07,14.975,23.043,30.404,33.485,36.345,36.345,0.749,1.152,1.52,1.674,1.817,1.817,22.197,38.206,50.765,55.765,63.726,63.726,0.666,1.146,1.523,1.673,1.912,1.912,33.136,50.705,65.966,73.437,79.838,79.838,0.221,0.338,0.44,0.49,0.532,0.532,44.226,66.046,76.457,91.789,108.58,108.58,0.147,0.22,0.255,0.306,0.362,0.362,135.974,266.375,320.71,346.803,372.434,372.434,0.68,1.332,1.604,1.734,1.862,1.862,192.088,326.489,387.086,417.723,445.373,445.373,0.192,0.326,0.387,0.418,0.445,0.445,411.145,525.787,586.455,611.923,634.984,634.984,0.822,1.052,1.173,1.224,1.27,1.27,623.827,742.349,787.321,823.389,839.03,839.03,0.624,0.742,0.787,0.823,0.839,0.839,7.19,11.712,14.431,15.671,17.606,17.606,0.249,0.406,0.5,0.543,0.61,0.61
141305,1413,14,KHM,Me Bon,Svay Antor,Prey Veng,Cambodia,2603.915,0.0,0.0,6.0,73.86,242.39,242.39,0.0,0.0,1.2,14.772,48.478,48.478,0.0,0.0,20.81,218.31,408.757,408.757,0.0,0.0,2.081,21.831,40.876,40.876,0.0,1.83,81.83,373.108,678.947,678.947,0.0,0.091,4.091,18.655,33.947,33.947,0.0,2.83,186.61,533.288,874.36,874.36,0.0,0.085,5.598,15.999,26.231,26.231,0.0,6.79,245.94,609.377,954.761,954.761,0.0,0.045,1.64,4.063,6.365,6.365,0.0,10.72,284.78,649.317,996.521,996.521,0.0,0.036,0.949,2.164,3.322,3.322,31.301,522.76,1302.041,1699.841,1954.044,1954.044,0.157,2.614,6.51,8.499,9.77,9.77,45.91,771.07,1531.98,1895.113,2064.063,2064.063,0.046,0.771,1.532,1.895,2.064,2.064,133.69,1122.729,1856.732,2063.422,2161.476,2161.476,0.267,2.245,3.713,4.127,4.323,4.323,195.37,1459.851,2024.702,2144.855,2227.873,2227.873,0.195,1.46,2.025,2.145,2.228,2.228,0.665,7.348,29.34,94.15,177.604,177.604,0.026,0.282,1.127,3.616,6.821,6.821
30105,301,3,KHM,Me Pring,Batheay,Kampong Cham,Cambodia,4406.918,0.0,0.0,2.909,48.018,360.857,360.857,0.0,0.0,0.582,9.604,72.171,72.171,0.0,3.668,41.935,227.675,770.315,770.315,0.0,0.367,4.194,22.768,77.031,77.031,1.08,8.536,113.801,399.519,1005.385,1005.385,0.054,0.427,5.69,19.976,50.269,50.269,21.149,130.614,315.619,657.429,1338.116,1338.116,0.634,3.918,9.469,19.723,40.143,40.143,94.349,145.471,359.149,723.549,1418.986,1418.986,0.629,0.97,2.394,4.824,9.46,9.46,107.349,152.93,385.5,786.469,1468.816,1468.816,0.358,0.51,1.285,2.622,4.896,4.896,108.839,301.994,638.125,1145.71,1842.087,1842.087,0.544,1.51,3.191,5.729,9.21,9.21,704.185,1305.09,1638.601,1945.421,2329.049,2329.049,0.704,1.305,1.639,1.945,2.329,2.329,2101.539,2740.415,3029.298,3226.809,3420.132,3420.132,4.203,5.481,6.059,6.454,6.84,6.84,2186.128,2905.815,3173.637,3388.84,3520.521,3520.521,2.186,2.906,3.174,3.389,3.521,3.521,9.313,17.393,37.675,97.032,275.872,275.872,0.211,0.395,0.855,2.202,6.26,6.26
31505,315,3,KHM,Me Sar Chrey,Stueng Trang,Kampong Cham,Cambodia,1567.409,0.0,0.0,0.0,58.32,209.159,209.159,0.0,0.0,0.0,11.664,41.832,41.832,0.0,0.0,5.39,110.28,255.3,255.3,0.0,0.0,0.539,11.028,25.53,25.53,0.0,0.0,10.6,140.17,287.71,287.71,0.0,0.0,0.53,7.008,14.385,14.385,0.0,0.0,26.18,186.23,313.94,313.94,0.0,0.0,0.785,5.587,9.418,9.418,0.0,0.0,32.65,203.379,325.85,325.85,0.0,0.0,0.218,1.356,2.172,2.172,0.0,0.0,39.47,213.07,330.409,330.409,0.0,0.0,0.132,0.71,1.101,1.101,0.0,0.0,63.15,233.559,337.089,337.089,0.0,0.0,0.316,1.168,1.685,1.685,0.0,1.0,71.87,240.399,340.321,340.321,0.0,0.001,0.072,0.24,0.34,0.34,0.0,1.0,107.39,264.109,353.58,353.58,0.0,0.002,0.215,0.528,0.707,0.707,0.0,1.0,124.85,286.88,364.27,364.27,0.0,0.001,0.125,0.287,0.364,0.364,0.0,0.004,2.931,39.577,97.536,97.536,0.0,0.0,0.187,2.525,6.223,6.223
200105,2001,20,KHM,Me Sar Thngak,Chantrea,Svay Rieng,Cambodia,2616.383,0.0,0.0,1.03,71.36,222.002,222.002,0.0,0.0,0.206,14.272,44.4,44.4,0.0,0.0,22.121,141.311,438.959,438.959,0.0,0.0,2.212,14.131,43.896,43.896,0.0,0.0,53.871,230.46,636.569,636.569,0.0,0.0,2.694,11.523,31.828,31.828,0.0,0.0,78.44,356.878,888.152,888.152,0.0,0.0,2.353,10.706,26.645,26.645,0.0,0.0,97.079,419.528,999.013,999.013,0.0,0.0,0.647,2.797,6.66,6.66,0.0,0.0,110.64,466.148,1077.062,1077.062,0.0,0.0,0.369,1.554,3.59,3.59,0.0,0.0,134.971,606.278,1299.625,1299.625,0.0,0.0,0.675,3.031,6.498,6.498,0.0,0.0,144.621,655.529,1369.354,1369.354,0.0,0.0,0.145,0.656,1.369,1.369,0.0,0.0,243.942,867.948,1617.322,1617.322,0.0,0.0,0.488,1.736,3.235,3.235,0.0,0.0,433.35,1073.981,1746.016,1746.016,0.0,0.0,0.433,1.074,1.746,1.746,0.0,0.0,10.221,61.48,169.868,169.868,0.0,0.0,0.391,2.35,6.492,6.492
150104,1501,15,KHM,Me Tuek,Bakan,Pursat,Cambodia,8729.379,0.0,0.0,0.0,60.89,451.74,451.74,0.0,0.0,0.0,12.178,90.348,90.348,0.0,0.0,12.0,294.12,739.901,739.901,0.0,0.0,1.2,29.412,73.99,73.99,0.0,0.0,42.89,521.542,1021.951,1021.951,0.0,0.0,2.145,26.077,51.098,51.098,0.0,0.0,157.411,789.473,1736.211,1736.211,0.0,0.0,4.722,23.684,52.086,52.086,0.0,0.0,238.031,1071.522,2381.482,2381.482,0.0,0.0,1.587,7.143,15.877,15.877,0.0,0.0,413.291,1913.563,3518.532,3518.532,0.0,0.0,1.378,6.379,11.728,11.728,0.0,242.719,2217.791,4162.672,6234.168,6234.168,0.0,1.214,11.089,20.813,31.171,31.171,0.0,420.422,2828.217,4937.694,6634.896,6634.896,0.0,0.42,2.828,4.938,6.635,6.635,1.11,1344.705,4883.913,6969.278,7853.117,7853.117,0.002,2.689,9.768,13.939,15.706,15.706,21.62,3097.823,7255.547,7977.165,8282.525,8282.525,0.022,3.098,7.256,7.977,8.283,8.283,0.024,7.421,41.972,152.54,356.921,356.921,0.0,0.085,0.481,1.747,4.089,4.089
20906,209,2,KHM,Mean Chey,Samlout,Battambang,Cambodia,5353.394,3.4,19.529,40.982,51.053,74.926,74.926,0.68,3.906,8.196,10.211,14.985,14.985,3.89,37.312,61.174,79.349,118.371,118.371,0.389,3.731,6.117,7.935,11.837,11.837,6.421,45.381,77.998,109.558,154.11,154.11,0.321,2.269,3.9,5.478,7.705,7.705,11.821,63.045,114.446,168.709,235.299,235.299,0.355,1.891,3.433,5.061,7.059,7.059,17.47,75.015,140.075,187.019,264.357,264.357,0.116,0.5,0.934,1.247,1.762,1.762,22.24,82.655,158.966,204.538,283.984,283.984,0.074,0.276,0.53,0.682,0.947,0.947,34.633,117.832,203.557,263.292,329.903,329.903,0.173,0.589,1.018,1.316,1.65,1.65,38.784,133.605,224.516,282.882,351.735,351.735,0.039,0.134,0.225,0.283,0.352,0.352,59.464,183.897,279.703,337.424,410.713,410.713,0.119,0.368,0.559,0.675,0.821,0.821,99.304,249.204,344.311,416.002,492.331,492.331,0.099,0.249,0.344,0.416,0.492,0.492,2.365,13.913,25.257,33.303,47.611,47.611,0.044,0.26,0.472,0.622,0.889,0.889
31405,314,3,KHM,Mean Chey,Srei Santhor,Kampong Cham,Cambodia,537.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.89,1.329,1.329,0.0,0.0,0.056,0.089,0.133,0.133,0.0,0.89,1.329,2.57,3.31,3.31,0.0,0.044,0.066,0.128,0.166,0.166,18.22,27.539,37.741,61.75,93.19,93.19,0.547,0.826,1.132,1.853,2.796,2.796,26.56,49.67,80.432,121.991,172.272,172.272,0.177,0.331,0.536,0.813,1.148,1.148,38.96,76.272,127.552,164.47,195.412,195.412,0.13,0.254,0.425,0.548,0.651,0.651,56.68,186.202,269.232,316.012,336.353,336.353,0.283,0.931,1.346,1.58,1.682,1.682,58.12,205.092,282.742,329.133,351.964,351.964,0.058,0.205,0.283,0.329,0.352,0.352,62.25,234.102,321.393,351.933,367.534,367.534,0.125,0.468,0.643,0.704,0.735,0.735,85.641,268.812,341.793,363.705,379.385,379.385,0.086,0.269,0.342,0.364,0.379,0.379,1.405,3.329,4.83,6.408,8.042,8.042,0.261,0.619,0.898,1.192,1.495,1.495
50506,505,5,KHM,Mean Chey,Odongk,Kampong Speu,Cambodia,3388.116,0.0,2.0,5.89,7.89,9.73,9.73,0.0,0.4,1.178,1.578,1.946,1.946,0.0,4.9,8.73,12.64,16.48,16.48,0.0,0.49,0.873,1.264,1.648,1.648,0.0,7.89,12.64,16.48,19.48,19.48,0.0,0.395,0.632,0.824,0.974,0.974,0.0,7.89,16.48,17.48,23.35,23.35,0.0,0.237,0.494,0.524,0.701,0.701,0.0,7.89,16.48,21.4,25.35,25.35,0.0,0.053,0.11,0.143,0.169,0.169,0.0,8.73,16.48,22.4,25.35,25.35,0.0,0.029,0.055,0.075,0.085,0.085,2.0,10.73,16.48,23.35,26.35,26.35,0.01,0.054,0.082,0.117,0.132,0.132,2.0,11.64,17.48,24.35,27.34,27.34,0.002,0.012,0.017,0.024,0.027,0.027,2.0,11.64,20.4,25.35,29.32,29.32,0.004,0.023,0.041,0.051,0.059,0.059,2.0,12.64,22.4,25.35,31.099,31.099,0.002,0.013,0.022,0.025,0.031,0.031,0.018,1.704,3.505,4.625,5.771,5.771,0.001,0.05,0.103,0.137,0.17,0.17
60605,606,6,KHM,Mean Chey,Sandan,Kampong Thom,Cambodia,2207.364,2.04,10.79,18.768,54.816,120.993,120.993,0.408,2.158,3.754,10.963,24.199,24.199,4.19,16.88,51.757,109.239,194.949,194.949,0.419,1.688,5.176,10.924,19.495,19.495,7.83,49.119,117.148,196.98,279.672,279.672,0.391,2.456,5.857,9.849,13.984,13.984,31.69,124.68,278.319,440.932,570.213,570.213,0.951,3.74,8.35,13.228,17.106,17.106,57.398,212.929,522.984,718.922,811.563,811.563,0.383,1.42,3.487,4.793,5.41,5.41,78.509,315.688,688.493,814.044,889.413,889.413,0.262,1.052,2.295,2.713,2.965,2.965,136.819,679.602,892.014,949.734,975.424,975.424,0.684,3.398,4.46,4.749,4.877,4.877,184.021,764.952,935.344,975.995,996.275,996.275,0.184,0.765,0.935,0.976,0.996,0.996,435.901,921.994,993.204,1016.275,1032.593,1032.593,0.872,1.844,1.986,2.033,2.065,2.065,728.212,984.227,1021.763,1041.061,1053.293,1053.293,0.728,0.984,1.022,1.041,1.053,1.053,5.282,19.505,37.321,61.269,92.15,92.15,0.239,0.884,1.691,2.776,4.175,4.175
70310,703,7,KHM,Mean Chey,Chhuk,Kampot,Cambodia,1362.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170907,1709,17,KHM,Mean Chey,Prasat Bakong,Siemreap,Cambodia,1825.053,0.0,0.0,14.0,90.511,355.646,355.646,0.0,0.0,2.8,18.102,71.129,71.129,0.0,0.0,87.91,237.521,554.414,554.414,0.0,0.0,8.791,23.752,55.441,55.441,0.0,2.0,139.89,332.873,813.381,813.381,0.0,0.1,6.995,16.644,40.669,40.669,0.0,11.0,195.401,433.385,983.218,983.218,0.0,0.33,5.862,13.002,29.497,29.497,0.0,19.0,221.321,479.775,1053.527,1053.527,0.0,0.127,1.475,3.198,7.024,7.024,0.0,20.0,237.121,517.724,1121.238,1121.238,0.0,0.067,0.79,1.726,3.737,3.737,0.0,29.0,268.421,604.714,1198.45,1198.45,0.0,0.145,1.342,3.024,5.992,5.992,0.0,32.0,275.421,620.454,1220.069,1220.069,0.0,0.032,0.275,0.62,1.22,1.22,0.0,39.93,309.801,695.161,1291.809,1291.809,0.0,0.08,0.62,1.39,2.584,2.584,0.0,46.91,339.702,783.741,1347.719,1347.719,0.0,0.047,0.34,0.784,1.348,1.348,0.0,0.927,29.29,82.242,218.641,218.641,0.0,0.051,1.605,4.506,11.98,11.98
60604,606,6,KHM,Mean Rith,Sandan,Kampong Thom,Cambodia,2935.432,7.799,36.962,62.141,78.601,100.082,100.082,1.56,7.392,12.428,15.72,20.016,20.016,12.319,50.23,81.65,105.801,125.872,125.872,1.232,5.023,8.165,10.58,12.587,12.587,12.989,76.061,183.07,280.774,375.028,375.028,0.649,3.803,9.154,14.039,18.751,18.751,29.65,188.043,369.874,447.899,503.049,503.049,0.889,5.641,11.096,13.437,15.091,15.091,44.779,270.346,415.047,489.539,536.821,536.821,0.299,1.802,2.767,3.264,3.579,3.579,57.27,309.746,450.696,511.49,555.093,555.093,0.191,1.032,1.502,1.705,1.85,1.85,101.652,373.007,493.321,550.753,591.771,591.771,0.508,1.865,2.467,2.754,2.959,2.959,122.493,395.945,506.29,561.534,612.303,612.303,0.122,0.396,0.506,0.562,0.612,0.612,218.547,452.516,551.004,605.744,655.853,655.853,0.437,0.905,1.102,1.211,1.312,1.312,296.825,503.449,597.615,651.974,686.11,686.11,0.297,0.503,0.598,0.652,0.686,0.686,6.185,28.364,49.785,63.923,77.444,77.444,0.211,0.966,1.696,2.178,2.638,2.638
70505,705,7,KHM,Mean Ritth,Dang Tong,Kampot,Cambodia,4002.327,0.0,0.0,0.0,3.98,69.539,69.539,0.0,0.0,0.0,0.796,13.908,13.908,0.0,0.0,0.0,30.569,140.729,140.729,0.0,0.0,0.0,3.057,14.073,14.073,0.0,0.0,0.0,52.339,214.229,214.229,0.0,0.0,0.0,2.617,10.711,10.711,0.0,0.0,0.0,92.729,271.17,271.17,0.0,0.0,0.0,2.782,8.135,8.135,0.0,0.0,6.89,112.389,297.94,297.94,0.0,0.0,0.046,0.749,1.986,1.986,0.0,0.0,14.33,122.329,309.29,309.29,0.0,0.0,0.048,0.408,1.031,1.031,0.0,0.0,30.359,155.789,330.81,330.81,0.0,0.0,0.152,0.779,1.654,1.654,0.0,0.0,34.359,163.269,338.51,338.51,0.0,0.0,0.034,0.163,0.339,0.339,0.0,0.0,49.589,197.758,355.411,355.411,0.0,0.0,0.099,0.396,0.711,0.711,0.0,0.0,73.279,215.689,377.831,377.831,0.0,0.0,0.073,0.216,0.378,0.378,0.0,0.0,0.452,11.962,52.926,52.926,0.0,0.0,0.011,0.299,1.322,1.322
40106,401,4,KHM,Melum,Baribour,Kampong Chhnang,Cambodia,2416.45,0.0,0.0,22.0,80.49,181.512,181.512,0.0,0.0,4.4,16.098,36.302,36.302,0.0,1.91,78.86,192.352,399.53,399.53,0.0,0.191,7.886,19.235,39.953,39.953,0.0,11.979,152.151,281.632,619.722,619.722,0.0,0.599,7.608,14.082,30.986,30.986,0.0,26.969,225.212,419.8,760.203,760.203,0.0,0.809,6.756,12.594,22.806,22.806,0.0,41.469,249.712,473.52,805.514,805.514,0.0,0.276,1.665,3.157,5.37,5.37,0.0,61.009,280.625,528.212,860.466,860.466,0.0,0.203,0.935,1.761,2.868,2.868,0.0,125.492,369.106,655.091,954.24,954.24,0.0,0.627,1.846,3.275,4.771,4.771,0.0,156.142,415.408,695.902,984.291,984.291,0.0,0.156,0.415,0.696,0.984,0.984,0.32,236.473,545.82,831.256,1060.712,1060.712,0.001,0.473,1.092,1.663,2.121,2.121,3.91,313.695,678.271,939.381,1185.566,1185.566,0.004,0.314,0.678,0.939,1.186,1.186,0.005,3.649,33.281,73.5,147.348,147.348,0.0,0.151,1.377,3.042,6.098,6.098
110102,1101,11,KHM,Memang,Kaev Seima,Mondul Kiri,Cambodia,713.113,6.03,9.83,14.65,25.491,109.287,109.287,1.206,1.966,2.93,5.098,21.857,21.857,7.811,12.39,28.401,71.138,151.786,151.786,0.781,1.239,2.84,7.114,15.179,15.179,9.071,16.889,39.488,93.517,172.055,172.055,0.454,0.844,1.974,4.676,8.603,8.603,11.571,23.059,56.618,126.605,204.966,204.966,0.347,0.692,1.699,3.798,6.149,6.149,12.181,26.949,70.699,141.685,213.386,213.386,0.081,0.18,0.471,0.945,1.423,1.423,13.44,27.979,74.95,147.587,221.185,221.185,0.045,0.093,0.25,0.492,0.737,0.737,13.52,31.91,93.228,162.428,227.735,227.735,0.068,0.16,0.466,0.812,1.139,1.139,13.76,35.149,96.398,166.519,229.596,229.596,0.014,0.035,0.096,0.167,0.23,0.23,14.96,39.679,113.247,183.748,238.117,238.117,0.03,0.079,0.226,0.367,0.476,0.476,16.12,48.588,130.386,205.226,250.366,250.366,0.016,0.049,0.13,0.205,0.25,0.25,3.041,5.337,11.084,23.674,56.042,56.042,0.426,0.748,1.554,3.32,7.859,7.859
250707,2507,25,KHM,Memong,Memot,Tboung Khmum,Cambodia,2279.909,24.241,64.503,98.171,122.099,153.249,153.249,4.848,12.901,19.634,24.42,30.65,30.65,50.284,101.991,141.01,168.05,209.897,209.897,5.028,10.199,14.101,16.805,20.99,20.99,78.583,128.329,166.697,207.755,231.928,231.928,3.929,6.416,8.335,10.388,11.596,11.596,97.661,150.698,204.846,239.137,264.707,264.707,2.93,4.521,6.145,7.174,7.941,7.941,103.961,162.789,220.025,250.877,275.838,275.838,0.693,1.085,1.467,1.673,1.839,1.839,109.211,170.229,228.765,260.146,282.438,282.438,0.364,0.567,0.763,0.867,0.941,0.941,121.361,192.207,250.516,285.276,312.125,312.125,0.607,0.961,1.253,1.426,1.561,1.561,125.691,198.726,259.505,294.925,323.436,323.436,0.126,0.199,0.26,0.295,0.323,0.323,139.141,224.444,285.202,320.663,345.935,345.935,0.278,0.449,0.57,0.641,0.692,0.692,150.609,245.563,312.914,345.395,370.067,370.067,0.151,0.246,0.313,0.345,0.37,0.37,18.954,37.544,52.84,64.034,76.903,76.903,0.831,1.647,2.318,2.809,3.373,3.373
250708,2507,25,KHM,Memot,Memot,Tboung Khmum,Cambodia,962.356,0.521,3.662,4.662,4.662,10.602,10.602,0.104,0.732,0.932,0.932,2.12,2.12,0.521,3.662,4.662,10.602,13.452,13.452,0.052,0.366,0.466,1.06,1.345,1.345,0.521,4.662,8.632,12.602,14.252,14.252,0.026,0.233,0.432,0.63,0.713,0.713,0.521,4.662,12.602,14.252,15.552,15.552,0.016,0.14,0.378,0.428,0.467,0.467,2.491,4.662,13.452,14.252,15.582,15.582,0.017,0.031,0.09,0.095,0.104,0.104,2.491,5.662,14.252,15.552,16.322,16.322,0.008,0.019,0.048,0.052,0.054,0.054,3.662,10.602,14.252,15.682,16.322,16.322,0.018,0.053,0.071,0.078,0.082,0.082,3.662,10.602,15.552,16.322,16.322,16.322,0.004,0.011,0.016,0.016,0.016,0.016,3.662,13.452,15.582,16.322,19.133,19.133,0.007,0.027,0.031,0.033,0.038,0.038,4.662,14.252,16.322,19.133,20.043,20.043,0.005,0.014,0.016,0.019,0.02,0.02,0.257,1.626,2.48,3.344,4.959,4.959,0.027,0.169,0.258,0.347,0.515,0.515
