ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_agri_ESA20_agri,RP5_agri_ESA20_agri_C5,RP5_agri_ESA20_agri_C4,RP5_agri_ESA20_agri_C3,RP5_agri_ESA20_agri_C2,RP5_agri_ESA20_agri_C1,RP5_agri_ESA20_agri_C0,RP5_agri_ESA20_agri_C5_EAE,RP5_agri_ESA20_agri_C4_EAE,RP5_agri_ESA20_agri_C3_EAE,RP5_agri_ESA20_agri_C2_EAE,RP5_agri_ESA20_agri_C1_EAE,RP5_agri_ESA20_agri_C0_EAE,RP10_agri_ESA20_agri_C5,RP10_agri_ESA20_agri_C4,RP10_agri_ESA20_agri_C3,RP10_agri_ESA20_agri_C2,RP10_agri_ESA20_agri_C1,RP10_agri_ESA20_agri_C0,RP10_agri_ESA20_agri_C5_EAE,RP10_agri_ESA20_agri_C4_EAE,RP10_agri_ESA20_agri_C3_EAE,RP10_agri_ESA20_agri_C2_EAE,RP10_agri_ESA20_agri_C1_EAE,RP10_agri_ESA20_agri_C0_EAE,RP20_agri_ESA20_agri_C5,RP20_agri_ESA20_agri_C4,RP20_agri_ESA20_agri_C3,RP20_agri_ESA20_agri_C2,RP20_agri_ESA20_agri_C1,RP20_agri_ESA20_agri_C0,RP20_agri_ESA20_agri_C5_EAE,RP20_agri_ESA20_agri_C4_EAE,RP20_agri_ESA20_agri_C3_EAE,RP20_agri_ESA20_agri_C2_EAE,RP20_agri_ESA20_agri_C1_EAE,RP20_agri_ESA20_agri_C0_EAE,RP50_agri_ESA20_agri_C5,RP50_agri_ESA20_agri_C4,RP50_agri_ESA20_agri_C3,RP50_agri_ESA20_agri_C2,RP50_agri_ESA20_agri_C1,RP50_agri_ESA20_agri_C0,RP50_agri_ESA20_agri_C5_EAE,RP50_agri_ESA20_agri_C4_EAE,RP50_agri_ESA20_agri_C3_EAE,RP50_agri_ESA20_agri_C2_EAE,RP50_agri_ESA20_agri_C1_EAE,RP50_agri_ESA20_agri_C0_EAE,RP75_agri_ESA20_agri_C5,RP75_agri_ESA20_agri_C4,RP75_agri_ESA20_agri_C3,RP75_agri_ESA20_agri_C2,RP75_agri_ESA20_agri_C1,RP75_agri_ESA20_agri_C0,RP75_agri_ESA20_agri_C5_EAE,RP75_agri_ESA20_agri_C4_EAE,RP75_agri_ESA20_agri_C3_EAE,RP75_agri_ESA20_agri_C2_EAE,RP75_agri_ESA20_agri_C1_EAE,RP75_agri_ESA20_agri_C0_EAE,RP100_agri_ESA20_agri_C5,RP100_agri_ESA20_agri_C4,RP100_agri_ESA20_agri_C3,RP100_agri_ESA20_agri_C2,RP100_agri_ESA20_agri_C1,RP100_agri_ESA20_agri_C0,RP100_agri_ESA20_agri_C5_EAE,RP100_agri_ESA20_agri_C4_EAE,RP100_agri_ESA20_agri_C3_EAE,RP100_agri_ESA20_agri_C2_EAE,RP100_agri_ESA20_agri_C1_EAE,RP100_agri_ESA20_agri_C0_EAE,RP200_agri_ESA20_agri_C5,RP200_agri_ESA20_agri_C4,RP200_agri_ESA20_agri_C3,RP200_agri_ESA20_agri_C2,RP200_agri_ESA20_agri_C1,RP200_agri_ESA20_agri_C0,RP200_agri_ESA20_agri_C5_EAE,RP200_agri_ESA20_agri_C4_EAE,RP200_agri_ESA20_agri_C3_EAE,RP200_agri_ESA20_agri_C2_EAE,RP200_agri_ESA20_agri_C1_EAE,RP200_agri_ESA20_agri_C0_EAE,RP250_agri_ESA20_agri_C5,RP250_agri_ESA20_agri_C4,RP250_agri_ESA20_agri_C3,RP250_agri_ESA20_agri_C2,RP250_agri_ESA20_agri_C1,RP250_agri_ESA20_agri_C0,RP250_agri_ESA20_agri_C5_EAE,RP250_agri_ESA20_agri_C4_EAE,RP250_agri_ESA20_agri_C3_EAE,RP250_agri_ESA20_agri_C2_EAE,RP250_agri_ESA20_agri_C1_EAE,RP250_agri_ESA20_agri_C0_EAE,RP500_agri_ESA20_agri_C5,RP500_agri_ESA20_agri_C4,RP500_agri_ESA20_agri_C3,RP500_agri_ESA20_agri_C2,RP500_agri_ESA20_agri_C1,RP500_agri_ESA20_agri_C0,RP500_agri_ESA20_agri_C5_EAE,RP500_agri_ESA20_agri_C4_EAE,RP500_agri_ESA20_agri_C3_EAE,RP500_agri_ESA20_agri_C2_EAE,RP500_agri_ESA20_agri_C1_EAE,RP500_agri_ESA20_agri_C0_EAE,RP1000_agri_ESA20_agri_C5,RP1000_agri_ESA20_agri_C4,RP1000_agri_ESA20_agri_C3,RP1000_agri_ESA20_agri_C2,RP1000_agri_ESA20_agri_C1,RP1000_agri_ESA20_agri_C0,RP1000_agri_ESA20_agri_C5_EAE,RP1000_agri_ESA20_agri_C4_EAE,RP1000_agri_ESA20_agri_C3_EAE,RP1000_agri_ESA20_agri_C2_EAE,RP1000_agri_ESA20_agri_C1_EAE,RP1000_agri_ESA20_agri_C0_EAE,agri_ESA20_agri_C5_EAE,agri_ESA20_agri_C4_EAE,agri_ESA20_agri_C3_EAE,agri_ESA20_agri_C2_EAE,agri_ESA20_agri_C1_EAE,agri_ESA20_agri_C0_EAE,agri_ESA20_agri_C5_EAE%,agri_ESA20_agri_C4_EAE%,agri_ESA20_agri_C3_EAE%,agri_ESA20_agri_C2_EAE%,agri_ESA20_agri_C1_EAE%,agri_ESA20_agri_C0_EAE%
150501,1505,15,KHM,Chamraeun Phal,Pursat,Pursat,Cambodia,5111.072,1.049,21.074,42.651,53.76,61.181,61.181,0.21,4.215,8.53,10.752,12.236,12.236,10.156,56.789,87.539,107.047,122.898,122.898,1.016,5.679,8.754,10.705,12.29,12.29,38.471,92.688,139.518,170.136,262.714,262.714,1.924,4.634,6.976,8.507,13.136,13.136,54.319,137.856,341.195,620.204,994.614,994.614,1.63,4.136,10.236,18.606,29.838,29.838,58.019,180.436,495.856,878.691,1403.332,1403.332,0.387,1.203,3.306,5.858,9.356,9.356,61.509,212.006,614.575,1172.411,1607.082,1607.082,0.205,0.707,2.049,3.908,5.357,5.357,73.519,394.74,1211.031,1681.075,1902.306,1902.306,0.368,1.974,6.055,8.405,9.512,9.512,78.278,465.159,1395.531,1772.227,1973.922,1973.922,0.078,0.465,1.396,1.772,1.974,1.974,122.399,809.696,1762.637,2050.636,2361.149,2361.149,0.245,1.619,3.525,4.101,4.722,4.722,201.518,1375.196,2139.025,2605.762,3170.052,3170.052,0.202,1.375,2.139,2.606,3.17,3.17,6.263,26.007,52.965,75.22,101.59,101.59,0.123,0.509,1.036,1.472,1.988,1.988
250701,2507,25,KHM,Chan Mul,Memot,Tboung Khmum,Cambodia,542.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171101,1711,17,KHM,Chan Sa,Soutr Nikom,Siemreap,Cambodia,7674.611,0.0,0.0,0.0,4.48,193.692,193.692,0.0,0.0,0.0,0.896,38.738,38.738,0.0,0.0,0.0,10.4,420.782,420.782,0.0,0.0,0.0,1.04,42.078,42.078,0.0,0.0,0.0,39.02,613.082,613.082,0.0,0.0,0.0,1.951,30.654,30.654,0.0,0.0,2.0,115.672,857.301,857.301,0.0,0.0,0.06,3.47,25.719,25.719,0.0,0.0,4.0,153.081,989.931,989.931,0.0,0.0,0.027,1.021,6.6,6.6,0.0,0.0,7.48,189.971,1087.351,1087.351,0.0,0.0,0.025,0.633,3.625,3.625,0.0,0.0,16.48,253.361,1278.53,1278.53,0.0,0.0,0.082,1.267,6.393,6.393,0.0,0.0,21.48,275.131,1333.391,1333.391,0.0,0.0,0.021,0.275,1.333,1.333,0.0,0.0,26.48,353.06,1550.6,1550.6,0.0,0.0,0.053,0.706,3.101,3.101,0.0,0.0,34.48,451.37,1790.78,1790.78,0.0,0.0,0.034,0.451,1.791,1.791,0.0,0.0,0.303,11.71,160.032,160.032,0.0,0.0,0.004,0.153,2.085,2.085
50501,505,5,KHM,Chan Saen,Odongk,Kampong Speu,Cambodia,2571.23,0.0,7.99,17.99,39.91,61.87,61.87,0.0,1.598,3.598,7.982,12.374,12.374,0.0,15.99,32.89,61.76,88.44,88.44,0.0,1.599,3.289,6.176,8.844,8.844,0.0,18.99,43.76,77.44,113.871,113.871,0.0,0.949,2.188,3.872,5.694,5.694,1.0,19.99,66.62,100.13,130.981,130.981,0.03,0.6,1.999,3.004,3.929,3.929,2.0,21.99,75.44,106.951,135.981,135.981,0.013,0.147,0.503,0.713,0.907,0.907,5.0,22.99,80.43,112.921,142.521,142.521,0.017,0.077,0.268,0.376,0.475,0.475,6.99,29.8,90.13,124.731,156.421,156.421,0.035,0.149,0.451,0.624,0.782,0.782,7.99,30.8,93.13,128.681,159.772,159.772,0.008,0.031,0.093,0.129,0.16,0.16,8.99,32.8,101.13,136.951,170.993,170.993,0.018,0.066,0.202,0.274,0.342,0.342,9.99,39.76,107.951,147.441,178.934,178.934,0.01,0.04,0.108,0.147,0.179,0.179,0.131,5.255,12.699,23.297,33.685,33.685,0.005,0.204,0.494,0.906,1.31,1.31
10501,105,1,KHM,Changha,Ou Chrov,Banteay Meanchey,Cambodia,7931.244,0.0,0.0,7.0,169.77,1156.409,1156.409,0.0,0.0,1.4,33.954,231.282,231.282,0.0,0.0,21.0,423.039,2051.608,2051.608,0.0,0.0,2.1,42.304,205.161,205.161,0.0,0.99,62.24,904.73,3657.433,3657.433,0.0,0.049,3.112,45.236,182.872,182.872,0.99,106.032,586.162,1971.531,4949.504,4949.504,0.03,3.181,17.585,59.146,148.485,148.485,1.95,202.152,926.402,2486.163,5189.284,5189.284,0.013,1.348,6.176,16.574,34.595,34.595,1.95,236.052,1154.532,2813.113,5286.964,5286.964,0.007,0.787,3.848,9.377,17.623,17.623,6.41,359.851,1615.892,3619.303,5464.995,5464.995,0.032,1.799,8.079,18.097,27.325,27.325,8.21,408.712,1756.892,3822.764,5508.625,5508.625,0.008,0.409,1.757,3.823,5.509,5.509,60.831,649.253,2339.282,4306.194,5706.595,5706.595,0.122,1.299,4.679,8.612,11.413,11.413,130.662,918.774,2870.382,4696.443,5922.025,5922.025,0.131,0.919,2.87,4.696,5.922,5.922,0.342,9.79,51.607,241.82,870.187,870.187,0.004,0.123,0.651,3.049,10.972,10.972
100602,1006,10,KHM,Changkrang,Chetr Borei,Kratie,Cambodia,4406.279,3.701,13.711,49.521,89.241,136.203,136.203,0.74,2.742,9.904,17.848,27.241,27.241,7.511,29.102,86.441,143.683,194.062,194.062,0.751,2.91,8.644,14.368,19.406,19.406,11.321,43.652,139.059,196.741,268.728,268.728,0.566,2.183,6.953,9.837,13.436,13.436,20.042,94.14,201.731,268.261,330.839,330.839,0.601,2.824,6.052,8.048,9.925,9.925,30.351,135.45,250.149,321.058,390.047,390.047,0.202,0.903,1.668,2.14,2.6,2.6,50.552,172.399,283.85,363.009,430.805,430.805,0.169,0.575,0.946,1.21,1.436,1.436,86.032,211.208,337.767,407.659,490.443,490.443,0.43,1.056,1.689,2.038,2.452,2.452,101.053,236.768,354.046,433.828,513.454,513.454,0.101,0.237,0.354,0.434,0.513,0.513,143.439,292.184,416.019,506.867,575.757,575.757,0.287,0.584,0.832,1.014,1.152,1.152,188.56,353.354,488.658,566.995,630.203,630.203,0.189,0.353,0.489,0.567,0.63,0.63,4.036,14.368,37.531,57.505,78.792,78.792,0.092,0.326,0.852,1.305,1.788,1.788
170601,1706,17,KHM,Chanleas Dai,Kralanh,Siemreap,Cambodia,8359.482,0.0,0.0,0.75,26.18,493.515,493.515,0.0,0.0,0.15,5.236,98.703,98.703,0.0,0.75,14.41,175.786,1004.97,1004.97,0.0,0.075,1.441,17.579,100.497,100.497,0.0,19.009,310.063,762.608,1876.509,1876.509,0.0,0.95,15.503,38.13,93.825,93.825,0.0,140.555,695.718,1428.18,2758.821,2758.821,0.0,4.217,20.872,42.845,82.765,82.765,0.0,274.874,986.16,1936.841,3133.579,3133.579,0.0,1.832,6.574,12.912,20.891,20.891,0.0,399.223,1250.261,2248.25,3363.919,3363.919,0.0,1.331,4.168,7.494,11.213,11.213,5.219,681.22,1962.82,2798.318,3816.86,3816.86,0.026,3.406,9.814,13.992,19.084,19.084,8.669,782.278,2106.269,2915.858,3947.439,3947.439,0.009,0.782,2.106,2.916,3.947,3.947,33.696,1151.752,2453.998,3298.6,4234.14,4234.14,0.067,2.304,4.908,6.597,8.468,8.468,116.975,1503.191,2730.528,3660.929,4491.26,4491.26,0.117,1.503,2.731,3.661,4.491,4.491,0.219,16.4,68.267,151.362,443.885,443.885,0.003,0.196,0.817,1.811,5.31,5.31
200103,2001,20,KHM,Chantrea,Chantrea,Svay Rieng,Cambodia,6849.835,0.0,0.0,0.0,1.0,195.029,195.029,0.0,0.0,0.0,0.2,39.006,39.006,0.0,0.0,0.0,20.95,484.74,484.74,0.0,0.0,0.0,2.095,48.474,48.474,0.0,0.0,0.0,62.75,880.188,880.188,0.0,0.0,0.0,3.138,44.009,44.009,0.0,0.0,73.23,508.461,2614.256,2614.256,0.0,0.0,2.197,15.254,78.428,78.428,0.0,0.0,154.05,877.142,3085.393,3085.393,0.0,0.0,1.027,5.848,20.569,20.569,0.0,0.0,213.709,1205.708,3332.415,3332.415,0.0,0.0,0.712,4.019,11.108,11.108,0.0,1.0,484.1,1885.998,3707.197,3707.197,0.0,0.005,2.421,9.43,18.536,18.536,0.0,14.0,593.282,2079.017,3815.346,3815.346,0.0,0.014,0.593,2.079,3.815,3.815,0.0,87.48,1034.992,2698.947,4138.827,4138.827,0.0,0.175,2.07,5.398,8.278,8.278,0.0,152.35,1696.757,3200.807,4605.926,4605.926,0.0,0.152,1.697,3.201,4.606,4.606,0.0,0.346,10.717,50.661,276.829,276.829,0.0,0.005,0.156,0.74,4.041,4.041
200405,2004,20,KHM,Chantrei,Romeas Haek,Svay Rieng,Cambodia,2959.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,9.83,9.83,0.0,0.0,0.0,0.0,0.295,0.295,0.0,0.0,0.0,0.0,17.83,17.83,0.0,0.0,0.0,0.0,0.119,0.119,0.0,0.0,0.0,0.0,19.83,19.83,0.0,0.0,0.0,0.0,0.066,0.066,0.0,0.0,0.0,0.0,82.7,82.7,0.0,0.0,0.0,0.0,0.413,0.413,0.0,0.0,0.0,3.0,97.519,97.519,0.0,0.0,0.0,0.003,0.098,0.098,0.0,0.0,0.0,18.94,152.6,152.6,0.0,0.0,0.0,0.038,0.305,0.305,0.0,0.0,3.0,39.271,210.279,210.279,0.0,0.0,0.003,0.039,0.21,0.21,0.0,0.0,0.003,0.08,1.706,1.706,0.0,0.0,0.0,0.003,0.058,0.058
120905,1209,12,KHM,Chaom Chau Ti 1,Pur SenChey,Phnom Penh,Cambodia,255.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.026,0.026,0.0,0.0,0.89,20.837,33.578,33.578,0.0,0.0,0.044,1.042,1.679,1.679,0.0,0.0,14.488,33.828,38.108,38.108,0.0,0.0,0.435,1.015,1.143,1.143,0.0,0.0,23.017,34.968,39.318,39.318,0.0,0.0,0.153,0.233,0.262,0.262,0.0,0.0,26.307,35.678,41.958,41.958,0.0,0.0,0.088,0.119,0.14,0.14,0.0,0.05,35.549,44.379,78.359,78.359,0.0,0.0,0.178,0.222,0.392,0.392,0.0,7.589,41.558,78.199,92.249,92.249,0.0,0.008,0.042,0.078,0.092,0.092,0.0,38.609,88.099,104.799,118.06,118.06,0.0,0.077,0.176,0.21,0.236,0.236,0.0,70.839,107.73,122.04,148.428,148.428,0.0,0.071,0.108,0.122,0.148,0.148,0.0,0.156,1.223,3.04,4.119,4.119,0.0,0.061,0.479,1.19,1.613,1.613
40803,408,4,KHM,Chaong Maong,Tuek Phos,Kampong Chhnang,Cambodia,5548.751,0.0,0.999,63.92,159.441,383.935,383.935,0.0,0.2,12.784,31.888,76.787,76.787,0.0,9.089,110.231,277.592,503.485,503.485,0.0,0.909,11.023,27.759,50.348,50.348,0.0,25.249,168.418,390.441,715.933,715.933,0.0,1.262,8.421,19.522,35.797,35.797,0.0,66.24,288.94,537.982,932.824,932.824,0.0,1.987,8.668,16.139,27.985,27.985,0.0,76.801,343.151,608.183,999.214,999.214,0.0,0.512,2.288,4.055,6.661,6.661,0.0,88.641,382.782,658.583,1039.794,1039.794,0.0,0.295,1.276,2.195,3.466,3.466,0.0,133.209,477.801,772.934,1114.494,1114.494,0.0,0.666,2.389,3.865,5.572,5.572,3.0,144.94,507.852,825.024,1130.764,1130.764,0.003,0.145,0.508,0.825,1.131,1.131,11.98,207.63,622.785,967.075,1201.462,1201.462,0.024,0.415,1.246,1.934,2.403,2.403,20.98,303.98,772.334,1086.844,1274.942,1274.942,0.021,0.304,0.772,1.087,1.275,1.275,0.048,6.696,49.375,109.269,211.425,211.425,0.001,0.121,0.89,1.969,3.81,3.81
210604,2106,21,KHM,Char,Prey Kabbas,Takeo,Cambodia,3387.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,23.25,51.54,76.49,105.46,105.46,0.059,0.697,1.546,2.295,3.164,3.164,1.98,35.63,79.34,211.08,388.401,388.401,0.013,0.238,0.529,1.407,2.589,2.589,3.199,46.54,145.35,361.311,542.381,542.381,0.011,0.155,0.485,1.204,1.808,1.808,10.009,74.34,395.741,774.381,1064.879,1064.879,0.05,0.372,1.979,3.872,5.324,5.324,13.369,85.02,492.952,921.482,1164.732,1164.732,0.013,0.085,0.493,0.921,1.165,1.165,46.54,797.63,1432.224,1840.998,1994.272,1994.272,0.093,1.595,2.864,3.682,3.989,3.989,190.18,1497.953,2003.622,2152.112,2236.032,2236.032,0.19,1.498,2.004,2.152,2.236,2.236,0.43,4.64,9.899,15.534,20.275,20.275,0.013,0.137,0.292,0.459,0.598,0.598
170101,1701,17,KHM,Char Chhuk,Angkor Chum,Siemreap,Cambodia,5857.823,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,4.6,4.6,0.0,0.0,0.04,48.041,586.891,586.891,0.0,0.0,0.004,4.804,58.689,58.689,0.0,0.0,5.34,134.351,1083.301,1083.301,0.0,0.0,0.267,6.718,54.165,54.165,0.0,0.0,11.741,272.591,1528.63,1528.63,0.0,0.0,0.352,8.178,45.859,45.859,0.0,0.0,15.671,344.942,1704.501,1704.501,0.0,0.0,0.104,2.3,11.363,11.363,0.0,0.0,16.671,382.162,1783.661,1783.661,0.0,0.0,0.056,1.274,5.946,5.946,0.0,0.0,29.611,513.971,2094.251,2094.251,0.0,0.0,0.148,2.57,10.471,10.471,0.0,0.0,40.451,583.241,2245.478,2245.478,0.0,0.0,0.04,0.583,2.245,2.245,0.0,0.0,82.252,816.069,2779.976,2779.976,0.0,0.0,0.165,1.632,5.56,5.56,0.0,0.02,174.86,1132.27,3268.036,3268.036,0.0,0.0,0.175,1.132,3.268,3.268,0.0,0.0,1.311,29.19,202.167,202.167,0.0,0.0,0.022,0.498,3.451,3.451
30102,301,3,KHM,Chbar Ampov,Batheay,Kampong Cham,Cambodia,4485.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.16,2873.573,3499.818,3825.813,4140.865,4140.865,47.045,86.207,104.995,114.774,124.226,124.226,1953.159,3256.935,3896.793,4199.216,4282.416,4282.416,13.021,21.713,25.979,27.995,28.549,28.549,2104.637,3430.179,4124.593,4262.765,4314.968,4314.968,7.015,11.434,13.749,14.209,14.383,14.383,2693.26,4067.115,4314.748,4325.069,4325.069,4325.069,13.466,20.336,21.574,21.625,21.625,21.625,2809.999,4142.394,4321.978,4325.069,4325.069,4325.069,2.81,4.142,4.322,4.325,4.325,4.325,3111.415,4267.295,4325.069,4325.069,4325.069,4325.069,6.223,8.535,8.65,8.65,8.65,8.65,3385.881,4312.787,4325.069,4325.069,4325.069,4325.069,3.386,4.313,4.325,4.325,4.325,4.325,92.966,156.679,183.593,195.904,206.084,206.084,2.073,3.493,4.093,4.367,4.594,4.594
121202,1212,12,KHM,Chbar Ampov Ti Pir,Chbar Ampov,Phnom Penh,Cambodia,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.2,0.2,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.04,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.0,0.146,0.45,0.715,0.715,0.715
50201,502,5,KHM,Chbar Mon,Chbar Mon,Kampong Speu,Cambodia,2391.592,4.72,51.3,129.61,168.349,192.568,192.568,0.944,10.26,25.922,33.67,38.514,38.514,40.99,193.339,240.948,267.58,279.643,279.643,4.099,19.334,24.095,26.758,27.964,27.964,103.711,236.069,275.704,287.266,296.228,296.228,5.186,11.803,13.785,14.363,14.811,14.811,169.239,270.052,293.938,299.858,307.669,307.669,5.077,8.102,8.818,8.996,9.23,9.23,189.058,280.183,298.158,305.309,313.089,313.089,1.26,1.868,1.988,2.035,2.087,2.087,199.937,284.756,301.719,308.019,315.979,315.979,0.666,0.949,1.006,1.027,1.053,1.053,221.358,294.598,306.629,317.149,322.18,322.18,1.107,1.473,1.533,1.586,1.611,1.611,229.978,295.978,309.709,318.149,325.45,325.45,0.23,0.296,0.31,0.318,0.325,0.325,256.299,302.839,317.149,327.329,335.971,335.971,0.513,0.606,0.634,0.655,0.672,0.672,277.233,310.569,328.019,337.841,345.73,345.73,0.277,0.311,0.328,0.338,0.346,0.346,19.359,55.001,78.419,89.745,96.614,96.614,0.809,2.3,3.279,3.753,4.04,4.04
141302,1413,14,KHM,Chea Khlang,Svay Antor,Prey Veng,Cambodia,2735.561,0.0,0.0,0.0,0.0,90.9,90.9,0.0,0.0,0.0,0.0,18.18,18.18,0.0,0.0,0.0,13.81,424.96,424.96,0.0,0.0,0.0,1.381,42.496,42.496,0.0,0.0,0.0,43.19,791.36,791.36,0.0,0.0,0.0,2.159,39.568,39.568,0.0,0.0,0.0,171.8,1280.057,1280.057,0.0,0.0,0.0,5.154,38.402,38.402,0.0,0.0,0.0,236.12,1422.139,1422.139,0.0,0.0,0.0,1.574,9.481,9.481,0.0,0.0,0.0,291.011,1530.029,1530.029,0.0,0.0,0.0,0.97,5.1,5.1,0.0,0.0,0.0,412.65,1692.5,1692.5,0.0,0.0,0.0,2.063,8.462,8.462,0.0,0.0,2.0,450.471,1730.711,1730.711,0.0,0.0,0.002,0.45,1.731,1.731,0.0,0.0,14.75,825.661,1865.252,1865.252,0.0,0.0,0.029,1.651,3.731,3.731,0.0,0.0,148.45,1427.129,2004.862,2004.862,0.0,0.0,0.148,1.427,2.005,2.005,0.0,0.0,0.18,16.831,169.155,169.155,0.0,0.0,0.007,0.615,6.184,6.184
140201,1402,14,KHM,Cheach,Kamchay Mear,Prey Veng,Cambodia,5495.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,112.14,112.14,0.0,0.0,0.0,0.214,11.214,11.214,0.0,0.0,0.0,130.78,645.74,645.74,0.0,0.0,0.0,6.539,32.287,32.287,0.0,0.0,38.999,545.29,1023.462,1023.462,0.0,0.0,1.17,16.359,30.704,30.704,0.0,0.0,68.171,702.73,1131.404,1131.404,0.0,0.0,0.454,4.685,7.543,7.543,0.0,0.0,101.981,800.091,1204.603,1204.603,0.0,0.0,0.34,2.667,4.015,4.015,0.0,0.0,232.961,960.693,1280.373,1280.373,0.0,0.0,1.165,4.803,6.402,6.402,0.0,0.0,286.051,1007.522,1293.471,1293.471,0.0,0.0,0.286,1.008,1.293,1.293,0.0,0.0,449.07,1120.834,1341.701,1341.701,0.0,0.0,0.898,2.242,2.683,2.683,0.0,0.0,813.421,1375.281,1564.169,1564.169,0.0,0.0,0.813,1.375,1.564,1.564,0.0,0.0,5.127,39.891,97.706,97.706,0.0,0.0,0.093,0.726,1.778,1.778
30103,301,3,KHM,Chealea,Batheay,Kampong Cham,Cambodia,4128.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.727,1655.453,2268.761,2621.794,2836.621,2836.621,32.722,49.664,68.063,78.654,85.099,85.099,1216.427,2062.664,2675.294,2927.04,3147.559,3147.559,8.11,13.751,17.835,19.514,20.984,20.984,1271.639,2281.259,2814.227,3109.53,3332.983,3332.983,4.239,7.604,9.381,10.365,11.11,11.11,1673.713,2833.345,3309.155,3628.727,3843.079,3843.079,8.369,14.167,16.546,18.144,19.215,19.215,1735.773,2923.407,3361.473,3698.468,3871.331,3871.331,1.736,2.923,3.361,3.698,3.871,3.871,2046.614,3198.28,3653.597,3866.88,3915.94,3915.94,4.093,6.397,7.307,7.734,7.832,7.832,2380.859,3515.947,3867.431,3927.11,3943.229,3943.229,2.381,3.516,3.867,3.927,3.943,3.943,61.649,98.022,126.361,142.035,152.054,152.054,1.493,2.374,3.061,3.441,3.683,3.683
