ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_builtup_WSF19,builtup_WSF19_C2,builtup_WSF19_C1,builtup_WSF19_C0,builtup_WSF19_C2%,builtup_WSF19_C1%,builtup_WSF19_C0%
80905,809,8,KHM,Kaoh Chen,Ponhea Lueu,Kandal,Cambodia,52.584,0,0,0,0,0,0
20507,205,2,KHM,Kaoh Chiveang,Aek Phnum,Battambang,Cambodia,0.628,0,0,0,0,0,0
80304,803,8,KHM,Kaoh Chouram,Khsach Kandal,Kandal,Cambodia,50.517,0,0,0,0,0,0
100606,1006,10,KHM,Kaoh Chraeng,Chetr Borei,Kratie,Cambodia,8.466,0,0,0,0,0,0
150210,1502,15,KHM,Kaoh Chum,Kandieng,Pursat,Cambodia,23.127,0,0,0,0,0,0
121004,1210,12,KHM,Kaoh Dach,Chraoy Chongvar,Phnom Penh,Cambodia,85.433,0,0,0,0,0,0
80604,806,8,KHM,Kaoh Kaev,Lvea Aem,Kandal,Cambodia,19.141,0,0,0,0,0,0
90302,903,9,KHM,Kaoh Kapi,Kaoh Kong,Koh Kong,Cambodia,5.703,0,2.824,2.824,0,0.495177976503595,0.495177976503595
81003,810,8,KHM,Kaoh Khael,S'ang,Kandal,Cambodia,68.405,0,0,0,0,0,0
100404,1004,10,KHM,Kaoh Khnhaer,Sambour,Kratie,Cambodia,13.894,0,0,0,0,0,0
81004,810,8,KHM,Kaoh Khsach Tonlea,S'ang,Kandal,Cambodia,34.955,0,0,0,0,0,0
30605,306,3,KHM,Kaoh Mitt,Kampong Siem,Kampong Cham,Cambodia,38.142,0,0,0,0,0,0
80305,803,8,KHM,Kaoh Oknha Tei,Khsach Kandal,Kandal,Cambodia,37.092,0,0,0,0,0,0
160905,1609,16,KHM,Kaoh Pang,Veun Sai,Ratanak Kiri,Cambodia,0.163,0,0,0,0,0,0
160906,1609,16,KHM,Kaoh Peak,Veun Sai,Ratanak Kiri,Cambodia,2.893,0,0,0,0,0,0
250404,2504,25,KHM,Kaoh Pir,Krouch Chhmar,Tboung Khmum,Cambodia,14.026,0,0,0,0,0,0
10603,106,1,KHM,Kaoh Pong Satv,Serei Saophoan,Banteay Meanchey,Cambodia,54.732,0,0,0,0,0,0
190201,1902,19,KHM,Kaoh Preah,Siem Bouk,Stung Treng,Cambodia,2.196,0,0,0,0,0,0
80605,806,8,KHM,Kaoh Reah,Lvea Aem,Kandal,Cambodia,24.432,0,0,0,0,0,0
30606,306,3,KHM,Kaoh Roka,Kampong Siem,Kampong Cham,Cambodia,51.557,0,0,0,0,0,0
140604,1406,14,KHM,Kaoh Roka,Peam Chor,Prey Veng,Cambodia,16.191,0,0,0,0,0,0
190202,1902,19,KHM,Kaoh Sampeay,Siem Bouk,Stung Treng,Cambodia,13.805,0,0,0,0,0,0
140605,1406,14,KHM,Kaoh Sampov,Peam Chor,Prey Veng,Cambodia,37.872,0,0,0,0,0,0
30607,306,3,KHM,Kaoh Samraong,Kampong Siem,Kampong Cham,Cambodia,33.85,0,0,0,0,0,0
90201,902,9,KHM,Kaoh Sdach,Kiri Sakor,Koh Kong,Cambodia,43.922,24.732,30.551,30.551,0.563089112517645,0.695573972041346,0.695573972041346
190602,1906,19,KHM,Kaoh Snaeng,Borei O'Svay Sen C,Stung Treng,Cambodia,10.389,0,0,0,0,0,0
30802,308,3,KHM,Kaoh Sotin,Kaoh Soutin,Kampong Cham,Cambodia,39.092,0,0,0,0,0,0
190203,1902,19,KHM,Kaoh Sralay,Siem Bouk,Stung Treng,Cambodia,7.646,0,0,0,0,0,0
40202,402,4,KHM,Kaoh Thkov,Chol Kiri,Kampong Chhnang,Cambodia,55.153,0,0,0,0,0,0
80404,804,8,KHM,Kaoh Thum Ka,Kaoh Thum,Kandal,Cambodia,31.003,0,0,0,0,0,0
80405,804,8,KHM,Kaoh Thum Kha,Kaoh Thum,Kandal,Cambodia,90.025,0,0,0,0,0,0
30608,306,3,KHM,Kaoh Tontuem,Kampong Siem,Kampong Cham,Cambodia,10.9,0,0,0,0,0,0
70707,707,7,KHM,Kaoh Touch,Tuek Chhou,Kampot,Cambodia,75.723,0.635,16.478,16.478,0.00838582729157588,0.217608916709586,0.217608916709586
100207,1002,10,KHM,Kaoh Trong,Kracheh,Kratie,Cambodia,6.995,0,0,0,0,0,0
250605,2506,25,KHM,Kaong Kang,Ponhea Kraek,Tboung Khmum,Cambodia,139.124,0,0,0,0,0,0
21302,213,2,KHM,Kaos Krala,Koas Krala,Battambang,Cambodia,36.309,0,0,0,0,0,0
50102,501,5,KHM,Kat Phluk,Basedth,Kampong Speu,Cambodia,36.385,0,0,0,0,0,0
100403,1004,10,KHM,Kbal Damrei,Sambour,Kratie,Cambodia,54.522,0,0,0,0,0,0
121207,1212,12,KHM,Kbal Kaoh,Chbar Ampov,Phnom Penh,Cambodia,250.415,0,0,0,0,0,0
190102,1901,19,KHM,Kbal Romeas,Sesan,Stung Treng,Cambodia,43.916,0,0,0,0,0,0
150307,1503,15,KHM,Kbal Trach,Krakor,Pursat,Cambodia,64.48,0,0.027,0.027,0,0.000418734491315137,0.000418734491315137
40804,408,4,KHM,Kbal Tuek,Tuek Phos,Kampong Chhnang,Cambodia,13.184,0.359,2.547,2.547,0.0272299757281553,0.193188713592233,0.193188713592233
210607,2106,21,KHM,Kdanh,Prey Kabbas,Takeo,Cambodia,68.131,0,0,0,0,0,0
60210,602,6,KHM,Kdei Doung,Kampong Svay,Kampong Thom,Cambodia,41.095,0,0,0,0,0,0
170703,1707,17,KHM,Kdei Run,Puok,Siemreap,Cambodia,37.236,0,0,0,0,0,0
140403,1404,14,KHM,Kdoeang Reay,Kanhchriech,Prey Veng,Cambodia,118.314,0,0,0,0,0,0
20306,203,2,KHM,Kdol Doun Teav,Battambang,Battambang,Cambodia,70.131,0,0,0,0,0,0
20406,204,2,KHM,Kdol Ta Haen,Bavel,Battambang,Cambodia,128.843,0,0.39,0.39,0,0.0030269397638987,0.0030269397638987
20602,206,2,KHM,Kear,Moung Ruessei,Battambang,Cambodia,210.438,0,0,0,0,0,0
160302,1603,16,KHM,Keh Chong,Bar Kaev,Ratanak Kiri,Cambodia,21.708,0,0.675,0.675,0,0.0310945273631841,0.0310945273631841
171106,1711,17,KHM,Khchas,Soutr Nikom,Siemreap,Cambodia,81.129,0,0,0,0,0,0
30703,307,3,KHM,Khchau,Kang Meas,Kampong Cham,Cambodia,69.617,0,0,0,0,0,0
70503,705,7,KHM,Khcheay Khang Cheung,Dang Tong,Kampot,Cambodia,9.72,0,0,0,0,0,0
70504,705,7,KHM,Khcheay Khang Tboung,Dang Tong,Kampot,Cambodia,5.45,0,0,0,0,0,0
20407,204,2,KHM,Khlaeng Meas,Bavel,Battambang,Cambodia,105.427,0,2.482,2.482,0,0.0235423563223842,0.0235423563223842
40805,408,4,KHM,Khlong Popok,Tuek Phos,Kampong Chhnang,Cambodia,50.693,0,0.882,0.882,0,0.0173988519124928,0.0173988519124928
120803,1208,12,KHM,Khmuonh,Saensokh,Phnom Penh,Cambodia,335.496,0,0,0,0,0,0
20402,204,2,KHM,Khnach Romeas,Bavel,Battambang,Cambodia,95.673,0,0,0,0,0,0
171303,1713,17,KHM,Khnang Phnum,Svay Leu,Siemreap,Cambodia,12.283,0.198,0.848,0.848,0.0161198404298624,0.0690385085076936,0.0690385085076936
40702,407,4,KHM,Khnar Chhmar,Sameakki Mean Chey,Kampong Chhnang,Cambodia,21.371,0,0,0,0,0,0
171107,1711,17,KHM,Khnar Pou,Soutr Nikom,Siemreap,Cambodia,47.309,0,0,0,0,0,0
31403,314,3,KHM,Khnar Sa,Srei Santhor,Kampong Cham,Cambodia,40.697,0,0,0,0,0,0
170301,1703,17,KHM,Khnar Sanday,Banteay Srei,Siemreap,Cambodia,79.921,0.174,5.749,5.749,0.00217714993556137,0.0719335343651856,0.0719335343651856
150103,1501,15,KHM,Khnar Totueng,Bakan,Pursat,Cambodia,47.914,0,0,0,0,0,0
170705,1707,17,KHM,Khnat,Puok,Siemreap,Cambodia,82.754,0,0,0,0,0,0
30301,303,3,KHM,Khnor Dambang,Cheung Prey,Kampong Cham,Cambodia,142.017,0,0,0,0,0,0
40104,401,4,KHM,Khon Rang,Baribour,Kampong Chhnang,Cambodia,52.336,0,0,0,0,0,0
81001,810,8,KHM,Khpob,S'ang,Kandal,Cambodia,87.87,0,0,0,0,0,0
80503,805,8,KHM,Khpob Ateav,Leuk Daek,Kandal,Cambodia,53.844,0,0,0,0,0,0
31504,315,3,KHM,Khpob Ta Nguon,Stueng Trang,Kampong Cham,Cambodia,55.423,0,0,0,0,0,0
100106,1001,10,KHM,Khsach Andeth,Chhloung,Kratie,Cambodia,35.293,0,0,0,0,0,0
200203,2002,20,KHM,Khsaetr,Kampong Rou,Svay Rieng,Cambodia,61.836,0,0,0,0,0,0
40304,403,4,KHM,Khsam,Kampong Chhnang,Kampong Chhnang,Cambodia,83.745,0,8.646,8.646,0,0.103241984596095,0.103241984596095
50504,505,5,KHM,Khsem Khsant,Odongk,Kampong Speu,Cambodia,149.787,0,0,0,0,0,0
50703,507,5,KHM,Khtum Krang,Samraong Tong,Kampong Speu,Cambodia,86.215,0,0,0,0,0,0
170302,1703,17,KHM,Khun Ream,Banteay Srei,Siemreap,Cambodia,52.281,0.489,2.766,2.766,0.00935330234693292,0.0529064095943077,0.0529064095943077
170404,1704,17,KHM,Khvav,Chi Kraeng,Siemreap,Cambodia,41.087,0,0,0,0,0,0
210705,2107,21,KHM,Khvav,Samraong,Takeo,Cambodia,166.936,0,0,0,0,0,0
211004,2110,21,KHM,Khvav,Treang,Takeo,Cambodia,82.233,0,0,0,0,0,0
31304,313,3,KHM,Khvet Thum,Prey Chhor,Kampong Cham,Cambodia,74.492,0,0,0,0,0,0
130103,1301,13,KHM,Khyang,Chey Saen,Preah Vihear,Cambodia,10.275,0,0,0,0,0,0
30603,306,3,KHM,Kien Chrey,Kampong Siem,Kampong Cham,Cambodia,32.017,0,0,0,0,0,0
171105,1711,17,KHM,Kien Sangkae,Soutr Nikom,Siemreap,Cambodia,89.861,0,0,0,0,0,0
120704,1207,12,KHM,Kilomaetr Lekh Prammuoy,Russey Keo,Phnom Penh,Cambodia,260.842,0,0,0,0,0,0
210405,2104,21,KHM,Kiri Chong Kaoh,Kiri Vong,Takeo,Cambodia,46.67,0,10.374,10.374,0,0.222284122562674,0.222284122562674
50604,506,5,KHM,Kiri Voan,Phnum Sruoch,Kampong Speu,Cambodia,86.419,0,11.625,11.625,0,0.134519029380113,0.134519029380113
60603,606,6,KHM,Klaeng,Sandan,Kampong Thom,Cambodia,13.051,0,0,0,0,0,0
171202,1712,17,KHM,Klang Hay,Srei Snam,Siemreap,Cambodia,23.81,0,0,0,0,0,0
100304,1003,10,KHM,Koh Ta Suy,Prek Prasab,Kratie,Cambodia,9.308,0,0,0,0,0,0
171003,1710,17,KHM,Kok Chak,Siem Reap,Siemreap,Cambodia,400.479,0,0,0,0,0,0
160907,1609,16,KHM,Kok Lak,Veun Sai,Ratanak Kiri,Cambodia,0.746,0,0,0,0,0,0
200702,2007,20,KHM,Koki Saom,Svay Teab,Svay Rieng,Cambodia,73.875,0,0,0,0,0,0
80206,802,8,KHM,Kokir,Kien Svay,Kandal,Cambodia,147.66,0,0,0,0,0,0
200409,2004,20,KHM,Kokir,Romeas Haek,Svay Rieng,Cambodia,13.354,0,0,0,0,0,0
250716,2507,25,KHM,Kokir,Memot,Tboung Khmum,Cambodia,21.671,0,0,0,0,0,0
60110,601,6,KHM,Kokir Thum,Baray,Kampong Thom,Cambodia,52.599,0,0,0,0,0,0
80207,802,8,KHM,Kokir Thum,Kien Svay,Kandal,Cambodia,82.214,0,0,0,0,0,0
30604,306,3,KHM,Kokor,Kampong Siem,Kampong Cham,Cambodia,28.53,0,0,0,0,0,0
210205,2102,21,KHM,Komar Reachea,Bati,Takeo,Cambodia,121.691,0,0,0,0,0,0
250304,2503,25,KHM,Kong Chey,Ou Reang Ov,Tboung Khmum,Cambodia,144.779,0,0,0,0,0,0
120516,1205,12,KHM,Kong Noy,Dangkao,Phnom Penh,Cambodia,20.787,0,0,0,0,0,0
31305,313,3,KHM,Kor,Prey Chhor,Kampong Cham,Cambodia,74.245,0,0,0,0,0,0
250212,2502,25,KHM,Kor,Tboung Khmum,Tboung Khmum,Cambodia,65.327,0,0,0,0,0,0
140306,1403,14,KHM,Kou Khchak,Kampong Trabaek,Prey Veng,Cambodia,71.193,0,0,0,0,0,0
100605,1006,10,KHM,Kou Loab,Chetr Borei,Kratie,Cambodia,28.814,0,0,0,0,0,0
10502,105,1,KHM,Koub,Ou Chrov,Banteay Meanchey,Cambodia,151.401,0,0,0,0,0,0
10204,102,1,KHM,Kouk Ballangk,Mongkol Borei,Banteay Meanchey,Cambodia,64.291,0,0,0,0,0,0
40605,406,4,KHM,Kouk Banteay,Rolea B'ier,Kampong Chhnang,Cambodia,48.669,0,0,0,0,0,0
170103,1701,17,KHM,Kouk Doung,Angkor Chum,Siemreap,Cambodia,109.685,0,8.806,8.806,0,0.0802844509276565,0.0802844509276565
10705,107,1,KHM,Kouk Kakthen,Thma Puok,Banteay Meanchey,Cambodia,87.691,0,0,0,0,0,0
20208,202,2,KHM,Kouk Khmum,Thma Koul,Battambang,Cambodia,122.588,0,0,0,0,0,0
220203,2202,22,KHM,Kouk Khpos,Banteay Ampil,Oddar Meanchey,Cambodia,34.826,0,0.608,0.608,0,0.0174582208694653,0.0174582208694653
140404,1404,14,KHM,Kouk Kong Kaeut,Kanhchriech,Prey Veng,Cambodia,52.029,0,0,0,0,0,0
140405,1404,14,KHM,Kouk Kong Lech,Kanhchriech,Prey Veng,Cambodia,48.874,0,0,0,0,0,0
220204,2202,22,KHM,Kouk Mon,Banteay Ampil,Oddar Meanchey,Cambodia,138.076,0,0.476,0.476,0,0.00344737680697587,0.00344737680697587
210305,2103,21,KHM,Kouk Pou,Borei Cholsar,Takeo,Cambodia,56.118,0,0,0,0,0,0
210406,2104,21,KHM,Kouk Prech,Kiri Vong,Takeo,Cambodia,69.695,0,0,0,0,0,0
200509,2005,20,KHM,Kouk Pring,Svay Chrum,Svay Rieng,Cambodia,57.406,0,0,0,0,0,0
121104,1211,12,KHM,Kouk Roka,Praek Pnov,Phnom Penh,Cambodia,270.468,0,0,0,0,0,0
10702,107,1,KHM,Kouk Romiet,Thma Puok,Banteay Meanchey,Cambodia,211.8,0,0,0,0,0,0
30302,303,3,KHM,Kouk Rovieng,Cheung Prey,Kampong Cham,Cambodia,54.131,0,0,0,0,0,0
250503,2505,25,KHM,Kouk Srok,Dambae,Tboung Khmum,Cambodia,45.105,0,0,0,0,0,0
210103,2101,21,KHM,Kouk Thlok,Angkor Borei,Takeo,Cambodia,2.919,0,0,0,0,0,0
170405,1704,17,KHM,Kouk Thlok Kraom,Chi Kraeng,Siemreap,Cambodia,95.813,0,0,0,0,0,0
170406,1704,17,KHM,Kouk Thlok Leu,Chi Kraeng,Siemreap,Cambodia,49.727,0,0.189,0.189,0,0.0038007521065015,0.0038007521065015
80109,801,8,KHM,Kouk Trab,Kandal Stueng,Kandal,Cambodia,48.793,0,0,0,0,0,0
60502,605,6,KHM,Koul,Prasat Sambour,Kampong Thom,Cambodia,21.405,0,0,0,0,0,0
170104,1701,17,KHM,Koul,Angkor Chum,Siemreap,Cambodia,24.78,0,0,0,0,0,0
220403,2204,22,KHM,Koun Kriel,Samraong,Oddar Meanchey,Cambodia,138.039,0.032,4.323,4.323,0.000231818544034657,0.0313172364331819,0.0313172364331819
70708,707,7,KHM,Koun Satv,Tuek Chhou,Kampot,Cambodia,33.814,0,0,0,0,0,0
10205,102,1,KHM,Koy Maeng,Mongkol Borei,Banteay Meanchey,Cambodia,51.368,0,0,0,0,0,0
200603,2006,20,KHM,Koy Trabaek,Svay Rieng,Svay Rieng,Cambodia,29.895,0,0,0,0,0,0
140204,1402,14,KHM,Krabau,Kamchay Mear,Prey Veng,Cambodia,76.256,0,0,0,0,0,0
171012,1710,17,KHM,Krabei Riel,Siem Reap,Siemreap,Cambodia,115.08,0,0,0,0,0,0
100209,1002,10,KHM,Kracheh,Kracheh,Kratie,Cambodia,102.143,0,0,0,0,0,0
250606,2506,25,KHM,Kraek,Ponhea Kraek,Tboung Khmum,Cambodia,253.66,0,0,0,0,0,0
100208,1002,10,KHM,Krakor,Kracheh,Kratie,Cambodia,36.967,0,0,0,0,0,0
30609,306,3,KHM,Krala,Kampong Siem,Kampong Cham,Cambodia,114.595,0,0,0,0,0,0
170603,1706,17,KHM,Kralanh,Kralanh,Siemreap,Cambodia,98.842,0,0,0,0,0,0
50704,507,5,KHM,Krang Ampil,Samraong Tong,Kampong Speu,Cambodia,78.931,0,12.148,12.148,0,0.153906576630221,0.153906576630221
70802,708,7,KHM,Krang Ampil,Kampot,Kampot,Cambodia,90.872,0,0,0,0,0,0
50505,505,5,KHM,Krang Chek,Odongk,Kampong Speu,Cambodia,126.635,0,0,0,0,0,0
50605,506,5,KHM,Krang Dei Vay,Phnum Sruoch,Kampong Speu,Cambodia,34.403,0,0,0,0,0,0
40606,406,4,KHM,Krang Leav,Rolea B'ier,Kampong Chhnang,Cambodia,26.897,0,0.046,0.046,0,0.00171022790645797,0.00171022790645797
210206,2102,21,KHM,Krang Leav,Bati,Takeo,Cambodia,122.844,0,0,0,0,0,0
40703,407,4,KHM,Krang Lvea,Sameakki Mean Chey,Kampong Chhnang,Cambodia,30.566,0,0,0,0,0,0
80807,808,8,KHM,Krang Mkak,Angk Snuol,Kandal,Cambodia,72.736,0,0,0,0,0,0
120512,1205,12,KHM,Krang Pongro,Dangkao,Phnom Penh,Cambodia,112.421,0,0,0,0,0,0
70306,703,7,KHM,Krang Sbov,Chhuk,Kampot,Cambodia,15.347,0,0,0,0,0,0
40806,408,4,KHM,Krang Skear,Tuek Phos,Kampong Chhnang,Cambodia,21.741,0.279,0.585,0.585,0.0128328963709121,0.0269076859390092,0.0269076859390092
70307,703,7,KHM,Krang Snay,Chhuk,Kampot,Cambodia,34.091,0,0,0,0,0,0
140906,1409,14,KHM,Krang Svay,Preah Sdach,Prey Veng,Cambodia,24.557,0,0,0,0,0,0
140606,1406,14,KHM,Krang Ta Yang,Peam Chor,Prey Veng,Cambodia,29.09,0,0,0,0,0,0
110401,1104,11,KHM,Krang Teh,Pech Chreada,Mondul Kiri,Cambodia,3.033,0,0,0,0,0,0
120806,1208,12,KHM,Krang Thnong,Saensokh,Phnom Penh,Cambodia,181.36,0,0,0,0,0,0
210207,2102,21,KHM,Krang Thnong,Bati,Takeo,Cambodia,115.852,0,0,0,0,0,0
81005,810,8,KHM,Krang Yov,S'ang,Kandal,Cambodia,139.099,0,0,0,0,0,0
140203,1402,14,KHM,Kranhung,Kamchay Mear,Prey Veng,Cambodia,107.758,0,0,0,0,0,0
200510,2005,20,KHM,Kraol Kou,Svay Chrum,Svay Rieng,Cambodia,78.475,0,0,0,0,0,0
150602,1506,15,KHM,Krapeu Pir,Veal Veaeng,Pursat,Cambodia,38.076,0.304,4.552,4.552,0.00798403193612774,0.119550372938334,0.119550372938334
210501,2105,21,KHM,Krapum Chhuk,Kaoh Andaet,Takeo,Cambodia,64.731,0,0,0,0,0,0
200410,2004,20,KHM,Krasang,Romeas Haek,Svay Rieng,Cambodia,33.858,0,0,0,0,0,0
220303,2203,22,KHM,Krasang,Chong Kal,Oddar Meanchey,Cambodia,48.396,0,0,0,0,0,0
60111,601,6,KHM,Krava,Baray,Kampong Thom,Cambodia,78.779,0,0,0,0,0,0
60402,604,6,KHM,Kraya,Prasat Ballangk,Kampong Thom,Cambodia,39.765,0,0,0,0,0,0
60705,607,6,KHM,Kraya,Santuk,Kampong Thom,Cambodia,117.999,0,0,0,0,0,0
31306,313,3,KHM,Krouch,Prey Chhor,Kampong Cham,Cambodia,27.959,0,0,0,0,0,0
250405,2504,25,KHM,Krouch Chhmar,Krouch Chhmar,Tboung Khmum,Cambodia,58.681,0,0,0,0,0,0
170604,1706,17,KHM,Krouch Kor,Kralanh,Siemreap,Cambodia,36.384,0,0,0,0,0,0
200511,2005,20,KHM,Kruos,Svay Chrum,Svay Rieng,Cambodia,64.796,0,0,0,0,0,0
130402,1304,13,KHM,Kuleaen Cheung,Kuleaen,Preah Vihear,Cambodia,16.053,0,0,0,0,0,0
130401,1304,13,KHM,Kuleaen Tboung,Kuleaen,Preah Vihear,Cambodia,46.622,0,0,0,0,0,0
10706,107,1,KHM,Kumru,Thma Puok,Banteay Meanchey,Cambodia,110.054,0,0,0,0,0,0
210903,2109,21,KHM,Kus,Tram Kak,Takeo,Cambodia,62.384,0,0,0,0,0,0
10503,105,1,KHM,Kuttasat,Ou Chrov,Banteay Meanchey,Cambodia,65.484,0,0,0,0,0,0
160607,1606,16,KHM,L'ak,Ou Chum,Ratanak Kiri,Cambodia,14.409,0,0,0,0,0,0
70510,705,7,KHM,L'ang,Dang Tong,Kampot,Cambodia,80.82,0,16.149,16.149,0,0.19981440237565,0.19981440237565
160303,1603,16,KHM,La Minh,Bar Kaev,Ratanak Kiri,Cambodia,48.393,0,0.337,0.337,0,0.00696381708098279,0.00696381708098279
160202,1602,16,KHM,Labansiek,Ban Lung,Ratanak Kiri,Cambodia,148.373,0,6.334,6.334,0,0.0426897076961442,0.0426897076961442
70308,703,7,KHM,Lbaeuk,Chhuk,Kampot,Cambodia,23.885,0,0.108,0.108,0,0.00452166631777266,0.00452166631777266
160503,1605,16,KHM,Lbang Muoy,Lumphat,Ratanak Kiri,Cambodia,2.289,0,0,0,0,0,0
160504,1605,16,KHM,Lbang Pir,Lumphat,Ratanak Kiri,Cambodia,7.505,0,0,0,0,0,0
150402,1504,15,KHM,Leach,Phnum Kravanh,Pursat,Cambodia,86.733,0,0,0,0,0,0
170202,1702,17,KHM,Leang Dai,Angkor Thum,Siemreap,Cambodia,85.492,0,0,0,0,0,0
210904,2109,21,KHM,Leay Bour,Tram Kak,Takeo,Cambodia,166.558,0,0,0,0,0,0
180101,1801,18,KHM,Lek Muoy,Preah Sihanouk,Preah Sihanouk,Cambodia,413.18,0,106.587,106.587,0,0.257967471804056,0.257967471804056
80407,804,8,KHM,Leuk Daek,Kaoh Thum,Kandal,Cambodia,65.968,0,0,0,0,0,0
250213,2502,25,KHM,Lngieng,Tboung Khmum,Tboung Khmum,Cambodia,38.114,0,0,0,0,0,0
150503,1505,15,KHM,Lolok Sa,Pursat,Pursat,Cambodia,81.439,0,0,0,0,0,0
40505,405,4,KHM,Longveaek,Kampong Tralach,Kampong Chhnang,Cambodia,138.911,0,0,0,0,0,0
160702,1607,16,KHM,Lum Choar,Ou Ya Dav,Ratanak Kiri,Cambodia,31.969,0,0,0,0,0,0
210706,2107,21,KHM,Lumchang,Samraong,Takeo,Cambodia,63.407,0,0,0,0,0,0
80808,808,8,KHM,Lumhach,Angk Snuol,Kandal,Cambodia,137.445,0,0,0,0,0,0
210208,2102,21,KHM,Lumpong,Bati,Takeo,Cambodia,87.455,0,0,0,0,0,0
220106,2201,22,KHM,Lumtong,Anlong Veaeng,Oddar Meanchey,Cambodia,38.803,0,0,0,0,0,0
160304,1603,16,KHM,Lung Khung,Bar Kaev,Ratanak Kiri,Cambodia,11.759,0,0,0,0,0,0
30803,308,3,KHM,Lve,Kaoh Soutin,Kampong Cham,Cambodia,40.008,0,0,0,0,0,0
141203,1412,14,KHM,Lve,Sithor Kandal,Prey Veng,Cambodia,25.374,0,0,0,0,0,0
20403,204,2,KHM,Lvea,Bavel,Battambang,Cambodia,126.074,0,0,0,0,0,0
31307,313,3,KHM,Lvea,Prey Chhor,Kampong Cham,Cambodia,95.368,0,0,0,0,0,0
140907,1409,14,KHM,Lvea,Preah Sdach,Prey Veng,Cambodia,35.237,0,0,0,0,0,0
170707,1707,17,KHM,Lvea,Puok,Siemreap,Cambodia,72.99,0,0,0,0,0,0
171402,1714,17,KHM,Lvea Krang,Varin,Siemreap,Cambodia,17.511,0,0.012,0.012,0,0.000685283536063046,0.000685283536063046
30204,302,3,KHM,Lvea Leu,Chamkar Leu,Kampong Cham,Cambodia,61.624,0,0,0,0,0,0
80606,806,8,KHM,Lvea Sar,Lvea Aem,Kandal,Cambodia,12.306,0,0,0,0,0,0
170407,1704,17,KHM,Lveaeng Ruessei,Chi Kraeng,Siemreap,Cambodia,86.237,0,0,0,0,0,0
70709,707,7,KHM,Makprang,Tuek Chhou,Kampot,Cambodia,37.443,0,4.096,4.096,0,0.109392943941458,0.109392943941458
10902,109,1,KHM,Malai,Malai,Banteay Meanchey,Cambodia,115.16,0,0.026,0.026,0,0.0002257728377909,0.0002257728377909
160101,1601,16,KHM,Malik,Andoung Meas,Ratanak Kiri,Cambodia,25.213,0,0.163,0.163,0,0.00646491889104827,0.00646491889104827
141305,1413,14,KHM,Me Bon,Svay Antor,Prey Veng,Cambodia,51.85,0,0,0,0,0,0
30105,301,3,KHM,Me Pring,Batheay,Kampong Cham,Cambodia,60.689,0,0,0,0,0,0
31505,315,3,KHM,Me Sar Chrey,Stueng Trang,Kampong Cham,Cambodia,113.843,0,0,0,0,0,0
200105,2001,20,KHM,Me Sar Thngak,Chantrea,Svay Rieng,Cambodia,43.62,0,0,0,0,0,0
150104,1501,15,KHM,Me Tuek,Bakan,Pursat,Cambodia,66.545,0,0,0,0,0,0
20906,209,2,KHM,Mean Chey,Samlout,Battambang,Cambodia,25.186,0.43,2.708,2.708,0.0170729770507425,0.107520050821885,0.107520050821885
31405,314,3,KHM,Mean Chey,Srei Santhor,Kampong Cham,Cambodia,38.139,0,0,0,0,0,0
50506,505,5,KHM,Mean Chey,Odongk,Kampong Speu,Cambodia,63.66,0,0,0,0,0,0
60605,606,6,KHM,Mean Chey,Sandan,Kampong Thom,Cambodia,31.673,0,0,0,0,0,0
70310,703,7,KHM,Mean Chey,Chhuk,Kampot,Cambodia,7.488,0,0,0,0,0,0
170907,1709,17,KHM,Mean Chey,Prasat Bakong,Siemreap,Cambodia,69.807,0,0,0,0,0,0
60604,606,6,KHM,Mean Rith,Sandan,Kampong Thom,Cambodia,55.205,0,0,0,0,0,0
70505,705,7,KHM,Mean Ritth,Dang Tong,Kampot,Cambodia,26.211,0,11.105,11.105,0,0.423677082141086,0.423677082141086
40106,401,4,KHM,Melum,Baribour,Kampong Chhnang,Cambodia,25.572,0,0,0,0,0,0
110102,1101,11,KHM,Memang,Kaev Seima,Mondul Kiri,Cambodia,2.954,0,0,0,0,0,0
250707,2507,25,KHM,Memong,Memot,Tboung Khmum,Cambodia,21.176,0,0,0,0,0,0
250708,2507,25,KHM,Memot,Memot,Tboung Khmum,Cambodia,128.166,0,0,0,0,0,0
140805,1408,14,KHM,Mesar Prachan,Pea Reang,Prey Veng,Cambodia,59.581,0,0,0,0,0,0
200306,2003,20,KHM,Meun Chey,Rumduol,Svay Rieng,Cambodia,37.79,0,0,0,0,0,0
31308,313,3,KHM,Mien,Prey Chhor,Kampong Cham,Cambodia,172.067,0,0,0,0,0,0
250305,2503,25,KHM,Mien,Ou Reang Ov,Tboung Khmum,Cambodia,74.515,0,0,0,0,0,0
120306,1203,12,KHM,Mittapheap,Prampir Meakkakra,Phnom Penh,Cambodia,64.221,0,0,0,0,0,0
10604,106,1,KHM,Mkak,Serei Saophoan,Banteay Meanchey,Cambodia,102.672,0,0,0,0,0,0
80809,808,8,KHM,Mkak,Angk Snuol,Kandal,Cambodia,136.808,0,8.65,8.65,0,0.0632272966493188,0.0632272966493188
130205,1302,13,KHM,Mlu Prey Muoy,Chhaeb,Preah Vihear,Cambodia,48.959,0,0,0,0,0,0
