ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_pop_WPOP20,pop_WPOP20_C2,pop_WPOP20_C1,pop_WPOP20_C0,pop_WPOP20_C2%,pop_WPOP20_C1%,pop_WPOP20_C0%
80304,803,8,KHM,Kaoh Chouram,Khsach Kandal,Kandal,Cambodia,3488.758,0,0,0,0,0,0
100606,1006,10,KHM,Kaoh Chraeng,Chetr Borei,Kratie,Cambodia,0,0,0,0,0,0,0
150210,1502,15,KHM,Kaoh Chum,Kandieng,Pursat,Cambodia,4059.146,0,0,0,0,0,0
121004,1210,12,KHM,Kaoh Dach,Chraoy Chongvar,Phnom Penh,Cambodia,11295.637,0,0,0,0,0,0
80604,806,8,KHM,Kaoh Kaev,Lvea Aem,Kandal,Cambodia,1455.647,0,0,0,0,0,0
90302,903,9,KHM,Kaoh Kapi,Kaoh Kong,Koh Kong,Cambodia,2442.041,2442.041,2442.041,2442.041,1,1,1
81003,810,8,KHM,Kaoh Khael,S'ang,Kandal,Cambodia,5357.279,0,0,0,0,0,0
100404,1004,10,KHM,Kaoh Khnhaer,Sambour,Kratie,Cambodia,2266.666,0,0,0,0,0,0
81004,810,8,KHM,Kaoh Khsach Tonlea,S'ang,Kandal,Cambodia,5072.486,0,0,0,0,0,0
30605,306,3,KHM,Kaoh Mitt,Kampong Siem,Kampong Cham,Cambodia,4557.773,0,0,0,0,0,0
80305,803,8,KHM,Kaoh Oknha Tei,Khsach Kandal,Kandal,Cambodia,4956,0,0,0,0,0,0
160905,1609,16,KHM,Kaoh Pang,Veun Sai,Ratanak Kiri,Cambodia,927.832,0,0,0,0,0,0
160906,1609,16,KHM,Kaoh Peak,Veun Sai,Ratanak Kiri,Cambodia,4473.536,0,0,0,0,0,0
250404,2504,25,KHM,Kaoh Pir,Krouch Chhmar,Tboung Khmum,Cambodia,726.389,0,0,0,0,0,0
10603,106,1,KHM,Kaoh Pong Satv,Serei Saophoan,Banteay Meanchey,Cambodia,4784.621,0,0,0,0,0,0
190201,1902,19,KHM,Kaoh Preah,Siem Bouk,Stung Treng,Cambodia,1589.849,0,0,0,0,0,0
80605,806,8,KHM,Kaoh Reah,Lvea Aem,Kandal,Cambodia,2802.885,0,0,0,0,0,0
30606,306,3,KHM,Kaoh Roka,Kampong Siem,Kampong Cham,Cambodia,5062.121,0,0,0,0,0,0
140604,1406,14,KHM,Kaoh Roka,Peam Chor,Prey Veng,Cambodia,5681.905,0,0,0,0,0,0
190202,1902,19,KHM,Kaoh Sampeay,Siem Bouk,Stung Treng,Cambodia,2637.608,0,0,0,0,0,0
140605,1406,14,KHM,Kaoh Sampov,Peam Chor,Prey Veng,Cambodia,10783.61,0,0,0,0,0,0
30607,306,3,KHM,Kaoh Samraong,Kampong Siem,Kampong Cham,Cambodia,2095.196,0,0,0,0,0,0
90201,902,9,KHM,Kaoh Sdach,Kiri Sakor,Koh Kong,Cambodia,4026.985,629.106,629.106,629.106,0.15622258339676,0.15622258339676,0.15622258339676
190602,1906,19,KHM,Kaoh Snaeng,Borei O'Svay Sen C,Stung Treng,Cambodia,3087.131,0,0,0,0,0,0
30802,308,3,KHM,Kaoh Sotin,Kaoh Soutin,Kampong Cham,Cambodia,6847.461,0,0,0,0,0,0
190203,1902,19,KHM,Kaoh Sralay,Siem Bouk,Stung Treng,Cambodia,4417.769,0,0,0,0,0,0
40202,402,4,KHM,Kaoh Thkov,Chol Kiri,Kampong Chhnang,Cambodia,8104.653,0,0,0,0,0,0
80404,804,8,KHM,Kaoh Thum Ka,Kaoh Thum,Kandal,Cambodia,3537.702,0,0,0,0,0,0
80405,804,8,KHM,Kaoh Thum Kha,Kaoh Thum,Kandal,Cambodia,8026.089,0,0,0,0,0,0
30608,306,3,KHM,Kaoh Tontuem,Kampong Siem,Kampong Cham,Cambodia,2462.287,0,0,0,0,0,0
70707,707,7,KHM,Kaoh Touch,Tuek Chhou,Kampot,Cambodia,8909.867,182.069,2157.348,2157.348,0.0204345362282063,0.242130213615983,0.242130213615983
100207,1002,10,KHM,Kaoh Trong,Kracheh,Kratie,Cambodia,327.753,0,0,0,0,0,0
250605,2506,25,KHM,Kaong Kang,Ponhea Kraek,Tboung Khmum,Cambodia,18791.916,0,0,0,0,0,0
21302,213,2,KHM,Kaos Krala,Koas Krala,Battambang,Cambodia,8288.421,0,0,0,0,0,0
50102,501,5,KHM,Kat Phluk,Basedth,Kampong Speu,Cambodia,7375.476,0,0,0,0,0,0
100403,1004,10,KHM,Kbal Damrei,Sambour,Kratie,Cambodia,7868.952,0,0,0,0,0,0
121207,1212,12,KHM,Kbal Kaoh,Chbar Ampov,Phnom Penh,Cambodia,25921.727,0,0,0,0,0,0
190102,1901,19,KHM,Kbal Romeas,Sesan,Stung Treng,Cambodia,7044.407,0,0,0,0,0,0
150307,1503,15,KHM,Kbal Trach,Krakor,Pursat,Cambodia,10185.892,0,0,0,0,0,0
40804,408,4,KHM,Kbal Tuek,Tuek Phos,Kampong Chhnang,Cambodia,9527.522,0,0,0,0,0,0
210607,2106,21,KHM,Kdanh,Prey Kabbas,Takeo,Cambodia,7350.786,0,0,0,0,0,0
60210,602,6,KHM,Kdei Doung,Kampong Svay,Kampong Thom,Cambodia,4626.407,0,0,0,0,0,0
170703,1707,17,KHM,Kdei Run,Puok,Siemreap,Cambodia,3324.159,0,0,0,0,0,0
140403,1404,14,KHM,Kdoeang Reay,Kanhchriech,Prey Veng,Cambodia,7700.909,0,0,0,0,0,0
20306,203,2,KHM,Kdol Doun Teav,Battambang,Battambang,Cambodia,7583.071,0,0,0,0,0,0
20406,204,2,KHM,Kdol Ta Haen,Bavel,Battambang,Cambodia,30978.248,0,0,0,0,0,0
20602,206,2,KHM,Kear,Moung Ruessei,Battambang,Cambodia,14297.965,0,0,0,0,0,0
160302,1603,16,KHM,Keh Chong,Bar Kaev,Ratanak Kiri,Cambodia,5419.543,0,641.174,641.174,0,0.118307761373976,0.118307761373976
171106,1711,17,KHM,Khchas,Soutr Nikom,Siemreap,Cambodia,8436.426,0,0,0,0,0,0
30703,307,3,KHM,Khchau,Kang Meas,Kampong Cham,Cambodia,7066.696,0,0,0,0,0,0
70503,705,7,KHM,Khcheay Khang Cheung,Dang Tong,Kampot,Cambodia,3935.805,0,0,0,0,0,0
70504,705,7,KHM,Khcheay Khang Tboung,Dang Tong,Kampot,Cambodia,2050.385,0,0,0,0,0,0
20407,204,2,KHM,Khlaeng Meas,Bavel,Battambang,Cambodia,12167.477,0,2328.694,2328.694,0,0.191386759966754,0.191386759966754
40805,408,4,KHM,Khlong Popok,Tuek Phos,Kampong Chhnang,Cambodia,4914.349,0,392.939,392.939,0,0.079957487756771,0.079957487756771
120803,1208,12,KHM,Khmuonh,Saensokh,Phnom Penh,Cambodia,66793.234,0,0,0,0,0,0
20402,204,2,KHM,Khnach Romeas,Bavel,Battambang,Cambodia,10539.658,0,0,0,0,0,0
171303,1713,17,KHM,Khnang Phnum,Svay Leu,Siemreap,Cambodia,0,0,0,0,0,0,0
40702,407,4,KHM,Khnar Chhmar,Sameakki Mean Chey,Kampong Chhnang,Cambodia,5440.58,0,0,0,0,0,0
171107,1711,17,KHM,Khnar Pou,Soutr Nikom,Siemreap,Cambodia,4711.554,0,0,0,0,0,0
31403,314,3,KHM,Khnar Sa,Srei Santhor,Kampong Cham,Cambodia,4053.466,0,0,0,0,0,0
170301,1703,17,KHM,Khnar Sanday,Banteay Srei,Siemreap,Cambodia,8362.129,0,127.576,127.576,0,0.0152564018086781,0.0152564018086781
150103,1501,15,KHM,Khnar Totueng,Bakan,Pursat,Cambodia,4868.818,0,0,0,0,0,0
170705,1707,17,KHM,Khnat,Puok,Siemreap,Cambodia,11689.307,0,0,0,0,0,0
30301,303,3,KHM,Khnor Dambang,Cheung Prey,Kampong Cham,Cambodia,9024.874,0,0,0,0,0,0
40104,401,4,KHM,Khon Rang,Baribour,Kampong Chhnang,Cambodia,9634.555,0,0,0,0,0,0
81001,810,8,KHM,Khpob,S'ang,Kandal,Cambodia,10757.084,0,0,0,0,0,0
80503,805,8,KHM,Khpob Ateav,Leuk Daek,Kandal,Cambodia,4879.184,0,0,0,0,0,0
31504,315,3,KHM,Khpob Ta Nguon,Stueng Trang,Kampong Cham,Cambodia,4993.907,0,0,0,0,0,0
100106,1001,10,KHM,Khsach Andeth,Chhloung,Kratie,Cambodia,2910.5,0,0,0,0,0,0
200203,2002,20,KHM,Khsaetr,Kampong Rou,Svay Rieng,Cambodia,7783.727,0,0,0,0,0,0
40304,403,4,KHM,Khsam,Kampong Chhnang,Kampong Chhnang,Cambodia,3793.622,0,870.431,870.431,0,0.229445896296468,0.229445896296468
50504,505,5,KHM,Khsem Khsant,Odongk,Kampong Speu,Cambodia,10860.076,0,0,0,0,0,0
50703,507,5,KHM,Khtum Krang,Samraong Tong,Kampong Speu,Cambodia,6707.197,0,0,0,0,0,0
170302,1703,17,KHM,Khun Ream,Banteay Srei,Siemreap,Cambodia,0,0,0,0,0,0,0
170404,1704,17,KHM,Khvav,Chi Kraeng,Siemreap,Cambodia,18459.234,0,0,0,0,0,0
210705,2107,21,KHM,Khvav,Samraong,Takeo,Cambodia,15921.329,0,0,0,0,0,0
211004,2110,21,KHM,Khvav,Treang,Takeo,Cambodia,8194.956,0,0,0,0,0,0
31304,313,3,KHM,Khvet Thum,Prey Chhor,Kampong Cham,Cambodia,4677.058,0,0,0,0,0,0
130103,1301,13,KHM,Khyang,Chey Saen,Preah Vihear,Cambodia,6752.144,0,0,0,0,0,0
30603,306,3,KHM,Kien Chrey,Kampong Siem,Kampong Cham,Cambodia,3189.015,0,0,0,0,0,0
171105,1711,17,KHM,Kien Sangkae,Soutr Nikom,Siemreap,Cambodia,12914.285,0,0,0,0,0,0
120704,1207,12,KHM,Kilomaetr Lekh Prammuoy,Russey Keo,Phnom Penh,Cambodia,22281.08,0,0,0,0,0,0
210405,2104,21,KHM,Kiri Chong Kaoh,Kiri Vong,Takeo,Cambodia,6205.396,0,229.453,229.453,0,0.0369763670199291,0.0369763670199291
50604,506,5,KHM,Kiri Voan,Phnum Sruoch,Kampong Speu,Cambodia,8055.394,0,2678.137,2678.137,0,0.332465053850873,0.332465053850873
60603,606,6,KHM,Klaeng,Sandan,Kampong Thom,Cambodia,3667.151,0,0,0,0,0,0
171202,1712,17,KHM,Klang Hay,Srei Snam,Siemreap,Cambodia,2372.103,0,0,0,0,0,0
100304,1003,10,KHM,Koh Ta Suy,Prek Prasab,Kratie,Cambodia,1108.817,0,0,0,0,0,0
171003,1710,17,KHM,Kok Chak,Siem Reap,Siemreap,Cambodia,45976.629,0,0,0,0,0,0
160907,1609,16,KHM,Kok Lak,Veun Sai,Ratanak Kiri,Cambodia,1276.232,0,0,0,0,0,0
200702,2007,20,KHM,Koki Saom,Svay Teab,Svay Rieng,Cambodia,5263.246,0,0,0,0,0,0
80206,802,8,KHM,Kokir,Kien Svay,Kandal,Cambodia,20799.162,0,0,0,0,0,0
200409,2004,20,KHM,Kokir,Romeas Haek,Svay Rieng,Cambodia,885.117,0,0,0,0,0,0
250716,2507,25,KHM,Kokir,Memot,Tboung Khmum,Cambodia,8269.403,0,0,0,0,0,0
60110,601,6,KHM,Kokir Thum,Baray,Kampong Thom,Cambodia,21239.209,0,0,0,0,0,0
80207,802,8,KHM,Kokir Thum,Kien Svay,Kandal,Cambodia,10052.289,0,0,0,0,0,0
30604,306,3,KHM,Kokor,Kampong Siem,Kampong Cham,Cambodia,2688.364,0,0,0,0,0,0
210205,2102,21,KHM,Komar Reachea,Bati,Takeo,Cambodia,10585.121,0,0,0,0,0,0
250304,2503,25,KHM,Kong Chey,Ou Reang Ov,Tboung Khmum,Cambodia,16840.357,0,0,0,0,0,0
120516,1205,12,KHM,Kong Noy,Dangkao,Phnom Penh,Cambodia,3092.284,0,0,0,0,0,0
31305,313,3,KHM,Kor,Prey Chhor,Kampong Cham,Cambodia,8920.869,0,0,0,0,0,0
250212,2502,25,KHM,Kor,Tboung Khmum,Tboung Khmum,Cambodia,12608.77,0,0,0,0,0,0
140306,1403,14,KHM,Kou Khchak,Kampong Trabaek,Prey Veng,Cambodia,12178.088,0,0,0,0,0,0
100605,1006,10,KHM,Kou Loab,Chetr Borei,Kratie,Cambodia,6218.527,0,0,0,0,0,0
10502,105,1,KHM,Koub,Ou Chrov,Banteay Meanchey,Cambodia,5543.866,0,0,0,0,0,0
10204,102,1,KHM,Kouk Ballangk,Mongkol Borei,Banteay Meanchey,Cambodia,5057.053,0,0,0,0,0,0
40605,406,4,KHM,Kouk Banteay,Rolea B'ier,Kampong Chhnang,Cambodia,6169.784,0,0,0,0,0,0
170103,1701,17,KHM,Kouk Doung,Angkor Chum,Siemreap,Cambodia,13342.809,0,533.367,533.367,0,0.0399741163948311,0.0399741163948311
10705,107,1,KHM,Kouk Kakthen,Thma Puok,Banteay Meanchey,Cambodia,6560.282,0,0,0,0,0,0
20208,202,2,KHM,Kouk Khmum,Thma Koul,Battambang,Cambodia,7556.883,0,0,0,0,0,0
220203,2202,22,KHM,Kouk Khpos,Banteay Ampil,Oddar Meanchey,Cambodia,6442.021,0,0,0,0,0,0
140404,1404,14,KHM,Kouk Kong Kaeut,Kanhchriech,Prey Veng,Cambodia,1407.648,0,0,0,0,0,0
140405,1404,14,KHM,Kouk Kong Lech,Kanhchriech,Prey Veng,Cambodia,4548.524,0,0,0,0,0,0
220204,2202,22,KHM,Kouk Mon,Banteay Ampil,Oddar Meanchey,Cambodia,12998.939,0,0,0,0,0,0
210305,2103,21,KHM,Kouk Pou,Borei Cholsar,Takeo,Cambodia,8276.562,0,0,0,0,0,0
210406,2104,21,KHM,Kouk Prech,Kiri Vong,Takeo,Cambodia,9189.065,0,0,0,0,0,0
200509,2005,20,KHM,Kouk Pring,Svay Chrum,Svay Rieng,Cambodia,4695.363,0,0,0,0,0,0
121104,1211,12,KHM,Kouk Roka,Praek Pnov,Phnom Penh,Cambodia,19610.877,0,0,0,0,0,0
10702,107,1,KHM,Kouk Romiet,Thma Puok,Banteay Meanchey,Cambodia,17839.332,0,0,0,0,0,0
30302,303,3,KHM,Kouk Rovieng,Cheung Prey,Kampong Cham,Cambodia,4729.224,0,0,0,0,0,0
250503,2505,25,KHM,Kouk Srok,Dambae,Tboung Khmum,Cambodia,15213.123,0,0,0,0,0,0
210103,2101,21,KHM,Kouk Thlok,Angkor Borei,Takeo,Cambodia,795.935,0,0,0,0,0,0
170405,1704,17,KHM,Kouk Thlok Kraom,Chi Kraeng,Siemreap,Cambodia,10882.782,0,0,0,0,0,0
170406,1704,17,KHM,Kouk Thlok Leu,Chi Kraeng,Siemreap,Cambodia,6479.684,0,0,0,0,0,0
80109,801,8,KHM,Kouk Trab,Kandal Stueng,Kandal,Cambodia,4814.973,0,0,0,0,0,0
60502,605,6,KHM,Koul,Prasat Sambour,Kampong Thom,Cambodia,4575.997,0,0,0,0,0,0
170104,1701,17,KHM,Koul,Angkor Chum,Siemreap,Cambodia,3612.849,0,0,0,0,0,0
220403,2204,22,KHM,Koun Kriel,Samraong,Oddar Meanchey,Cambodia,34859.668,0,0,0,0,0,0
70708,707,7,KHM,Koun Satv,Tuek Chhou,Kampot,Cambodia,7965.869,0,0,0,0,0,0
10205,102,1,KHM,Koy Maeng,Mongkol Borei,Banteay Meanchey,Cambodia,4508.879,0,0,0,0,0,0
200603,2006,20,KHM,Koy Trabaek,Svay Rieng,Svay Rieng,Cambodia,3767.578,0,0,0,0,0,0
140204,1402,14,KHM,Krabau,Kamchay Mear,Prey Veng,Cambodia,7684.025,0,0,0,0,0,0
171012,1710,17,KHM,Krabei Riel,Siem Reap,Siemreap,Cambodia,6300.529,0,0,0,0,0,0
100209,1002,10,KHM,Kracheh,Kracheh,Kratie,Cambodia,7713.013,0,0,0,0,0,0
250606,2506,25,KHM,Kraek,Ponhea Kraek,Tboung Khmum,Cambodia,34779.895,0,0,0,0,0,0
100208,1002,10,KHM,Krakor,Kracheh,Kratie,Cambodia,2355.353,0,0,0,0,0,0
30609,306,3,KHM,Krala,Kampong Siem,Kampong Cham,Cambodia,7730.256,0,0,0,0,0,0
170603,1706,17,KHM,Kralanh,Kralanh,Siemreap,Cambodia,6878.251,0,0,0,0,0,0
50704,507,5,KHM,Krang Ampil,Samraong Tong,Kampong Speu,Cambodia,7318.701,0,849.305,849.305,0,0.116045866609389,0.116045866609389
70802,708,7,KHM,Krang Ampil,Kampot,Kampot,Cambodia,5270.069,0,0,0,0,0,0
50505,505,5,KHM,Krang Chek,Odongk,Kampong Speu,Cambodia,13384.621,0,0,0,0,0,0
50605,506,5,KHM,Krang Dei Vay,Phnum Sruoch,Kampong Speu,Cambodia,8154.736,0,0,0,0,0,0
40606,406,4,KHM,Krang Leav,Rolea B'ier,Kampong Chhnang,Cambodia,5543.563,534.216,1258.236,1258.236,0.0963669033796495,0.226972436319385,0.226972436319385
210206,2102,21,KHM,Krang Leav,Bati,Takeo,Cambodia,9976.179,0,0,0,0,0,0
40703,407,4,KHM,Krang Lvea,Sameakki Mean Chey,Kampong Chhnang,Cambodia,7150.509,0,0,0,0,0,0
80807,808,8,KHM,Krang Mkak,Angk Snuol,Kandal,Cambodia,6102.485,0,0,0,0,0,0
120512,1205,12,KHM,Krang Pongro,Dangkao,Phnom Penh,Cambodia,5352.688,0,0,0,0,0,0
70306,703,7,KHM,Krang Sbov,Chhuk,Kampot,Cambodia,5465.841,0,0,0,0,0,0
40806,408,4,KHM,Krang Skear,Tuek Phos,Kampong Chhnang,Cambodia,0,0,0,0,0,0,0
70307,703,7,KHM,Krang Snay,Chhuk,Kampot,Cambodia,9756.188,0,0,0,0,0,0
140906,1409,14,KHM,Krang Svay,Preah Sdach,Prey Veng,Cambodia,9825.973,0,0,0,0,0,0
140606,1406,14,KHM,Krang Ta Yang,Peam Chor,Prey Veng,Cambodia,6603.118,0,0,0,0,0,0
110401,1104,11,KHM,Krang Teh,Pech Chreada,Mondul Kiri,Cambodia,0,0,0,0,0,0,0
120806,1208,12,KHM,Krang Thnong,Saensokh,Phnom Penh,Cambodia,8029.292,0,0,0,0,0,0
210207,2102,21,KHM,Krang Thnong,Bati,Takeo,Cambodia,8469.826,0,0,0,0,0,0
81005,810,8,KHM,Krang Yov,S'ang,Kandal,Cambodia,16721.904,0,0,0,0,0,0
140203,1402,14,KHM,Kranhung,Kamchay Mear,Prey Veng,Cambodia,10049.923,0,0,0,0,0,0
200510,2005,20,KHM,Kraol Kou,Svay Chrum,Svay Rieng,Cambodia,9420.882,0,0,0,0,0,0
150602,1506,15,KHM,Krapeu Pir,Veal Veaeng,Pursat,Cambodia,2005.342,0,1470.418,1470.418,0,0.733250487946694,0.733250487946694
210501,2105,21,KHM,Krapum Chhuk,Kaoh Andaet,Takeo,Cambodia,8359.048,0,0,0,0,0,0
200410,2004,20,KHM,Krasang,Romeas Haek,Svay Rieng,Cambodia,3784.286,0,0,0,0,0,0
220303,2203,22,KHM,Krasang,Chong Kal,Oddar Meanchey,Cambodia,7075.971,0,0,0,0,0,0
60111,601,6,KHM,Krava,Baray,Kampong Thom,Cambodia,10045.963,0,0,0,0,0,0
60402,604,6,KHM,Kraya,Prasat Ballangk,Kampong Thom,Cambodia,6052.287,0,0,0,0,0,0
60705,607,6,KHM,Kraya,Santuk,Kampong Thom,Cambodia,14314.544,0,0,0,0,0,0
31306,313,3,KHM,Krouch,Prey Chhor,Kampong Cham,Cambodia,3805.804,0,0,0,0,0,0
250405,2504,25,KHM,Krouch Chhmar,Krouch Chhmar,Tboung Khmum,Cambodia,4594.734,0,0,0,0,0,0
170604,1706,17,KHM,Krouch Kor,Kralanh,Siemreap,Cambodia,2632.313,0,0,0,0,0,0
200511,2005,20,KHM,Kruos,Svay Chrum,Svay Rieng,Cambodia,8562.328,0,0,0,0,0,0
130402,1304,13,KHM,Kuleaen Cheung,Kuleaen,Preah Vihear,Cambodia,1536.692,0,0,0,0,0,0
130401,1304,13,KHM,Kuleaen Tboung,Kuleaen,Preah Vihear,Cambodia,6211.914,0,0,0,0,0,0
10706,107,1,KHM,Kumru,Thma Puok,Banteay Meanchey,Cambodia,5417.864,0,0,0,0,0,0
210903,2109,21,KHM,Kus,Tram Kak,Takeo,Cambodia,7956.673,0,0,0,0,0,0
10503,105,1,KHM,Kuttasat,Ou Chrov,Banteay Meanchey,Cambodia,4079.509,0,0,0,0,0,0
160607,1606,16,KHM,L'ak,Ou Chum,Ratanak Kiri,Cambodia,4415.818,0,0,0,0,0,0
70510,705,7,KHM,L'ang,Dang Tong,Kampot,Cambodia,8466.783,0,632.619,632.619,0,0.0747177528938677,0.0747177528938677
160303,1603,16,KHM,La Minh,Bar Kaev,Ratanak Kiri,Cambodia,8918.407,0,0,0,0,0,0
160202,1602,16,KHM,Labansiek,Ban Lung,Ratanak Kiri,Cambodia,16357.289,0,1083.246,1083.246,0,0.0662240546095383,0.0662240546095383
70308,703,7,KHM,Lbaeuk,Chhuk,Kampot,Cambodia,14092.066,0,0,0,0,0,0
160503,1605,16,KHM,Lbang Muoy,Lumphat,Ratanak Kiri,Cambodia,0,0,0,0,0,0,0
160504,1605,16,KHM,Lbang Pir,Lumphat,Ratanak Kiri,Cambodia,2040.397,0,0,0,0,0,0
150402,1504,15,KHM,Leach,Phnum Kravanh,Pursat,Cambodia,5737.273,0,0,0,0,0,0
170202,1702,17,KHM,Leang Dai,Angkor Thum,Siemreap,Cambodia,10845.366,0,0,0,0,0,0
210904,2109,21,KHM,Leay Bour,Tram Kak,Takeo,Cambodia,17595.861,0,0,0,0,0,0
180101,1801,18,KHM,Lek Muoy,Preah Sihanouk,Preah Sihanouk,Cambodia,26214.732,0,12054.644,12054.644,0,0.459842351239753,0.459842351239753
80407,804,8,KHM,Leuk Daek,Kaoh Thum,Kandal,Cambodia,12957.762,0,0,0,0,0,0
250213,2502,25,KHM,Lngieng,Tboung Khmum,Tboung Khmum,Cambodia,6578.598,0,0,0,0,0,0
150503,1505,15,KHM,Lolok Sa,Pursat,Pursat,Cambodia,9628.161,0,0,0,0,0,0
40505,405,4,KHM,Longveaek,Kampong Tralach,Kampong Chhnang,Cambodia,8286.998,0,0,0,0,0,0
160702,1607,16,KHM,Lum Choar,Ou Ya Dav,Ratanak Kiri,Cambodia,4485.956,0,0,0,0,0,0
210706,2107,21,KHM,Lumchang,Samraong,Takeo,Cambodia,7681.982,0,0,0,0,0,0
80808,808,8,KHM,Lumhach,Angk Snuol,Kandal,Cambodia,14747.277,0,0,0,0,0,0
210208,2102,21,KHM,Lumpong,Bati,Takeo,Cambodia,9544.046,0,0,0,0,0,0
220106,2201,22,KHM,Lumtong,Anlong Veaeng,Oddar Meanchey,Cambodia,73822.711,0,0,0,0,0,0
160304,1603,16,KHM,Lung Khung,Bar Kaev,Ratanak Kiri,Cambodia,4544.999,0,0,0,0,0,0
30803,308,3,KHM,Lve,Kaoh Soutin,Kampong Cham,Cambodia,5250.232,0,0,0,0,0,0
141203,1412,14,KHM,Lve,Sithor Kandal,Prey Veng,Cambodia,4664.018,0,0,0,0,0,0
20403,204,2,KHM,Lvea,Bavel,Battambang,Cambodia,15045.299,0,0,0,0,0,0
31307,313,3,KHM,Lvea,Prey Chhor,Kampong Cham,Cambodia,3614.421,0,0,0,0,0,0
140907,1409,14,KHM,Lvea,Preah Sdach,Prey Veng,Cambodia,7443.99,0,0,0,0,0,0
170707,1707,17,KHM,Lvea,Puok,Siemreap,Cambodia,9930.774,0,0,0,0,0,0
171402,1714,17,KHM,Lvea Krang,Varin,Siemreap,Cambodia,0,0,0,0,0,0,0
30204,302,3,KHM,Lvea Leu,Chamkar Leu,Kampong Cham,Cambodia,5815.44,0,0,0,0,0,0
80606,806,8,KHM,Lvea Sar,Lvea Aem,Kandal,Cambodia,2442.497,0,0,0,0,0,0
170407,1704,17,KHM,Lveaeng Ruessei,Chi Kraeng,Siemreap,Cambodia,10423.848,0,0,0,0,0,0
70709,707,7,KHM,Makprang,Tuek Chhou,Kampot,Cambodia,4138.04,0,651.299,651.299,0,0.157393113648007,0.157393113648007
10902,109,1,KHM,Malai,Malai,Banteay Meanchey,Cambodia,8992.646,0,96.162,96.162,0,0.0106934043661899,0.0106934043661899
160101,1601,16,KHM,Malik,Andoung Meas,Ratanak Kiri,Cambodia,4298.406,0,0,0,0,0,0
141305,1413,14,KHM,Me Bon,Svay Antor,Prey Veng,Cambodia,5460.667,0,0,0,0,0,0
30105,301,3,KHM,Me Pring,Batheay,Kampong Cham,Cambodia,4304.31,0,0,0,0,0,0
31505,315,3,KHM,Me Sar Chrey,Stueng Trang,Kampong Cham,Cambodia,11053.636,0,0,0,0,0,0
200105,2001,20,KHM,Me Sar Thngak,Chantrea,Svay Rieng,Cambodia,4886.354,0,0,0,0,0,0
150104,1501,15,KHM,Me Tuek,Bakan,Pursat,Cambodia,11870.457,0,0,0,0,0,0
20906,209,2,KHM,Mean Chey,Samlout,Battambang,Cambodia,8037.317,0,231.214,231.214,0,0.0287675601198758,0.0287675601198758
31405,314,3,KHM,Mean Chey,Srei Santhor,Kampong Cham,Cambodia,5365.293,0,0,0,0,0,0
50506,505,5,KHM,Mean Chey,Odongk,Kampong Speu,Cambodia,5130.234,0,0,0,0,0,0
60605,606,6,KHM,Mean Chey,Sandan,Kampong Thom,Cambodia,3068.366,0,0,0,0,0,0
70310,703,7,KHM,Mean Chey,Chhuk,Kampot,Cambodia,3360.019,0,0,0,0,0,0
170907,1709,17,KHM,Mean Chey,Prasat Bakong,Siemreap,Cambodia,8137.167,0,0,0,0,0,0
60604,606,6,KHM,Mean Rith,Sandan,Kampong Thom,Cambodia,10433.873,0,0,0,0,0,0
70505,705,7,KHM,Mean Ritth,Dang Tong,Kampot,Cambodia,5167.29,0,1092.117,1092.117,0,0.211351985276615,0.211351985276615
40106,401,4,KHM,Melum,Baribour,Kampong Chhnang,Cambodia,4508.245,0,0,0,0,0,0
110102,1101,11,KHM,Memang,Kaev Seima,Mondul Kiri,Cambodia,0,0,0,0,0,0,0
250707,2507,25,KHM,Memong,Memot,Tboung Khmum,Cambodia,8041.666,0,0,0,0,0,0
250708,2507,25,KHM,Memot,Memot,Tboung Khmum,Cambodia,15832.991,0,0,0,0,0,0
140805,1408,14,KHM,Mesar Prachan,Pea Reang,Prey Veng,Cambodia,10725.545,0,0,0,0,0,0
200306,2003,20,KHM,Meun Chey,Rumduol,Svay Rieng,Cambodia,6799.727,0,0,0,0,0,0
31308,313,3,KHM,Mien,Prey Chhor,Kampong Cham,Cambodia,19143.676,0,0,0,0,0,0
250305,2503,25,KHM,Mien,Ou Reang Ov,Tboung Khmum,Cambodia,6940.717,0,0,0,0,0,0
120306,1203,12,KHM,Mittapheap,Prampir Meakkakra,Phnom Penh,Cambodia,16178.306,0,0,0,0,0,0
10604,106,1,KHM,Mkak,Serei Saophoan,Banteay Meanchey,Cambodia,7443.834,0,0,0,0,0,0
80809,808,8,KHM,Mkak,Angk Snuol,Kandal,Cambodia,12300.232,0,872.84,872.84,0,0.0709612631696703,0.0709612631696703
130205,1302,13,KHM,Mlu Prey Muoy,Chhaeb,Preah Vihear,Cambodia,2107.67,0,0,0,0,0,0
130206,1302,13,KHM,Mlu Prey Pir,Chhaeb,Preah Vihear,Cambodia,0,0,0,0,0,0,0
30805,308,3,KHM,Moha Khnhoung,Kaoh Soutin,Kampong Cham,Cambodia,5778.497,0,0,0,0,0,0
30804,308,3,KHM,Moha Leaph,Kaoh Soutin,Kampong Cham,Cambodia,6054.035,0,0,0,0,0,0
50303,503,5,KHM,Moha Ruessei,Kong Pisei,Kampong Speu,Cambodia,8498.865,0,0,0,0,0,0
