ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_pop_WPOP20,RP5_pop_WPOP20_exp,RP10_pop_WPOP20_exp,RP20_pop_WPOP20_exp,RP50_pop_WPOP20_exp,RP75_pop_WPOP20_exp,RP100_pop_WPOP20_exp,RP200_pop_WPOP20_exp,RP250_pop_WPOP20_exp,RP500_pop_WPOP20_exp,RP1000_pop_WPOP20_exp,RP5_pop_WPOP20_imp,RP10_pop_WPOP20_imp,RP20_pop_WPOP20_imp,RP50_pop_WPOP20_imp,RP75_pop_WPOP20_imp,RP100_pop_WPOP20_imp,RP200_pop_WPOP20_imp,RP250_pop_WPOP20_imp,RP500_pop_WPOP20_imp,RP1000_pop_WPOP20_imp,RP5_EAI,RP10_EAI,RP20_EAI,RP50_EAI,RP75_EAI,RP100_EAI,RP200_EAI,RP250_EAI,RP500_EAI,RP1000_EAI,pop_WPOP20_EAI,pop_WPOP20_EAI%
70109,701,7,KHM,Praphnum,Angkor Chey,Kampot,Cambodia,5498.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.465,78.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10404,104,1,KHM,Prasat,Preah Netr Preah,Banteay Meanchey,Cambodia,3042.317,0.0,0.0,172.916,655.854,783.078,844.098,1021.262,1061.628,1228.086,1492.339,0.0,0.0,0.368,1.562,1.977,2.21,2.946,3.153,3.944,5.141,0.0,0.0,0.018,0.047,0.013,0.007,0.015,0.003,0.008,0.005,0.117,0.004
60707,607,6,KHM,Prasat,Santuk,Kampong Thom,Cambodia,8236.024,0.0,1001.155,2199.974,3035.44,3411.643,3723.547,4332.082,4405.18,4760.251,5045.355,0.0,3.072,9.289,19.749,25.974,30.649,44.317,49.075,66.771,87.168,0.0,0.307,0.464,0.592,0.173,0.102,0.222,0.049,0.134,0.087,2.131,0.026
81006,810,8,KHM,Prasat,S'ang,Kandal,Cambodia,4630.194,0.0,0.0,0.0,0.0,0.0,0.0,2313.124,3490.812,3654.811,4025.552,0.0,0.0,0.0,0.0,0.0,0.0,6.446,10.605,21.33,48.083,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.011,0.043,0.048,0.134,0.003
140309,1403,14,KHM,Prasat,Kampong Trabaek,Prey Veng,Cambodia,8879.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171401,1714,17,KHM,Prasat,Varin,Siemreap,Cambodia,4855.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200804,2008,20,KHM,Prasat,Bavet,Svay Rieng,Cambodia,1993.097,0.0,0.0,0.0,0.0,0.0,742.522,1207.834,1207.834,1207.834,1993.097,0.0,0.0,0.0,0.0,0.0,1.579,3.007,3.3,4.505,8.144,0.0,0.0,0.0,0.0,0.0,0.005,0.015,0.003,0.009,0.008,0.041,0.002
70607,706,7,KHM,Prasat Phnom Khyang,Kampong Trach,Kampot,Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40608,406,4,KHM,Prasnoeb,Rolea B'ier,Kampong Chhnang,Cambodia,4986.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200707,2007,20,KHM,Prasoutr,Svay Teab,Svay Rieng,Cambodia,11490.082,0.0,0.0,66.93,368.127,437.844,527.719,527.719,593.709,681.723,771.567,0.0,0.0,0.13,0.755,0.919,1.117,1.179,1.324,1.558,1.796,0.0,0.0,0.006,0.023,0.006,0.004,0.006,0.001,0.003,0.002,0.051,0.0
121407,1214,12,KHM,Prateah Lang,Kamboul,Phnom Penh,Cambodia,5512.27,230.454,386.556,651.058,1489.943,1998.155,2403.105,3086.665,3253.57,3760.723,4462.578,0.564,1.089,2.282,5.71,7.726,9.47,13.753,15.17,20.068,26.499,0.113,0.109,0.114,0.171,0.052,0.032,0.069,0.015,0.04,0.026,0.741,0.013
140310,1403,14,KHM,Pratheat,Kampong Trabaek,Prey Veng,Cambodia,7952.493,0.0,0.0,0.0,0.0,385.797,385.797,385.797,385.797,385.797,784.629,0.0,0.0,0.0,0.0,0.763,0.785,0.838,0.855,0.906,1.742,0.0,0.0,0.0,0.0,0.005,0.003,0.004,0.001,0.002,0.002,0.016,0.0
250408,2504,25,KHM,Preaek A Chi,Krouch Chhmar,Tboung Khmum,Cambodia,5478.569,139.23,139.23,731.896,2144.304,2507.357,3466.286,4328.462,4328.462,4425.529,4661.704,2.026,5.59,11.942,34.707,65.527,92.891,159.313,180.997,257.646,375.588,0.405,0.559,0.597,1.041,0.437,0.31,0.797,0.181,0.515,0.376,5.217,0.095
121206,1212,12,KHM,Preaek Aeng,Chbar Ampov,Phnom Penh,Cambodia,16261.258,0.0,0.0,437.426,1200.313,1771.254,2024.577,2917.156,3265.599,4472.064,6024.372,0.0,0.0,5.726,22.86,34.183,43.479,68.753,78.612,111.519,150.109,0.0,0.0,0.286,0.686,0.228,0.145,0.344,0.079,0.223,0.15,2.14,0.013
81007,810,8,KHM,Preaek Ambel,S'ang,Kandal,Cambodia,17069.707,0.0,0.0,0.0,0.0,0.0,94.022,879.241,946.206,3975.916,6281.648,0.0,0.0,0.0,0.0,0.0,0.183,2.344,2.759,20.321,51.079,0.0,0.0,0.0,0.0,0.0,0.001,0.012,0.003,0.041,0.051,0.107,0.001
80307,803,8,KHM,Preaek Ampil,Khsach Kandal,Kandal,Cambodia,10116.416,0.0,0.0,0.0,413.704,651.839,745.748,2090.206,2952.16,3546.46,3791.484,0.0,0.0,0.0,1.951,4.688,6.337,28.893,46.33,115.029,227.959,0.0,0.0,0.0,0.059,0.031,0.021,0.144,0.046,0.23,0.228,0.76,0.008
80703,807,8,KHM,Preaek Anhchanh,Mukh Kampul,Kandal,Cambodia,16881.908,0.0,0.0,98.162,1236.15,3869.884,4988.919,7268.714,7560.104,8151.84,8641.463,0.0,0.0,0.268,7.776,43.417,77.669,165.105,185.88,229.378,283.145,0.0,0.0,0.013,0.233,0.289,0.259,0.826,0.186,0.459,0.283,2.548,0.015
141105,1411,14,KHM,Preaek Anteah,Pur Rieng,Prey Veng,Cambodia,6832.998,0.0,120.175,2861.529,5911.296,5998.188,6016.407,6016.407,6016.407,6016.407,6016.407,0.0,0.275,10.07,31.792,51.436,69.815,125.161,147.601,241.685,392.863,0.0,0.028,0.503,0.954,0.343,0.233,0.626,0.148,0.483,0.393,3.71,0.054
31509,315,3,KHM,Preaek Bak,Stueng Trang,Kampong Cham,Cambodia,7508.104,292.365,2073.746,2188.528,3429.076,4749.451,4884.538,6391.064,6534.483,6813.493,7122.103,1.069,30.628,60.407,219.721,396.198,531.373,837.273,926.753,1198.452,1515.901,0.214,3.063,3.02,6.592,2.641,1.771,4.186,0.927,2.397,1.516,26.327,0.351
141207,1412,14,KHM,Preaek Changkran,Sithor Kandal,Prey Veng,Cambodia,7616.716,0.0,0.0,1106.089,3259.016,3642.051,3982.558,4803.335,4917.933,5412.049,6016.785,0.0,0.0,2.76,37.123,94.054,124.217,196.252,218.703,294.326,391.116,0.0,0.0,0.138,1.114,0.627,0.414,0.981,0.219,0.589,0.391,4.473,0.059
21401,214,2,KHM,Preaek Chik,Rukh Kiri,Battambang,Cambodia,30187.5,17510.062,23284.562,27515.252,27515.252,27515.252,27515.252,27515.252,27515.252,27515.252,29242.17,74.095,97.478,117.126,133.606,141.836,148.405,167.105,174.295,201.491,241.879,14.819,9.748,5.856,4.008,0.946,0.495,0.836,0.174,0.403,0.242,37.526,0.124
141106,1411,14,KHM,Preaek Chrey,Pur Rieng,Prey Veng,Cambodia,6443.934,0.0,0.0,1593.594,3787.65,4037.115,4401.271,4786.287,4865.416,4969.321,4969.321,0.0,0.0,8.434,44.393,77.952,105.372,182.737,212.452,326.198,485.353,0.0,0.0,0.422,1.332,0.52,0.351,0.914,0.212,0.652,0.485,4.888,0.076
80505,805,8,KHM,Preaek Dach,Leuk Daek,Kandal,Cambodia,6643.799,0.0,0.0,0.0,0.0,80.495,135.851,325.541,325.541,425.697,763.704,0.0,0.0,0.0,0.0,0.186,0.408,1.428,1.639,2.853,5.241,0.0,0.0,0.0,0.0,0.001,0.001,0.007,0.002,0.006,0.005,0.022,0.0
80704,807,8,KHM,Preaek Dambang,Mukh Kampul,Kandal,Cambodia,10612.178,15.094,102.429,560.908,1006.637,1757.103,3656.161,5086.821,5173.062,5573.859,5849.994,0.058,0.468,2.578,6.614,11.329,24.933,102.747,112.176,144.535,193.611,0.012,0.047,0.129,0.198,0.076,0.083,0.514,0.112,0.289,0.194,1.653,0.016
31408,314,3,KHM,Preaek Dambouk,Srei Santhor,Kampong Cham,Cambodia,7746.019,884.346,1242.494,1593.64,1909.603,2044.325,2252.269,2707.536,2752.614,2954.12,3410.963,13.524,51.943,116.473,202.113,243.58,293.059,394.161,420.78,492.797,557.994,2.705,5.194,5.824,6.063,1.624,0.977,1.971,0.421,0.986,0.558,26.322,0.34
120517,1205,12,KHM,Preaek Kampues,Dangkao,Phnom Penh,Cambodia,12208.134,0.0,500.3,9050.811,10622.623,11067.32,11180.413,11802.805,11848.117,11848.117,11848.117,0.0,1.209,24.67,36.929,41.1,43.54,57.691,63.48,80.929,102.213,0.0,0.121,1.233,1.108,0.274,0.145,0.288,0.063,0.162,0.102,3.497,0.029
20503,205,2,KHM,Preaek Khpob,Aek Phnum,Battambang,Cambodia,12800.355,0.0,0.0,349.952,1145.851,1322.376,1456.316,1787.864,1897.526,2115.248,2394.355,0.0,0.0,0.753,2.697,3.309,3.804,5.174,5.659,7.182,9.301,0.0,0.0,0.038,0.081,0.022,0.013,0.026,0.006,0.014,0.009,0.208,0.002
90203,902,9,KHM,Preaek Khsach,Kiri Sakor,Koh Kong,Cambodia,1509.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140706,1407,14,KHM,Preaek Khsay Ka,Peam Ro,Prey Veng,Cambodia,5541.192,0.0,156.46,361.811,470.562,1048.515,2217.075,2754.721,2880.957,3328.171,3887.676,0.0,0.315,0.836,1.281,4.122,16.415,28.588,31.666,49.138,85.781,0.0,0.031,0.042,0.038,0.027,0.055,0.143,0.032,0.098,0.086,0.553,0.01
140707,1407,14,KHM,Preaek Khsay Kha,Peam Ro,Prey Veng,Cambodia,9424.526,0.0,0.0,51.407,215.976,440.451,1221.336,1774.193,1906.369,2265.874,2752.825,0.0,0.0,0.099,0.448,0.972,4.039,8.233,9.353,15.088,27.399,0.0,0.0,0.005,0.013,0.006,0.013,0.041,0.009,0.03,0.027,0.146,0.002
80609,806,8,KHM,Preaek Kmeng,Lvea Aem,Kandal,Cambodia,3764.528,0.0,0.0,0.0,0.0,2245.916,2456.558,2685.231,2902.417,3223.515,3503.196,0.0,0.0,0.0,0.0,10.318,14.736,27.288,46.045,145.449,349.575,0.0,0.0,0.0,0.0,0.069,0.049,0.136,0.046,0.291,0.35,0.941,0.025
30705,307,3,KHM,Preaek Koy,Kang Meas,Kampong Cham,Cambodia,9998.326,0.0,0.0,0.0,2506.191,4201.979,5709.643,7690.438,7750.278,7816.26,8185.435,0.0,0.0,0.0,47.932,183.264,444.193,792.382,844.689,986.578,1131.99,0.0,0.0,0.0,1.438,1.222,1.481,3.962,0.845,1.973,1.132,12.052,0.121
81008,810,8,KHM,Preaek Koy,S'ang,Kandal,Cambodia,14426.662,0.0,0.0,142.578,176.302,238.86,282.723,414.477,795.564,2275.004,2642.716,0.0,0.0,0.422,0.798,1.118,1.369,2.176,3.542,15.044,27.062,0.0,0.0,0.021,0.024,0.007,0.005,0.011,0.004,0.03,0.027,0.129,0.001
30706,307,3,KHM,Preaek Krabau,Kang Meas,Kampong Cham,Cambodia,5786.362,0.0,0.0,301.274,2426.235,2754.619,2754.619,2754.619,3218.636,3667.901,3667.901,0.0,0.0,20.243,65.186,84.301,98.753,130.308,140.306,168.627,197.809,0.0,0.0,1.012,1.956,0.562,0.329,0.652,0.14,0.337,0.198,5.186,0.09
140607,1406,14,KHM,Preaek Krabau,Peam Chor,Prey Veng,Cambodia,3407.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70612,706,7,KHM,Preaek Kroes,Kampong Trach,Kampot,Cambodia,8687.348,0.0,0.0,0.0,0.0,0.0,0.0,1760.457,1831.539,2937.91,3308.826,0.0,0.0,0.0,0.0,0.0,0.0,4.232,4.596,7.578,9.395,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.005,0.015,0.009,0.05,0.001
121002,1210,12,KHM,Preaek Lieb,Chraoy Chongvar,Phnom Penh,Cambodia,22677.02,0.0,9123.433,13008.859,15142.043,15807.285,16190.488,17554.215,17804.244,18547.639,19162.527,0.0,67.475,290.285,1000.417,1420.087,1760.373,2675.524,3015.081,4049.197,5139.554,0.0,6.748,14.514,30.013,9.467,5.868,13.378,3.015,8.098,5.14,96.24,0.424
20504,205,2,KHM,Preaek Luong,Aek Phnum,Battambang,Cambodia,7888.461,33.334,672.709,836.002,2121.151,2822.324,3162.093,3683.465,3744.218,3966.397,4166.829,0.066,1.4,2.478,6.933,9.496,11.084,14.438,15.359,18.792,23.23,0.013,0.14,0.124,0.208,0.063,0.037,0.072,0.015,0.038,0.023,0.734,0.009
80308,803,8,KHM,Preaek Luong,Khsach Kandal,Kandal,Cambodia,6232.757,0.0,0.0,0.0,137.068,226.467,343.312,1782.89,1880.006,1986.347,2164.619,0.0,0.0,0.0,0.71,1.484,2.228,38.546,65.972,181.601,375.826,0.0,0.0,0.0,0.021,0.01,0.007,0.193,0.066,0.363,0.376,1.036,0.017
190301,1903,19,KHM,Preaek Meas,Siem Pang,Stung Treng,Cambodia,4181.202,0.0,0.0,4181.202,4181.202,4181.202,4181.202,4181.202,4181.202,4181.202,4181.202,0.0,0.0,9.017,64.476,143.456,247.445,809.505,1133.247,2477.977,3566.333,0.0,0.0,0.451,1.934,0.956,0.825,4.048,1.133,4.956,3.566,17.869,0.427
20501,205,2,KHM,Preaek Norint,Aek Phnum,Battambang,Cambodia,9227.745,0.0,69.626,537.221,1509.916,1780.141,1890.315,2188.091,2221.186,2429.218,2474.929,0.0,0.146,1.222,5.608,7.629,8.886,12.212,13.229,17.013,21.272,0.0,0.015,0.061,0.168,0.051,0.03,0.061,0.013,0.034,0.021,0.454,0.005
121101,1211,12,KHM,Preaek Phnov,Praek Pnov,Phnom Penh,Cambodia,11925.316,0.0,2014.024,9494.047,10538.275,10629.758,10659.668,10686.385,10708.203,10723.039,10751.999,0.0,5.869,54.245,226.923,334.299,430.859,776.325,913.755,1311.386,1811.757,0.0,0.587,2.712,6.808,2.229,1.436,3.882,0.914,2.623,1.812,23.002,0.193
210105,2101,21,KHM,Preaek Phtoul,Angkor Borei,Takeo,Cambodia,8156.958,0.0,0.0,0.0,541.525,583.327,583.327,583.327,583.327,714.015,2458.173,0.0,0.0,0.0,3.556,4.39,4.96,6.606,7.545,15.423,31.232,0.0,0.0,0.0,0.107,0.029,0.017,0.033,0.008,0.031,0.031,0.255,0.003
31409,314,3,KHM,Preaek Pou,Srei Santhor,Kampong Cham,Cambodia,10928.035,275.451,454.771,634.841,873.01,1088.301,1107.738,1948.083,2326.792,2573.879,2788.992,39.987,74.213,107.452,139.003,155.057,170.308,204.062,213.531,238.1,262.448,7.997,7.421,5.373,4.17,1.034,0.568,1.02,0.214,0.476,0.262,28.535,0.261
121204,1212,12,KHM,Preaek Pra,Chbar Ampov,Phnom Penh,Cambodia,35512.152,0.0,0.0,0.0,3868.323,19336.896,21744.928,29759.221,30888.301,32742.643,32952.844,0.0,0.0,0.0,27.462,95.47,129.477,549.147,707.759,1167.28,1677.047,0.0,0.0,0.0,0.824,0.636,0.432,2.746,0.708,2.335,1.677,9.357,0.026
100305,1003,10,KHM,Preaek Prasab,Prek Prasab,Kratie,Cambodia,9486.281,5253.165,6176.52,6688.601,6869.051,7063.578,7063.578,7638.315,7638.315,7919.933,8505.325,815.872,1041.445,1274.901,1632.754,1794.596,1911.668,2203.431,2301.403,2621.788,2966.299,163.174,104.144,63.745,48.983,11.964,6.372,11.017,2.301,5.244,2.966,419.911,4.427
80610,806,8,KHM,Preaek Rey,Lvea Aem,Kandal,Cambodia,3620.72,0.0,0.0,522.05,722.344,882.888,966.741,1165.822,1342.95,1765.262,2315.289,0.0,0.0,1.756,3.559,4.65,5.605,10.072,12.356,25.385,55.762,0.0,0.0,0.088,0.107,0.031,0.019,0.05,0.012,0.051,0.056,0.413,0.011
80115,801,8,KHM,Preaek Roka,Kandal Stueng,Kandal,Cambodia,4291.485,187.268,280.129,349.416,510.983,656.208,813.564,861.634,861.634,910.575,974.852,0.605,0.917,1.256,2.118,3.021,4.351,5.807,6.181,7.474,9.232,0.121,0.092,0.063,0.064,0.02,0.015,0.029,0.006,0.015,0.009,0.433,0.01
80611,806,8,KHM,Preaek Ruessei,Lvea Aem,Kandal,Cambodia,6728.094,0.0,1648.262,2419.259,3800.397,4266.989,4397.379,5450.249,5531.265,5531.265,5531.265,0.0,5.922,18.739,38.416,57.693,78.182,141.977,167.125,270.126,430.607,0.0,0.592,0.937,1.152,0.385,0.261,0.71,0.167,0.54,0.431,5.175,0.077
31410,314,3,KHM,Preaek Rumdeng,Srei Santhor,Kampong Cham,Cambodia,7531.019,0.0,0.0,0.0,658.915,781.495,944.883,1655.024,1778.252,1956.595,2227.394,0.0,0.0,0.0,8.88,12.118,16.661,29.29,33.231,45.103,58.106,0.0,0.0,0.0,0.266,0.081,0.056,0.146,0.033,0.09,0.058,0.731,0.01
100108,1001,10,KHM,Preaek Saman,Chhloung,Kratie,Cambodia,9739.947,9330.217,9330.217,9330.217,9330.217,9330.217,9330.217,9330.217,9330.217,9330.217,9330.217,5858.32,6323.402,6710.842,7190.728,7372.318,7492.872,7758.096,7838.322,8071.363,8279.36,1171.664,632.34,335.542,215.722,49.149,24.976,38.79,7.838,16.143,8.279,2500.444,25.672
140608,1406,14,KHM,Preaek Sambuor,Peam Chor,Prey Veng,Cambodia,4623.05,0.0,1447.545,3462.002,4035.534,4055.692,4065.358,4074.935,4097.019,4118.802,4174.228,0.0,7.181,43.006,132.149,172.027,204.282,286.817,315.517,408.984,511.518,0.0,0.718,2.15,3.964,1.147,0.681,1.434,0.316,0.818,0.512,11.74,0.254
80410,804,8,KHM,Preaek Sdei,Kaoh Thum,Kandal,Cambodia,17401.186,0.0,0.0,0.0,0.0,64.71,397.155,661.177,661.177,1066.193,2117.38,0.0,0.0,0.0,0.0,0.16,0.94,1.931,2.099,5.383,18.333,0.0,0.0,0.0,0.0,0.001,0.003,0.01,0.002,0.011,0.018,0.045,0.0
80116,801,8,KHM,Preaek Slaeng,Kandal Stueng,Kandal,Cambodia,5617.301,0.0,455.505,1061.13,1312.525,1558.809,1664.5,2007.505,2603.72,3544.389,4156.77,0.0,1.157,2.618,3.72,4.964,5.566,7.42,9.498,14.085,18.342,0.0,0.116,0.131,0.112,0.033,0.019,0.037,0.009,0.028,0.018,0.503,0.009
80309,803,8,KHM,Preaek Ta Kov,Khsach Kandal,Kandal,Cambodia,6160.016,0.0,0.0,116.058,265.72,369.181,561.699,749.366,807.714,1042.063,1777.776,0.0,0.0,0.438,2.175,3.583,5.092,9.271,11.087,17.902,28.453,0.0,0.0,0.022,0.065,0.024,0.017,0.046,0.011,0.036,0.028,0.25,0.004
80310,803,8,KHM,Preaek Ta Meak,Khsach Kandal,Kandal,Cambodia,12338.021,0.0,0.0,0.0,221.738,295.742,328.749,341.759,392.208,746.994,1000.799,0.0,0.0,0.0,0.81,1.222,1.518,2.642,3.173,5.413,11.96,0.0,0.0,0.0,0.024,0.008,0.005,0.013,0.003,0.011,0.012,0.077,0.001
30808,308,3,KHM,Preaek Ta Nong,Kaoh Soutin,Kampong Cham,Cambodia,6458.575,0.0,153.289,314.7,913.058,1675.081,2281.585,3024.963,3115.675,3723.332,3989.148,0.0,0.6,2.091,6.43,10.88,16.272,31.611,37.209,58.899,88.514,0.0,0.06,0.105,0.193,0.073,0.054,0.158,0.037,0.118,0.089,0.886,0.014
141110,1411,14,KHM,Preaek Ta Sar,Pur Rieng,Prey Veng,Cambodia,5236.174,0.0,0.0,0.0,596.402,898.797,1065.913,1711.646,1797.477,1976.94,2455.672,0.0,0.0,0.0,3.901,7.742,10.852,21.494,25.648,43.06,73.163,0.0,0.0,0.0,0.117,0.052,0.036,0.107,0.026,0.086,0.073,0.497,0.009
121003,1210,12,KHM,Preaek Ta Sek,Chraoy Chongvar,Phnom Penh,Cambodia,5290.587,0.0,2195.971,4342.382,4757.25,4757.25,4757.25,4757.25,4757.25,4757.25,4757.25,0.0,9.117,102.72,303.402,410.662,496.811,739.381,826.697,1094.304,1390.489,0.0,0.912,5.136,9.102,2.738,1.656,3.697,0.827,2.189,1.39,27.646,0.523
80910,809,8,KHM,Preaek Ta Teaen,Ponhea Lueu,Kandal,Cambodia,9564.818,4260.578,4454.253,4891.994,8782.1,9097.286,9254.464,9254.464,9254.464,9254.464,9254.464,27.167,29.438,33.311,240.557,448.147,672.217,1224.924,1412.492,1931.26,2533.114,5.433,2.944,1.666,7.217,2.988,2.241,6.125,1.412,3.863,2.533,36.421,0.381
80411,804,8,KHM,Preaek Thmei,Kaoh Thum,Kandal,Cambodia,16999.512,0.0,0.0,0.0,80.517,80.517,139.377,324.82,349.729,1319.052,2459.222,0.0,0.0,0.0,0.272,0.375,0.564,1.35,1.547,5.757,14.074,0.0,0.0,0.0,0.008,0.003,0.002,0.007,0.002,0.012,0.014,0.046,0.0
121208,1212,12,KHM,Preaek Thmei,Chbar Ampov,Phnom Penh,Cambodia,21938.742,0.0,0.0,0.0,0.0,0.0,134.791,3111.97,4137.109,8071.81,9912.826,0.0,0.0,0.0,0.0,0.0,0.336,10.367,15.629,41.131,66.039,0.0,0.0,0.0,0.0,0.0,0.001,0.052,0.016,0.082,0.066,0.217,0.001
70711,707,7,KHM,Preaek Tnoat,Tuek Chhou,Kampot,Cambodia,9658.748,0.0,0.0,59.27,114.127,114.127,114.127,165.594,191.298,221.842,252.368,0.0,0.0,0.146,0.321,0.346,0.363,0.509,0.578,0.708,0.851,0.0,0.0,0.007,0.01,0.002,0.001,0.003,0.001,0.001,0.001,0.026,0.0
80506,805,8,KHM,Preaek Tonloab,Leuk Daek,Kandal,Cambodia,11090.079,0.0,0.0,0.0,0.0,0.0,0.0,871.662,871.662,871.662,901.497,0.0,0.0,0.0,0.0,0.0,0.0,2.815,3.542,6.298,13.145,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.004,0.013,0.013,0.043,0.0
31508,315,3,KHM,Preah Andoung,Stueng Trang,Kampong Cham,Cambodia,1471.596,762.238,762.238,833.068,833.068,833.068,974.777,1046.433,1123.871,1279.597,1279.597,119.421,122.218,125.871,131.869,135.489,139.339,152.428,158.727,185.357,228.093,23.884,12.222,6.294,3.956,0.903,0.464,0.762,0.159,0.371,0.228,49.243,3.346
190403,1904,19,KHM,Preah Bat,Stueng Traeng,Stung Treng,Cambodia,3240.39,2495.185,2511.126,2526.482,2526.482,2526.482,2526.482,2541.994,2541.994,2541.994,2541.994,1461.987,1605.354,1720.531,1843.37,1892.191,1926.356,2005.88,2031.105,2108.864,2186.045,292.397,160.535,86.027,55.301,12.615,6.421,10.029,2.031,4.218,2.186,631.76,19.496
210402,2104,21,KHM,Preah Bat Choan Chum,Kiri Vong,Takeo,Cambodia,16780.6,0.0,0.0,0.0,167.243,167.243,229.183,274.915,296.981,695.515,1013.794,0.0,0.0,0.0,1.087,1.375,1.645,2.05,2.168,3.689,5.741,0.0,0.0,0.0,0.033,0.009,0.005,0.01,0.002,0.007,0.006,0.073,0.0
170303,1703,17,KHM,Preah Dak,Banteay Srei,Siemreap,Cambodia,10270.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60810,608,6,KHM,Preah Damrei,Stoung,Kampong Thom,Cambodia,5465.545,0.0,1151.013,1247.415,1327.581,1565.537,1963.798,3423.943,3708.945,4073.196,4337.687,0.0,3.268,4.939,7.277,8.827,10.518,15.832,17.291,21.081,25.098,0.0,0.327,0.247,0.218,0.059,0.035,0.079,0.017,0.042,0.025,1.05,0.019
50115,501,5,KHM,Preah Khae,Basedth,Kampong Speu,Cambodia,5172.666,241.013,241.013,241.013,514.855,649.761,842.891,950.884,950.884,1005.979,1074.905,0.516,0.578,0.635,1.254,1.562,1.97,2.289,2.329,2.57,2.851,0.103,0.058,0.032,0.038,0.01,0.007,0.011,0.002,0.005,0.003,0.269,0.005
130706,1307,13,KHM,Preah Khleang,Tbaeng Mean Chey,Preah Vihear,Cambodia,6004.043,0.0,216.689,216.689,385.597,385.597,385.597,819.344,819.344,1241.133,1435.486,0.0,0.493,0.675,1.308,1.537,1.719,3.277,3.626,5.839,8.625,0.0,0.049,0.034,0.039,0.01,0.006,0.016,0.004,0.012,0.009,0.179,0.003
50305,503,5,KHM,Preah Nipean,Kong Pisei,Kampong Speu,Cambodia,13390.764,138.027,170.451,265.451,515.752,638.387,794.561,1297.227,1563.453,2477.087,3177.716,0.308,0.39,0.621,1.256,1.58,1.96,3.279,4.182,11.591,22.289,0.062,0.039,0.031,0.038,0.011,0.007,0.016,0.004,0.023,0.022,0.252,0.002
21304,213,2,KHM,Preah Phos,Koas Krala,Battambang,Cambodia,2600.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10607,106,1,KHM,Preah Ponlea,Serei Saophoan,Banteay Meanchey,Cambodia,24605.008,0.0,10856.742,12138.796,13944.488,14702.371,15348.406,16094.782,16307.961,16998.299,18029.346,0.0,38.324,54.764,88.402,108.764,124.147,161.178,174.172,221.112,280.983,0.0,3.832,2.738,2.652,0.725,0.414,0.806,0.174,0.442,0.281,12.065,0.049
200204,2002,20,KHM,Preah Ponlea,Kampong Rou,Svay Rieng,Cambodia,2492.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
