ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_pop_WPOP20,pop_WPOP20_C4,pop_WPOP20_C3,pop_WPOP20_C2,pop_WPOP20_C1,pop_WPOP20_C0,pop_WPOP20_C4%,pop_WPOP20_C3%,pop_WPOP20_C2%,pop_WPOP20_C1%,pop_WPOP20_C0%
70703,707,7,KHM,Kampong Kraeng,Tuek Chhou,Kampot,Cambodia,2924.772,0,0,2522.89,2522.89,2522.89,0,0,0.862593733802156,0.862593733802156,0.862593733802156
210304,2103,21,KHM,Kampong Krasang,Borei Cholsar,Takeo,Cambodia,3532.096,0,0,3532.097,3532.097,3532.097,0,0,1,1,1
141003,1410,14,KHM,Kampong Leav,Prey Veng,Prey Veng,Cambodia,12354.598,0,0,12051.948,12051.948,12051.948,0,0,0.975503047529349,0.975503047529349,0.975503047529349
20902,209,2,KHM,Kampong Lpov,Samlout,Battambang,Cambodia,8810.537,0,0,8718.095,8718.095,8718.095,0,0,0.989507790501305,0.989507790501305,0.989507790501305
80903,809,8,KHM,Kampong Luong,Ponhea Lueu,Kandal,Cambodia,10408.577,0,0,9820.977,9820.977,9820.977,0,0,0.943546557805164,0.943546557805164,0.943546557805164
150305,1503,15,KHM,Kampong Luong,Krakor,Pursat,Cambodia,217.555,0,0,147.185,147.185,147.185,0,0,0.676541564202156,0.676541564202156,0.676541564202156
80904,809,8,KHM,Kampong Os,Ponhea Lueu,Kandal,Cambodia,6810.839,0,0,6761.973,6761.973,6761.973,0,0,0.992825259854182,0.992825259854182,0.992825259854182
40203,402,4,KHM,Kampong Ous,Chol Kiri,Kampong Chhnang,Cambodia,2287.312,0,0,1976.78,1976.78,1976.78,0,0,0.864237148233385,0.864237148233385,0.864237148233385
170904,1709,17,KHM,Kampong Phluk,Prasat Bakong,Siemreap,Cambodia,3022.075,0,0,3022.075,3022.075,3022.075,0,0,1,1,1
80501,805,8,KHM,Kampong Phnum,Leuk Daek,Kandal,Cambodia,8856.963,0,0,8653.519,8653.519,8653.519,0,0,0.977030049690848,0.977030049690848,0.977030049690848
140801,1408,14,KHM,Kampong Popil,Pea Reang,Prey Veng,Cambodia,11375.166,0,0,10043.409,10043.409,10043.409,0,0,0.88292417007365,0.88292417007365,0.88292417007365
150306,1503,15,KHM,Kampong Pou,Krakor,Pursat,Cambodia,6696.055,0,0,6696.055,6696.055,6696.055,0,0,1,1,1
130801,1308,13,KHM,Kampong Pranak,Preah Vihear,Preah Vihear,Cambodia,13592.205,0,0,13080.487,13080.487,13080.487,0,0,0.962352098132716,0.962352098132716,0.962352098132716
140803,1408,14,KHM,Kampong Prang,Pea Reang,Prey Veng,Cambodia,7941.504,0,0,7276.419,7276.419,7276.419,0,0,0.916252009694889,0.916252009694889,0.916252009694889
140602,1406,14,KHM,Kampong Prasat,Peam Chor,Prey Veng,Cambodia,4632.601,0,0,4632.601,4632.601,4632.601,0,0,1,1,1
20805,208,2,KHM,Kampong Preah,Sangkae,Battambang,Cambodia,9938.441,0,0,9890.722,9890.722,9890.722,0,0,0.995198542709063,0.995198542709063,0.995198542709063
40105,401,4,KHM,Kampong Preah Kokir,Baribour,Kampong Chhnang,Cambodia,1543.093,0,0,0,0,0,0,0,0,0,0
20806,208,2,KHM,Kampong Prieng,Sangkae,Battambang,Cambodia,8028.947,0,0,7910.782,7910.782,7910.782,0,0,0.985282627971015,0.985282627971015,0.985282627971015
30801,308,3,KHM,Kampong Reab,Kaoh Soutin,Kampong Cham,Cambodia,4021.34,0,0,4021.34,4021.34,4021.34,0,0,1,1,1
210606,2106,21,KHM,Kampong Reab,Prey Kabbas,Takeo,Cambodia,7583.188,0,0,7252.289,7252.289,7252.289,0,0,0.956364130758726,0.956364130758726,0.956364130758726
60303,603,6,KHM,Kampong Roteh,Stueng Saen,Kampong Thom,Cambodia,3308.313,0,0,2565.268,2565.268,2565.268,0,0,0.775400634704153,0.775400634704153,0.775400634704153
141109,1411,14,KHM,Kampong Ruessei,Pur Rieng,Prey Veng,Cambodia,5712.155,0,0,5712.155,5712.155,5712.155,0,0,1,1,1
81106,811,8,KHM,Kampong Samnanh,Ta Khmau,Kandal,Cambodia,22372.166,0,0,19763.787,19763.787,19763.787,0,0,0.883409634990193,0.883409634990193,0.883409634990193
70704,707,7,KHM,Kampong Samraong,Tuek Chhou,Kampot,Cambodia,1490.675,0,0,974.143,974.143,974.143,0,0,0.653491203649354,0.653491203649354,0.653491203649354
180402,1804,18,KHM,Kampong Seila,Kampong Seila,Preah Sihanouk,Cambodia,6490.669,0,0,6486.615,6486.615,6486.615,0,0,0.999375411070877,0.999375411070877,0.999375411070877
140905,1409,14,KHM,Kampong Soeng,Preah Sdach,Prey Veng,Cambodia,9442.39,0,0,8981.624,8981.624,8981.624,0,0,0.951202396850797,0.951202396850797,0.951202396850797
130207,1302,13,KHM,Kampong Sralau Muoy,Chhaeb,Preah Vihear,Cambodia,3347.589,0,0,3347.589,3347.589,3347.589,0,0,1,1,1
130208,1302,13,KHM,Kampong Sralau Pir,Chhaeb,Preah Vihear,Cambodia,0,0,0,0,0,0,0,0,0,0,0
10602,106,1,KHM,Kampong Svay,Serei Saophoan,Banteay Meanchey,Cambodia,18285.781,0,0,16516.355,16516.355,16516.355,0,0,0.903234868666534,0.903234868666534,0.903234868666534
60204,602,6,KHM,Kampong Svay,Kampong Svay,Kampong Thom,Cambodia,11119.847,0,0,11100.224,11100.224,11100.224,0,0,0.998235317446364,0.998235317446364,0.998235317446364
80204,802,8,KHM,Kampong Svay,Kien Svay,Kandal,Cambodia,15601.4,0,0,14828.414,14828.414,14828.414,0,0,0.950454061814965,0.950454061814965,0.950454061814965
170602,1706,17,KHM,Kampong Thkov,Kralanh,Siemreap,Cambodia,7386.732,0,0,6842.02,6842.02,6842.02,0,0,0.926258052952239,0.926258052952239,0.926258052952239
60703,607,6,KHM,Kampong Thma,Santuk,Kampong Thom,Cambodia,10211.307,0,0,9678.247,9678.247,9678.247,0,0,0.94779708415387,0.94779708415387,0.94779708415387
60302,603,6,KHM,Kampong Thum,Stueng Saen,Kampong Thom,Cambodia,5189.938,0,0,4212.993,4212.993,4212.993,0,0,0.811761720467566,0.811761720467566,0.811761720467566
140307,1403,14,KHM,Kampong Trabaek,Kampong Trabaek,Prey Veng,Cambodia,8886.027,0,0,8633.615,8633.615,8633.615,0,0,0.971594504495654,0.971594504495654,0.971594504495654
200408,2004,20,KHM,Kampong Trach,Romeas Haek,Svay Rieng,Cambodia,9773.8,0,0,9526.257,9526.257,9526.257,0,0,0.974672798706747,0.974672798706747,0.974672798706747
70605,706,7,KHM,Kampong Trach Khang Kaeut,Kampong Trach,Kampot,Cambodia,9014.117,0,0,8392.347,8392.347,8392.347,0,0,0.93102263926683,0.93102263926683,0.93102263926683
70606,706,7,KHM,Kampong Trach Khang Lech,Kampong Trach,Kampot,Cambodia,4903.513,0,0,4627.076,4627.076,4627.076,0,0,0.943624703350435,0.943624703350435,0.943624703350435
40504,405,4,KHM,Kampong Tralach,Kampong Tralach,Kampong Chhnang,Cambodia,5901.953,0,0,5901.953,5901.953,5901.953,0,0,1,1,1
250403,2504,25,KHM,Kampong Treas,Krouch Chhmar,Tboung Khmum,Cambodia,5481.865,0,0,4667.252,4667.252,4667.252,0,0,0.85139856599898,0.85139856599898,0.85139856599898
21201,212,2,KHM,Kamrieng,Kamrieng,Battambang,Cambodia,25810.42,0,0,21829.396,21829.396,21829.396,0,0,0.84575903840387,0.84575903840387,0.84575903840387
170906,1709,17,KHM,Kandaek,Prasat Bakong,Siemreap,Cambodia,22018.41,0,0,21824.212,21824.212,21824.212,0,0,0.991180198751863,0.991180198751863,0.991180198751863
80107,801,8,KHM,Kandaok,Kandal Stueng,Kandal,Cambodia,8115.728,0,0,7910.139,7910.139,7910.139,0,0,0.974667830168778,0.974667830168778,0.974667830168778
70705,707,7,KHM,Kandaol,Tuek Chhou,Kampot,Cambodia,16580.543,0,0,16084.047,16084.047,16084.047,0,0,0.970055504213583,0.970055504213583,0.970055504213583
90102,901,9,KHM,Kandaol,Botum Sakor,Koh Kong,Cambodia,5458.802,0,0,5458.802,5458.802,5458.802,0,0,1,1,1
250604,2506,25,KHM,Kandaol Chrum,Ponhea Kraek,Tboung Khmum,Cambodia,15159.007,0,0,14793.584,14793.584,14793.584,0,0,0.97589400150023,0.97589400150023,0.97589400150023
50202,502,5,KHM,Kandaol Dom,Chbar Mon,Kampong Speu,Cambodia,5975.977,0,0,5621.015,5621.015,5621.015,0,0,0.940601846359181,0.940601846359181,0.940601846359181
150203,1502,15,KHM,Kandieng,Kandieng,Pursat,Cambodia,5450.75,0,0,4209.6,4209.6,4209.6,0,0,0.772297390267394,0.772297390267394,0.772297390267394
200703,2007,20,KHM,Kandieng Reay,Svay Teab,Svay Rieng,Cambodia,6070.692,0,0,4084.82,4084.82,4084.82,0,0,0.672875514027066,0.672875514027066,0.672875514027066
210204,2102,21,KHM,Kandoeng,Bati,Takeo,Cambodia,7886.206,0,0,7353.882,7353.882,7353.882,0,0,0.932499353935213,0.932499353935213,0.932499353935213
190503,1905,19,KHM,Kang Cham,Thala Barivat,Stung Treng,Cambodia,4163.248,0,0,4163.248,4163.248,4163.248,0,0,1,1,1
30702,307,3,KHM,Kang Ta Noeng,Kang Meas,Kampong Cham,Cambodia,6812.513,0,0,6722.061,6722.061,6722.061,0,0,0.986722667538396,0.986722667538396,0.986722667538396
140802,1408,14,KHM,Kanhcham,Pea Reang,Prey Veng,Cambodia,9612.679,0,0,9522.185,9522.185,9522.185,0,0,0.990585975044002,0.990585975044002,0.990585975044002
100105,1001,10,KHM,Kanhchor,Chhloung,Kratie,Cambodia,9062.883,0,0,9005.353,9005.353,9005.353,0,0,0.993652130343071,0.993652130343071,0.993652130343071
150204,1502,15,KHM,Kanhchor,Kandieng,Pursat,Cambodia,8479.128,0,0,7948.037,7948.037,7948.037,0,0,0.937364903560838,0.937364903560838,0.937364903560838
140402,1404,14,KHM,Kanhchriech,Kanhchriech,Prey Veng,Cambodia,4742.637,0,0,4544.53,4544.53,4544.53,0,0,0.958228512955978,0.958228512955978,0.958228512955978
140305,1403,14,KHM,Kansoam Ak,Kampong Trabaek,Prey Veng,Cambodia,7972.519,0,0,7972.519,7972.519,7972.519,0,0,1,1,1
121402,1214,12,KHM,Kantaok,Kamboul,Phnom Penh,Cambodia,17542.926,0,0,16110.454,16110.454,16110.454,0,0,0.918344750470931,0.918344750470931,0.918344750470931
170905,1709,17,KHM,Kantreang,Prasat Bakong,Siemreap,Cambodia,9653.215,0,0,9333.117,9333.117,9333.117,0,0,0.966840270314087,0.966840270314087,0.966840270314087
20101,201,2,KHM,Kantueu Muoy,Banan,Battambang,Cambodia,8687.016,0,0,8349.144,8349.144,8349.144,0,0,0.961106092126456,0.961106092126456,0.961106092126456
20102,201,2,KHM,Kantueu Pir,Banan,Battambang,Cambodia,5051.229,0,0,4893.929,4893.929,4893.929,0,0,0.968859063804076,0.968859063804076,0.968859063804076
100604,1006,10,KHM,Kantuot,Chetr Borei,Kratie,Cambodia,7447.628,0,0,7447.628,7447.628,7447.628,0,0,1,1,1
130306,1303,13,KHM,Kantuot,Choam Ksant,Preah Vihear,Cambodia,14160.893,0,0,13509.43,13509.43,13509.43,0,0,0.953995627253168,0.953995627253168,0.953995627253168
171302,1713,17,KHM,Kantuot,Svay Leu,Siemreap,Cambodia,7459.005,0,0,7459.005,7459.005,7459.005,0,0,1,1,1
31404,314,3,KHM,Kaoh Andaet,Srei Santhor,Kampong Cham,Cambodia,2584.598,0,0,2186.22,2186.22,2186.22,0,0,0.845864618017966,0.845864618017966,0.845864618017966
81002,810,8,KHM,Kaoh Anlong Chen,S'ang,Kandal,Cambodia,4332.826,0,0,4167.442,4167.442,4167.442,0,0,0.961829992711454,0.961829992711454,0.961829992711454
140603,1406,14,KHM,Kaoh Chek,Peam Chor,Prey Veng,Cambodia,5593.311,0,0,5525.194,5525.194,5525.194,0,0,0.987821703459722,0.987821703459722,0.987821703459722
80905,809,8,KHM,Kaoh Chen,Ponhea Lueu,Kandal,Cambodia,8755.887,0,0,8696.729,8696.729,8696.729,0,0,0.99324363139908,0.99324363139908,0.99324363139908
20507,205,2,KHM,Kaoh Chiveang,Aek Phnum,Battambang,Cambodia,0,0,0,0,0,0,0,0,0,0,0
80304,803,8,KHM,Kaoh Chouram,Khsach Kandal,Kandal,Cambodia,3488.758,0,0,3399.599,3399.599,3399.599,0,0,0.97444391385129,0.97444391385129,0.97444391385129
100606,1006,10,KHM,Kaoh Chraeng,Chetr Borei,Kratie,Cambodia,0,0,0,0,0,0,0,0,0,0,0
150210,1502,15,KHM,Kaoh Chum,Kandieng,Pursat,Cambodia,4059.146,0,0,4059.147,4059.147,4059.147,0,0,1,1,1
121004,1210,12,KHM,Kaoh Dach,Chraoy Chongvar,Phnom Penh,Cambodia,11295.637,0,0,11295.636,11295.636,11295.636,0,0,0.999999911470243,0.999999911470243,0.999999911470243
80604,806,8,KHM,Kaoh Kaev,Lvea Aem,Kandal,Cambodia,1455.647,0,0,1315.153,1315.153,1315.153,0,0,0.903483468176007,0.903483468176007,0.903483468176007
90302,903,9,KHM,Kaoh Kapi,Kaoh Kong,Koh Kong,Cambodia,2442.041,0,0,2442.041,2442.041,2442.041,0,0,1,1,1
81003,810,8,KHM,Kaoh Khael,S'ang,Kandal,Cambodia,5357.279,0,0,5299.398,5299.398,5299.398,0,0,0.989195821236863,0.989195821236863,0.989195821236863
100404,1004,10,KHM,Kaoh Khnhaer,Sambour,Kratie,Cambodia,2266.666,0,0,2266.666,2266.666,2266.666,0,0,1,1,1
81004,810,8,KHM,Kaoh Khsach Tonlea,S'ang,Kandal,Cambodia,5072.486,0,0,4633.994,4633.994,4633.994,0,0,0.913554813162619,0.913554813162619,0.913554813162619
30605,306,3,KHM,Kaoh Mitt,Kampong Siem,Kampong Cham,Cambodia,4557.773,0,0,4345.272,4345.272,4345.272,0,0,0.953376133475713,0.953376133475713,0.953376133475713
80305,803,8,KHM,Kaoh Oknha Tei,Khsach Kandal,Kandal,Cambodia,4956,0,0,4871.76,4871.76,4871.76,0,0,0.983002421307506,0.983002421307506,0.983002421307506
160905,1609,16,KHM,Kaoh Pang,Veun Sai,Ratanak Kiri,Cambodia,927.832,0,0,927.832,927.832,927.832,0,0,1,1,1
160906,1609,16,KHM,Kaoh Peak,Veun Sai,Ratanak Kiri,Cambodia,4473.536,0,0,4473.536,4473.536,4473.536,0,0,1,1,1
250404,2504,25,KHM,Kaoh Pir,Krouch Chhmar,Tboung Khmum,Cambodia,726.389,0,0,726.389,726.389,726.389,0,0,1,1,1
10603,106,1,KHM,Kaoh Pong Satv,Serei Saophoan,Banteay Meanchey,Cambodia,4784.621,0,0,4549.518,4549.518,4549.518,0,0,0.950862774710891,0.950862774710891,0.950862774710891
190201,1902,19,KHM,Kaoh Preah,Siem Bouk,Stung Treng,Cambodia,1589.849,0,0,1589.849,1589.849,1589.849,0,0,1,1,1
80605,806,8,KHM,Kaoh Reah,Lvea Aem,Kandal,Cambodia,2802.885,0,0,2416.31,2416.31,2416.31,0,0,0.862079607261803,0.862079607261803,0.862079607261803
30606,306,3,KHM,Kaoh Roka,Kampong Siem,Kampong Cham,Cambodia,5062.121,0,0,4704.637,4704.637,4704.637,0,0,0.929380589677726,0.929380589677726,0.929380589677726
140604,1406,14,KHM,Kaoh Roka,Peam Chor,Prey Veng,Cambodia,5681.905,0,0,4998.299,4998.299,4998.299,0,0,0.879687182379853,0.879687182379853,0.879687182379853
190202,1902,19,KHM,Kaoh Sampeay,Siem Bouk,Stung Treng,Cambodia,2637.608,0,0,2637.608,2637.608,2637.608,0,0,1,1,1
140605,1406,14,KHM,Kaoh Sampov,Peam Chor,Prey Veng,Cambodia,10783.61,0,0,9218.962,9218.962,9218.962,0,0,0.854904990072897,0.854904990072897,0.854904990072897
30607,306,3,KHM,Kaoh Samraong,Kampong Siem,Kampong Cham,Cambodia,2095.196,0,0,1993.722,1993.722,1993.722,0,0,0.951568254234926,0.951568254234926,0.951568254234926
90201,902,9,KHM,Kaoh Sdach,Kiri Sakor,Koh Kong,Cambodia,4026.985,0,0,2988.296,2988.296,2988.296,0,0,0.742067824936025,0.742067824936025,0.742067824936025
190602,1906,19,KHM,Kaoh Snaeng,Borei O'Svay Sen C,Stung Treng,Cambodia,3087.131,0,0,3087.131,3087.131,3087.131,0,0,1,1,1
30802,308,3,KHM,Kaoh Sotin,Kaoh Soutin,Kampong Cham,Cambodia,6847.461,0,0,6235.26,6235.26,6235.26,0,0,0.910594452454713,0.910594452454713,0.910594452454713
190203,1902,19,KHM,Kaoh Sralay,Siem Bouk,Stung Treng,Cambodia,4417.769,0,0,4417.769,4417.769,4417.769,0,0,1,1,1
40202,402,4,KHM,Kaoh Thkov,Chol Kiri,Kampong Chhnang,Cambodia,8104.653,0,0,7806.376,7806.376,7806.376,0,0,0.963196820394408,0.963196820394408,0.963196820394408
80404,804,8,KHM,Kaoh Thum Ka,Kaoh Thum,Kandal,Cambodia,3537.702,0,0,3085.264,3085.264,3085.264,0,0,0.872109635011654,0.872109635011654,0.872109635011654
80405,804,8,KHM,Kaoh Thum Kha,Kaoh Thum,Kandal,Cambodia,8026.089,0,0,7132.955,7132.955,7132.955,0,0,0.88872114425843,0.88872114425843,0.88872114425843
30608,306,3,KHM,Kaoh Tontuem,Kampong Siem,Kampong Cham,Cambodia,2462.287,0,0,2410.549,2410.549,2410.549,0,0,0.978987827170431,0.978987827170431,0.978987827170431
70707,707,7,KHM,Kaoh Touch,Tuek Chhou,Kampot,Cambodia,8909.867,0,0,8479.546,8479.546,8479.546,0,0,0.951702870536676,0.951702870536676,0.951702870536676
100207,1002,10,KHM,Kaoh Trong,Kracheh,Kratie,Cambodia,327.753,0,0,327.753,327.753,327.753,0,0,1,1,1
250605,2506,25,KHM,Kaong Kang,Ponhea Kraek,Tboung Khmum,Cambodia,18791.916,0,0,17601.915,17601.915,17601.915,0,0,0.936674844651285,0.936674844651285,0.936674844651285
21302,213,2,KHM,Kaos Krala,Koas Krala,Battambang,Cambodia,8288.421,0,0,8288.421,8288.421,8288.421,0,0,1,1,1
50102,501,5,KHM,Kat Phluk,Basedth,Kampong Speu,Cambodia,7375.476,0,0,6799.864,6799.864,6799.864,0,0,0.921955952402258,0.921955952402258,0.921955952402258
100403,1004,10,KHM,Kbal Damrei,Sambour,Kratie,Cambodia,7868.952,0,0,7868.951,7868.951,7868.951,0,0,0.999999872918274,0.999999872918274,0.999999872918274
121207,1212,12,KHM,Kbal Kaoh,Chbar Ampov,Phnom Penh,Cambodia,25921.727,0,0,24932.926,24932.926,24932.926,0,0,0.961854354842947,0.961854354842947,0.961854354842947
190102,1901,19,KHM,Kbal Romeas,Sesan,Stung Treng,Cambodia,7044.407,0,0,6927.425,6927.425,6927.425,0,0,0.983393634127046,0.983393634127046,0.983393634127046
150307,1503,15,KHM,Kbal Trach,Krakor,Pursat,Cambodia,10185.892,0,0,9709.898,9709.898,9709.898,0,0,0.953269286577945,0.953269286577945,0.953269286577945
40804,408,4,KHM,Kbal Tuek,Tuek Phos,Kampong Chhnang,Cambodia,9527.522,0,0,9483.894,9483.894,9483.894,0,0,0.99542084500041,0.99542084500041,0.99542084500041
210607,2106,21,KHM,Kdanh,Prey Kabbas,Takeo,Cambodia,7350.786,0,0,6758.3,6758.3,6758.3,0,0,0.91939827931326,0.91939827931326,0.91939827931326
60210,602,6,KHM,Kdei Doung,Kampong Svay,Kampong Thom,Cambodia,4626.407,0,0,4626.407,4626.407,4626.407,0,0,1,1,1
170703,1707,17,KHM,Kdei Run,Puok,Siemreap,Cambodia,3324.159,0,0,3324.159,3324.159,3324.159,0,0,1,1,1
140403,1404,14,KHM,Kdoeang Reay,Kanhchriech,Prey Veng,Cambodia,7700.909,0,0,7645.419,7645.419,7645.419,0,0,0.992794357133684,0.992794357133684,0.992794357133684
20306,203,2,KHM,Kdol Doun Teav,Battambang,Battambang,Cambodia,7583.071,0,0,6546.052,6546.052,6546.052,0,0,0.863245510954599,0.863245510954599,0.863245510954599
20406,204,2,KHM,Kdol Ta Haen,Bavel,Battambang,Cambodia,30978.248,0,0,30715.723,30715.723,30715.723,0,0,0.991525505251298,0.991525505251298,0.991525505251298
20602,206,2,KHM,Kear,Moung Ruessei,Battambang,Cambodia,14297.965,0,0,13516.102,13516.102,13516.102,0,0,0.945316483849275,0.945316483849275,0.945316483849275
160302,1603,16,KHM,Keh Chong,Bar Kaev,Ratanak Kiri,Cambodia,5419.543,0,0,5419.543,5419.543,5419.543,0,0,1,1,1
171106,1711,17,KHM,Khchas,Soutr Nikom,Siemreap,Cambodia,8436.426,0,0,8261.542,8261.542,8261.542,0,0,0.979270368755679,0.979270368755679,0.979270368755679
30703,307,3,KHM,Khchau,Kang Meas,Kampong Cham,Cambodia,7066.696,0,0,6877.923,6877.923,6877.923,0,0,0.973286950506998,0.973286950506998,0.973286950506998
70503,705,7,KHM,Khcheay Khang Cheung,Dang Tong,Kampot,Cambodia,3935.805,0,0,3935.806,3935.806,3935.806,0,0,1,1,1
70504,705,7,KHM,Khcheay Khang Tboung,Dang Tong,Kampot,Cambodia,2050.385,0,0,1812.66,1812.66,1812.66,0,0,0.884058359771458,0.884058359771458,0.884058359771458
20407,204,2,KHM,Khlaeng Meas,Bavel,Battambang,Cambodia,12167.477,0,0,11573.939,11573.939,11573.939,0,0,0.951219303722538,0.951219303722538,0.951219303722538
40805,408,4,KHM,Khlong Popok,Tuek Phos,Kampong Chhnang,Cambodia,4914.349,0,0,4811.284,4811.284,4811.284,0,0,0.979027741009033,0.979027741009033,0.979027741009033
120803,1208,12,KHM,Khmuonh,Saensokh,Phnom Penh,Cambodia,66793.234,0,0,64407.47,64407.47,64407.47,0,0,0.964281352210016,0.964281352210016,0.964281352210016
20402,204,2,KHM,Khnach Romeas,Bavel,Battambang,Cambodia,10539.658,0,0,10170.166,10170.166,10170.166,0,0,0.964942695484047,0.964942695484047,0.964942695484047
171303,1713,17,KHM,Khnang Phnum,Svay Leu,Siemreap,Cambodia,0,0,0,0,0,0,0,0,0,0,0
40702,407,4,KHM,Khnar Chhmar,Sameakki Mean Chey,Kampong Chhnang,Cambodia,5440.58,0,0,5268.448,5268.448,5268.448,0,0,0.968361461461829,0.968361461461829,0.968361461461829
171107,1711,17,KHM,Khnar Pou,Soutr Nikom,Siemreap,Cambodia,4711.554,0,0,4647.111,4647.111,4647.111,0,0,0.986322347149157,0.986322347149157,0.986322347149157
31403,314,3,KHM,Khnar Sa,Srei Santhor,Kampong Cham,Cambodia,4053.466,0,0,3896.35,3896.35,3896.35,0,0,0.961239097601904,0.961239097601904,0.961239097601904
170301,1703,17,KHM,Khnar Sanday,Banteay Srei,Siemreap,Cambodia,8362.129,0,0,8362.13,8362.13,8362.13,0,0,1,1,1
150103,1501,15,KHM,Khnar Totueng,Bakan,Pursat,Cambodia,4868.818,0,0,4738.044,4738.044,4738.044,0,0,0.97314050350619,0.97314050350619,0.97314050350619
170705,1707,17,KHM,Khnat,Puok,Siemreap,Cambodia,11689.307,0,0,10894.629,10894.629,10894.629,0,0,0.932016671304809,0.932016671304809,0.932016671304809
30301,303,3,KHM,Khnor Dambang,Cheung Prey,Kampong Cham,Cambodia,9024.874,0,0,8994.417,8994.417,8994.417,0,0,0.996625216041797,0.996625216041797,0.996625216041797
40104,401,4,KHM,Khon Rang,Baribour,Kampong Chhnang,Cambodia,9634.555,0,0,9169.878,9169.878,9169.878,0,0,0.951769749614798,0.951769749614798,0.951769749614798
81001,810,8,KHM,Khpob,S'ang,Kandal,Cambodia,10757.084,0,0,10524.531,10524.531,10524.531,0,0,0.978381408939449,0.978381408939449,0.978381408939449
80503,805,8,KHM,Khpob Ateav,Leuk Daek,Kandal,Cambodia,4879.184,0,0,4820.663,4820.663,4820.663,0,0,0.988005986246881,0.988005986246881,0.988005986246881
31504,315,3,KHM,Khpob Ta Nguon,Stueng Trang,Kampong Cham,Cambodia,4993.907,0,0,4993.907,4993.907,4993.907,0,0,1,1,1
100106,1001,10,KHM,Khsach Andeth,Chhloung,Kratie,Cambodia,2910.5,0,0,2887.113,2887.113,2887.113,0,0,0.991964610891599,0.991964610891599,0.991964610891599
200203,2002,20,KHM,Khsaetr,Kampong Rou,Svay Rieng,Cambodia,7783.727,0,0,7568.652,7568.652,7568.652,0,0,0.972368635230912,0.972368635230912,0.972368635230912
40304,403,4,KHM,Khsam,Kampong Chhnang,Kampong Chhnang,Cambodia,3793.622,0,0,3311.252,3311.252,3311.252,0,0,0.872847110228694,0.872847110228694,0.872847110228694
50504,505,5,KHM,Khsem Khsant,Odongk,Kampong Speu,Cambodia,10860.076,0,0,9878.777,9878.777,9878.777,0,0,0.909641608401267,0.909641608401267,0.909641608401267
50703,507,5,KHM,Khtum Krang,Samraong Tong,Kampong Speu,Cambodia,6707.197,0,0,5927.666,5927.666,5927.666,0,0,0.883776933941257,0.883776933941257,0.883776933941257
170302,1703,17,KHM,Khun Ream,Banteay Srei,Siemreap,Cambodia,0,0,0,0,0,0,0,0,0,0,0
170404,1704,17,KHM,Khvav,Chi Kraeng,Siemreap,Cambodia,18459.234,0,0,18459.234,18459.234,18459.234,0,0,1,1,1
210705,2107,21,KHM,Khvav,Samraong,Takeo,Cambodia,15921.329,0,0,15794.062,15794.062,15794.062,0,0,0.992006509004368,0.992006509004368,0.992006509004368
211004,2110,21,KHM,Khvav,Treang,Takeo,Cambodia,8194.956,0,0,8088.47,8088.47,8088.47,0,0,0.987005909488715,0.987005909488715,0.987005909488715
31304,313,3,KHM,Khvet Thum,Prey Chhor,Kampong Cham,Cambodia,4677.058,0,0,4607.094,4607.094,4607.094,0,0,0.985041023652048,0.985041023652048,0.985041023652048
130103,1301,13,KHM,Khyang,Chey Saen,Preah Vihear,Cambodia,6752.144,0,0,6686.371,6686.371,6686.371,0,0,0.990258945899258,0.990258945899258,0.990258945899258
30603,306,3,KHM,Kien Chrey,Kampong Siem,Kampong Cham,Cambodia,3189.015,0,0,3189.015,3189.015,3189.015,0,0,1,1,1
171105,1711,17,KHM,Kien Sangkae,Soutr Nikom,Siemreap,Cambodia,12914.285,0,0,11744.301,11744.301,11744.301,0,0,0.909403888794463,0.909403888794463,0.909403888794463
120704,1207,12,KHM,Kilomaetr Lekh Prammuoy,Russey Keo,Phnom Penh,Cambodia,22281.08,0,0,20088.923,20088.923,20088.923,0,0,0.901613521427148,0.901613521427148,0.901613521427148
210405,2104,21,KHM,Kiri Chong Kaoh,Kiri Vong,Takeo,Cambodia,6205.396,0,0,6091.315,6091.315,6091.315,0,0,0.981615838860244,0.981615838860244,0.981615838860244
50604,506,5,KHM,Kiri Voan,Phnum Sruoch,Kampong Speu,Cambodia,8055.394,0,0,7156.084,7156.084,7156.084,0,0,0.888359278267457,0.888359278267457,0.888359278267457
60603,606,6,KHM,Klaeng,Sandan,Kampong Thom,Cambodia,3667.151,0,0,3667.151,3667.151,3667.151,0,0,1,1,1
171202,1712,17,KHM,Klang Hay,Srei Snam,Siemreap,Cambodia,2372.103,0,0,2287.612,2287.612,2287.612,0,0,0.964381394905702,0.964381394905702,0.964381394905702
100304,1003,10,KHM,Koh Ta Suy,Prek Prasab,Kratie,Cambodia,1108.817,0,0,1108.817,1108.817,1108.817,0,0,1,1,1
171003,1710,17,KHM,Kok Chak,Siem Reap,Siemreap,Cambodia,45976.629,0,0,43858.725,43858.725,43858.725,0,0,0.953935204775452,0.953935204775452,0.953935204775452
