ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_pop_WPOP20,pop_WPOP20_C4,pop_WPOP20_C3,pop_WPOP20_C2,pop_WPOP20_C1,pop_WPOP20_C0,pop_WPOP20_C4%,pop_WPOP20_C3%,pop_WPOP20_C2%,pop_WPOP20_C1%,pop_WPOP20_C0%
121302,1213,12,KHM,Boeng Keng Kang Ti Pir,Boeng Keng Kang,Phnom Penh,Cambodia,10760.353,0,0,6932.458,6932.458,6932.458,0,0,0.644259347253756,0.644259347253756,0.644259347253756
150102,1501,15,KHM,Boeng Khnar,Bakan,Pursat,Cambodia,8619.419,0,0,8554.675,8554.675,8554.675,0,0,0.992488588848042,0.992488588848042,0.992488588848042
80104,801,8,KHM,Boeng Khyang,Kandal Stueng,Kandal,Cambodia,8470.58,0,0,8275.968,8275.968,8275.968,0,0,0.977024949885368,0.977024949885368,0.977024949885368
30501,305,3,KHM,Boeng Kok,Kampong Cham,Kampong Cham,Cambodia,11477.155,0,0,10305.099,10305.099,10305.099,0,0,0.897879221810632,0.897879221810632,0.897879221810632
80603,806,8,KHM,Boeng Krum,Lvea Aem,Kandal,Cambodia,3653.912,0,0,3500.804,3500.804,3500.804,0,0,0.95809751302166,0.95809751302166,0.95809751302166
60701,607,6,KHM,Boeng Lvea,Santuk,Kampong Thom,Cambodia,24061.699,0,0,24061.698,24061.698,24061.698,0,0,0.999999958440175,0.999999958440175,0.999999958440175
171301,1713,17,KHM,Boeng Mealea,Svay Leu,Siemreap,Cambodia,11971.758,0,0,11971.759,11971.759,11971.759,0,0,1,1,1
31302,313,3,KHM,Boeng Nay,Prey Chhor,Kampong Cham,Cambodia,10689.31,0,0,10527.363,10527.363,10527.363,0,0,0.984849630144509,0.984849630144509,0.984849630144509
70303,703,7,KHM,Boeng Nimol,Chhuk,Kampot,Cambodia,3914.975,0,0,3914.975,3914.975,3914.975,0,0,1,1,1
140101,1401,14,KHM,Boeng Preah,Ba Phnum,Prey Veng,Cambodia,10754.411,0,0,10607.499,10607.499,10607.499,0,0,0.98633937274668,0.98633937274668,0.98633937274668
90601,906,9,KHM,Boeng Preav,Srae Ambel,Koh Kong,Cambodia,3387.083,0,0,3065.17,3065.17,3065.17,0,0,0.904958632546058,0.904958632546058,0.904958632546058
20207,202,2,KHM,Boeng Pring,Thma Koul,Battambang,Cambodia,9697.045,0,0,9334.081,9334.081,9334.081,0,0,0.962569628170231,0.962569628170231,0.962569628170231
120308,1203,12,KHM,Boeng Proluet,Prampir Meakkakra,Phnom Penh,Cambodia,28682.354,0,0,20674.53,20674.53,20674.53,0,0,0.720810084137446,0.720810084137446,0.720810084137446
250202,2502,25,KHM,Boeng Pruol,Tboung Khmum,Tboung Khmum,Cambodia,5057.533,0,0,5057.533,5057.533,5057.533,0,0,1,1,1
21202,212,2,KHM,Boeng Reang,Kamrieng,Battambang,Cambodia,48610.172,0,0,37834.419,37834.419,37834.419,0,0,0.778323084312477,0.778323084312477,0.778323084312477
120204,1202,12,KHM,Boeng Reang,Doun Penh,Phnom Penh,Cambodia,33199.809,0,0,25144.342,25144.342,25144.342,0,0,0.757364055919719,0.757364055919719,0.757364055919719
70601,706,7,KHM,Boeng Sala Khang Cheung,Kampong Trach,Kampot,Cambodia,6249.697,0,0,6105.39,6105.39,6105.39,0,0,0.976909760585193,0.976909760585193,0.976909760585193
70602,706,7,KHM,Boeng Sala Khang Tboung,Kampong Trach,Kampot,Cambodia,6935.103,0,0,6935.103,6935.103,6935.103,0,0,1,1,1
120410,1204,12,KHM,Boeng Salang,Tuol Kouk,Phnom Penh,Cambodia,36888.875,0,0,28569.436,28569.436,28569.436,0,0,0.774472954244335,0.774472954244335,0.774472954244335
180202,1802,18,KHM,Boeng Ta Prum,Prey Nob,Preah Sihanouk,Cambodia,5550.987,0,0,5180.793,5180.793,5180.793,0,0,0.933310238341397,0.933310238341397,0.933310238341397
121406,1214,12,KHM,Boeng Thum,Kamboul,Phnom Penh,Cambodia,8729.643,0,0,8209.557,8209.557,8209.557,0,0,0.940422993242679,0.940422993242679,0.940422993242679
120111,1201,12,KHM,Boeng Trabaek,Chamkar Mon,Phnom Penh,Cambodia,15481.76,0,0,10721.57,10721.57,10721.57,0,0,0.692529143973295,0.692529143973295,0.692529143973295
210701,2107,21,KHM,Boeng Tranh Khang Cheung,Samraong,Takeo,Cambodia,9890.629,0,0,8362.896,8362.896,8362.896,0,0,0.845537326291381,0.845537326291381,0.845537326291381
210702,2107,21,KHM,Boeng Tranh Khang Tboung,Samraong,Takeo,Cambodia,11453.822,0,0,8144.437,8144.437,8144.437,0,0,0.711067187878422,0.711067187878422,0.711067187878422
70701,707,7,KHM,Boeng Tuk,Tuek Chhou,Kampot,Cambodia,5711.173,0,0,5519.645,5519.645,5519.645,0,0,0.966464332283403,0.966464332283403,0.966464332283403
120605,1206,12,KHM,Boeng Tumpun Ti 2,Mean Chey,Phnom Penh,Cambodia,55443.898,0,0,47226.78,47226.78,47226.78,0,0,0.851794006258362,0.851794006258362,0.851794006258362
20408,204,2,KHM,Boeung Pram,Bavel,Battambang,Cambodia,0,0,0,0,0,0,0,0,0,0,0
210301,2103,21,KHM,Borei Cholsar,Borei Cholsar,Takeo,Cambodia,3548.522,0,0,3459.769,3459.769,3459.769,0,0,0.974988741791653,0.974988741791653,0.974988741791653
30201,302,3,KHM,Bos Khnor,Chamkar Leu,Kampong Cham,Cambodia,15361.533,0,0,15242.939,15242.939,15242.939,0,0,0.992279806969786,0.992279806969786,0.992279806969786
100601,1006,10,KHM,Bos Leav,Chetr Borei,Kratie,Cambodia,6382.778,0,0,6382.778,6382.778,6382.778,0,0,1,1,1
