ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_builtup_WSF19,RP5_builtup_WSF19_exp,RP10_builtup_WSF19_exp,RP20_builtup_WSF19_exp,RP50_builtup_WSF19_exp,RP75_builtup_WSF19_exp,RP100_builtup_WSF19_exp,RP200_builtup_WSF19_exp,RP250_builtup_WSF19_exp,RP500_builtup_WSF19_exp,RP1000_builtup_WSF19_exp,RP5_builtup_WSF19_imp,RP10_builtup_WSF19_imp,RP20_builtup_WSF19_imp,RP50_builtup_WSF19_imp,RP75_builtup_WSF19_imp,RP100_builtup_WSF19_imp,RP200_builtup_WSF19_imp,RP250_builtup_WSF19_imp,RP500_builtup_WSF19_imp,RP1000_builtup_WSF19_imp,RP5_EAI,RP10_EAI,RP20_EAI,RP50_EAI,RP75_EAI,RP100_EAI,RP200_EAI,RP250_EAI,RP500_EAI,RP1000_EAI,builtup_WSF19_EAI,builtup_WSF19_EAI%
70507,705,7,KHM,Srae Chea Khang Tboung,Dang Tong,Kampot,Cambodia,8.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110103,1101,11,KHM,Srae Chhuk,Kaev Seima,Mondul Kiri,Cambodia,2.53,0.046,0.046,0.046,0.046,0.186,0.186,0.279,0.279,0.279,0.279,0.029,0.033,0.036,0.038,0.109,0.114,0.132,0.137,0.155,0.168,0.006,0.003,0.002,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.014,0.568
100409,1004,10,KHM,Srae Chis,Sambour,Kratie,Cambodia,5.415,0.33,0.43,0.533,0.998,1.296,1.308,1.654,1.654,2.246,2.648,0.124,0.181,0.224,0.303,0.38,0.436,0.583,0.63,0.806,1.019,0.025,0.018,0.011,0.009,0.003,0.001,0.003,0.001,0.002,0.001,0.073,1.355
110205,1102,11,KHM,Srae Huy,Kaoh Nheaek,Mondul Kiri,Cambodia,2.844,0.012,0.026,0.175,0.175,0.187,0.26,0.681,0.849,0.866,0.866,0.008,0.015,0.027,0.04,0.049,0.058,0.104,0.122,0.166,0.203,0.002,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.007,0.257
110104,1101,11,KHM,Srae Khtum,Kaev Seima,Mondul Kiri,Cambodia,124.623,1.707,5.025,6.118,7.169,7.218,7.218,7.625,7.664,8.024,8.826,0.431,2.313,3.168,4.058,4.317,4.466,4.769,4.855,5.104,5.361,0.086,0.231,0.158,0.122,0.029,0.015,0.024,0.005,0.01,0.005,0.686,0.55
170106,1701,17,KHM,Srae Khvav,Angkor Chum,Siemreap,Cambodia,39.645,0.0,0.0,0.277,0.949,1.023,1.294,2.03,2.03,3.452,5.281,0.0,0.0,0.016,0.067,0.093,0.116,0.211,0.242,0.409,0.661,0.0,0.0,0.001,0.002,0.001,0.0,0.001,0.0,0.001,0.001,0.007,0.017
70405,704,7,KHM,Srae Knong,Chum Kiri,Kampot,Cambodia,17.934,0.0,0.023,0.167,0.171,0.171,0.171,0.171,0.171,0.329,0.348,0.0,0.002,0.008,0.016,0.018,0.02,0.024,0.025,0.034,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.008
190106,1901,19,KHM,Srae Kor,Sesan,Stung Treng,Cambodia,5.536,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.012,0.081,0.151,0.0,0.0,0.0,0.002,0.004,0.006,0.008,0.009,0.028,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005
190207,1902,19,KHM,Srae Krasang,Siem Bouk,Stung Treng,Cambodia,28.364,8.903,9.237,10.424,10.586,10.586,10.586,10.668,10.668,10.668,10.791,4.926,5.68,6.632,7.869,8.315,8.593,9.139,9.288,9.658,9.969,0.985,0.568,0.332,0.236,0.055,0.029,0.046,0.009,0.019,0.01,2.289,8.071
171403,1714,17,KHM,Srae Nouy,Varin,Siemreap,Cambodia,137.7,1.901,2.879,2.918,3.294,3.791,3.791,3.803,3.803,3.826,5.013,0.139,0.277,0.395,0.543,0.621,0.671,0.785,0.822,0.931,1.077,0.028,0.028,0.02,0.016,0.004,0.002,0.004,0.001,0.002,0.001,0.106,0.077
110105,1101,11,KHM,Srae Preah,Kaev Seima,Mondul Kiri,Cambodia,12.909,0.003,0.003,0.046,0.046,0.067,0.076,0.076,0.076,0.076,0.111,0.001,0.001,0.004,0.013,0.017,0.02,0.026,0.028,0.033,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.01
210911,2109,21,KHM,Srae Ronoung,Tram Kak,Takeo,Cambodia,52.601,0.046,0.347,0.418,0.815,0.934,1.121,1.213,1.236,1.757,1.757,0.001,0.012,0.033,0.073,0.089,0.105,0.134,0.143,0.185,0.216,0.0,0.001,0.002,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.008,0.015
190510,1905,19,KHM,Srae Ruessei,Thala Barivat,Stung Treng,Cambodia,5.973,0.0,0.041,0.184,0.415,0.415,0.45,1.095,1.175,1.58,1.696,0.0,0.009,0.025,0.079,0.107,0.127,0.267,0.319,0.495,0.694,0.0,0.001,0.001,0.002,0.001,0.0,0.001,0.0,0.001,0.001,0.009,0.151
190304,1903,19,KHM,Srae Sambour,Siem Pang,Stung Treng,Cambodia,13.282,3.442,7.399,8.319,9.302,9.485,9.732,9.854,9.877,9.901,10.156,0.707,3.065,5.322,7.436,8.025,8.366,9.077,9.26,9.589,9.834,0.141,0.306,0.266,0.223,0.054,0.028,0.045,0.009,0.019,0.01,1.102,8.297
70406,704,7,KHM,Srae Samraong,Chum Kiri,Kampot,Cambodia,9.139,0.0,0.0,0.012,0.012,0.012,0.012,0.012,0.012,0.023,0.023,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
110206,1102,11,KHM,Srae Sangkum,Kaoh Nheaek,Mondul Kiri,Cambodia,43.536,1.63,6.858,10.127,13.279,13.775,14.266,14.319,14.319,15.112,15.459,0.198,0.769,2.327,3.673,4.16,4.475,5.092,5.265,5.816,6.31,0.04,0.077,0.116,0.11,0.028,0.015,0.025,0.005,0.012,0.006,0.434,0.998
150206,1502,15,KHM,Srae Sdok,Kandieng,Pursat,Cambodia,40.662,0.0,0.385,0.84,3.575,4.588,6.595,9.796,11.647,13.012,15.338,0.0,0.021,0.09,0.386,0.498,0.626,0.928,1.059,1.368,1.711,0.0,0.002,0.005,0.012,0.003,0.002,0.005,0.001,0.003,0.002,0.034,0.083
40611,406,4,KHM,Srae Thmei,Rolea B'ier,Kampong Chhnang,Cambodia,165.951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60504,605,6,KHM,Sraeung,Prasat Sambour,Kampong Thom,Cambodia,26.963,0.0,0.093,0.433,0.803,1.06,1.06,1.06,1.091,1.102,1.102,0.0,0.009,0.055,0.163,0.262,0.319,0.436,0.468,0.555,0.63,0.0,0.001,0.003,0.005,0.002,0.001,0.002,0.0,0.001,0.001,0.016,0.058
31312,313,3,KHM,Sragnae,Prey Chhor,Kampong Cham,Cambodia,94.242,0.0,0.562,1.214,5.528,7.832,12.976,20.693,23.248,25.993,30.193,0.0,0.036,0.114,0.432,0.594,0.96,2.137,2.821,3.892,4.698,0.0,0.004,0.006,0.013,0.004,0.003,0.011,0.003,0.008,0.005,0.055,0.059
120210,1202,12,KHM,Srah Chak,Doun Penh,Phnom Penh,Cambodia,200.419,0.0,5.871,33.024,76.971,83.51,88.733,96.977,100.939,111.248,119.313,0.0,0.917,7.94,32.486,39.883,44.674,54.386,57.338,65.651,73.153,0.0,0.092,0.397,0.975,0.266,0.149,0.272,0.057,0.131,0.073,2.412,1.203
10305,103,1,KHM,Srah Chik,Phnum Srok,Banteay Meanchey,Cambodia,110.293,0.0,1.88,3.41,5.839,8.13,9.4,11.981,14.674,14.707,16.492,0.0,0.086,0.21,0.432,0.726,0.943,1.475,1.724,2.275,2.917,0.0,0.009,0.011,0.013,0.005,0.003,0.007,0.002,0.005,0.003,0.057,0.051
10212,102,1,KHM,Srah Reang,Mongkol Borei,Banteay Meanchey,Cambodia,59.691,0.0,0.101,2.839,14.371,18.046,21.033,23.138,23.976,24.952,25.792,0.0,0.004,0.183,1.566,2.44,3.028,4.174,4.546,5.73,7.02,0.0,0.0,0.009,0.047,0.016,0.01,0.021,0.005,0.011,0.007,0.127,0.212
190402,1904,19,KHM,Srah Ruessei,Stueng Traeng,Stung Treng,Cambodia,60.887,48.388,49.668,50.529,52.062,52.21,52.21,52.481,52.481,52.854,53.426,40.144,42.582,44.469,46.572,47.403,47.948,49.029,49.328,50.169,50.868,8.029,4.258,2.223,1.397,0.316,0.16,0.245,0.049,0.1,0.051,16.829,27.64
30613,306,3,KHM,Srak,Kampong Siem,Kampong Cham,Cambodia,49.48,0.012,0.216,0.929,2.715,3.47,4.338,9.752,12.477,13.332,13.567,0.003,0.048,0.233,0.66,0.972,1.335,2.652,3.318,5.124,6.679,0.001,0.005,0.012,0.02,0.006,0.004,0.013,0.003,0.01,0.007,0.081,0.164
250218,2502,25,KHM,Sralab,Tboung Khmum,Tboung Khmum,Cambodia,197.986,0.895,0.97,0.97,1.419,1.922,2.005,2.286,2.29,2.511,2.511,0.105,0.15,0.181,0.232,0.264,0.283,0.331,0.343,0.384,0.417,0.021,0.015,0.009,0.007,0.002,0.001,0.002,0.0,0.001,0.0,0.058,0.029
60915,609,6,KHM,Sralau,Taing Kouk,Kampong Thom,Cambodia,71.292,0.0,0.0,0.0,2.51,2.51,2.51,2.568,2.568,2.568,2.584,0.0,0.0,0.0,0.473,0.858,1.04,1.423,1.513,1.729,1.882,0.0,0.0,0.0,0.014,0.006,0.003,0.007,0.002,0.003,0.002,0.037,0.052
30309,303,3,KHM,Sramar,Cheung Prey,Kampong Cham,Cambodia,149.191,5.224,7.366,8.793,11.774,14.212,17.742,18.451,19.232,20.048,22.351,0.651,1.115,1.545,2.144,2.429,2.71,3.181,3.338,3.815,4.294,0.13,0.111,0.077,0.064,0.016,0.009,0.016,0.003,0.008,0.004,0.44,0.295
170609,1706,17,KHM,Sranal,Kralanh,Siemreap,Cambodia,115.771,0.691,2.437,4.069,5.631,6.681,7.306,10.523,11.816,15.368,18.181,0.032,0.104,0.205,0.339,0.414,0.467,0.681,0.763,1.027,1.326,0.006,0.01,0.01,0.01,0.003,0.002,0.003,0.001,0.002,0.001,0.049,0.042
50311,503,5,KHM,Srang,Kong Pisei,Kampong Speu,Cambodia,146.507,1.938,2.346,2.62,2.62,2.62,2.62,2.802,2.868,2.868,2.868,0.133,0.195,0.249,0.306,0.329,0.345,0.395,0.408,0.445,0.481,0.027,0.019,0.012,0.009,0.002,0.001,0.002,0.0,0.001,0.0,0.075,0.051
171010,1710,17,KHM,Srangae,Siem Reap,Siemreap,Cambodia,142.877,0.0,0.012,0.012,35.751,42.598,45.308,52.133,53.871,56.57,64.425,0.0,0.001,0.002,7.61,9.332,10.306,12.075,12.511,13.578,14.627,0.0,0.0,0.0,0.228,0.062,0.034,0.06,0.013,0.027,0.015,0.44,0.308
211012,2110,21,KHM,Srangae,Treang,Takeo,Cambodia,96.759,0.0,0.143,0.143,0.143,0.286,0.286,0.297,0.564,0.838,0.901,0.0,0.069,0.078,0.086,0.095,0.1,0.111,0.124,0.204,0.301,0.0,0.007,0.004,0.003,0.001,0.0,0.001,0.0,0.0,0.0,0.016,0.016
130406,1304,13,KHM,Srayang,Kuleaen,Preah Vihear,Cambodia,64.008,0.0,0.0,0.0,0.036,0.036,0.036,0.037,0.049,0.06,0.09,0.0,0.0,0.0,0.001,0.003,0.004,0.007,0.008,0.011,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60310,603,6,KHM,Srayov,Stueng Saen,Kampong Thom,Cambodia,208.372,0.0,0.262,29.504,49.669,57.883,65.806,83.929,91.193,113.49,131.788,0.0,0.017,4.518,8.229,10.098,11.751,16.088,17.688,23.394,29.896,0.0,0.002,0.226,0.247,0.067,0.039,0.08,0.018,0.047,0.03,0.756,0.363
130307,1303,13,KHM,Sror Aem,Choam Ksant,Preah Vihear,Cambodia,86.665,0.406,1.1,2.447,3.975,4.944,4.956,5.433,5.579,6.55,7.568,0.042,0.143,0.257,0.522,0.672,0.758,0.974,1.042,1.279,1.534,0.008,0.014,0.013,0.016,0.004,0.003,0.005,0.001,0.003,0.002,0.068,0.079
180404,1804,18,KHM,Stueng Chhay,Kampong Seila,Preah Sihanouk,Cambodia,28.525,0.386,0.446,0.585,0.625,0.625,1.318,1.427,1.427,1.97,3.078,0.081,0.11,0.136,0.169,0.182,0.215,0.265,0.282,0.349,0.47,0.016,0.011,0.007,0.005,0.001,0.001,0.001,0.0,0.001,0.0,0.044,0.153
240203,2402,24,KHM,Stueng Kach,Sala Krau,Pailin,Cambodia,129.734,0.66,0.948,2.42,4.251,6.005,6.379,6.541,6.576,7.043,8.012,0.063,0.117,0.483,0.915,1.131,1.216,1.435,1.511,1.793,2.134,0.013,0.012,0.024,0.027,0.008,0.004,0.007,0.002,0.004,0.002,0.102,0.079
70715,707,7,KHM,Stueng Kaev,Tuek Chhou,Kampot,Cambodia,6.358,1.724,1.816,1.898,2.082,2.274,2.418,2.473,2.823,3.121,3.299,0.517,0.659,0.776,0.943,1.03,1.099,1.273,1.347,1.614,1.887,0.103,0.066,0.039,0.028,0.007,0.004,0.006,0.001,0.003,0.002,0.26,4.084
120602,1206,12,KHM,Stueng Mean Chey Ti 2,Mean Chey,Phnom Penh,Cambodia,302.807,0.0,0.0,77.028,118.154,133.52,167.635,280.316,283.348,286.363,286.363,0.0,0.0,5.653,16.628,21.274,34.406,99.721,118.002,151.022,171.329,0.0,0.0,0.283,0.499,0.142,0.115,0.499,0.118,0.302,0.171,2.128,0.703
190401,1904,19,KHM,Stueng Traeng,Stueng Traeng,Stung Treng,Cambodia,275.764,136.085,143.16,152.5,160.443,161.034,162.57,166.489,166.729,168.432,169.745,109.046,117.297,124.641,133.686,137.058,139.386,144.817,146.398,151.053,155.074,21.809,11.73,6.232,4.011,0.914,0.465,0.724,0.146,0.302,0.155,46.488,16.858
240202,2402,24,KHM,Stueng Trang,Sala Krau,Pailin,Cambodia,63.508,9.831,16.816,20.556,25.573,27.181,27.429,28.509,29.02,31.075,33.136,1.634,3.42,4.505,5.801,6.326,6.675,7.541,7.833,9.009,10.412,0.327,0.342,0.225,0.174,0.042,0.022,0.038,0.008,0.018,0.01,1.207,1.9
90403,904,9,KHM,Stueng Veaeng,Khemara Phoumin,Koh Kong,Cambodia,88.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,51.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.007
20904,209,2,KHM,Sung,Samlout,Battambang,Cambodia,33.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250101,2501,25,KHM,Suong,Suong,Tboung Khmum,Cambodia,287.536,11.261,15.343,27.678,41.481,56.798,61.449,68.103,71.814,77.92,83.31,1.739,3.453,5.419,8.22,10.029,11.061,13.105,13.771,15.694,17.556,0.348,0.345,0.271,0.247,0.067,0.037,0.066,0.014,0.031,0.018,1.443,0.502
40706,407,4,KHM,Svay,Sameakki Mean Chey,Kampong Chhnang,Cambodia,93.673,0.0,0.137,0.991,1.002,1.1,1.1,1.15,1.15,1.15,1.258,0.0,0.006,0.226,0.316,0.35,0.371,0.424,0.44,0.482,0.523,0.0,0.001,0.011,0.009,0.002,0.001,0.002,0.0,0.001,0.001,0.029,0.031
80711,807,8,KHM,Svay Ampear,Mukh Kampul,Kandal,Cambodia,75.646,0.0,0.0,0.0,16.067,27.318,30.647,58.855,62.572,67.598,69.673,0.0,0.0,0.0,4.221,7.594,10.322,19.474,21.773,27.726,33.132,0.0,0.0,0.0,0.127,0.051,0.034,0.097,0.022,0.055,0.033,0.419,0.554
200513,2005,20,KHM,Svay Angk,Svay Chrum,Svay Rieng,Cambodia,34.488,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.023,0.181,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.009,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141310,1413,14,KHM,Svay Antor,Svay Antor,Prey Veng,Cambodia,153.693,0.0,1.318,2.674,3.89,5.589,5.931,23.436,35.225,72.104,87.912,0.0,0.061,0.196,0.357,0.473,0.542,3.291,5.483,13.289,20.064,0.0,0.006,0.01,0.011,0.003,0.002,0.016,0.005,0.027,0.02,0.1,0.065
150507,1505,15,KHM,Svay At,Pursat,Pursat,Cambodia,46.089,11.866,26.649,26.994,27.436,27.464,27.473,27.555,27.646,27.807,27.926,1.819,6.223,8.812,10.29,10.683,10.936,11.702,11.986,12.843,13.728,0.364,0.622,0.441,0.309,0.071,0.036,0.059,0.012,0.026,0.014,1.953,4.238
50110,501,5,KHM,Svay Chacheb,Basedth,Kampong Speu,Cambodia,61.112,0.01,0.01,0.021,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.001,0.001,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
10804,108,1,KHM,Svay Chek,Svay Chek,Banteay Meanchey,Cambodia,122.551,9.376,13.983,17.586,19.934,20.828,21.603,23.403,24.582,26.052,27.967,1.964,2.599,3.215,3.887,4.158,4.35,4.789,4.945,5.376,5.82,0.393,0.26,0.161,0.117,0.028,0.014,0.024,0.005,0.011,0.006,1.018,0.831
170204,1702,17,KHM,Svay Chek,Angkor Thum,Siemreap,Cambodia,41.016,1.212,4.166,8.725,13.669,15.275,16.281,19.733,20.453,21.994,24.297,0.081,0.329,0.568,0.907,1.056,1.162,1.455,1.543,1.799,2.073,0.016,0.033,0.028,0.027,0.007,0.004,0.007,0.002,0.004,0.002,0.13,0.317
200309,2003,20,KHM,Svay Chek,Rumduol,Svay Rieng,Cambodia,37.489,0.046,0.352,1.015,1.64,1.896,1.933,2.236,2.236,2.48,3.013,0.002,0.027,0.075,0.16,0.2,0.224,0.286,0.304,0.363,0.433,0.0,0.003,0.004,0.005,0.001,0.001,0.001,0.0,0.001,0.0,0.017,0.044
100505,1005,10,KHM,Svay Chreah,Snuol,Kratie,Cambodia,122.712,0.092,0.128,0.179,0.232,0.244,0.244,0.708,0.708,1.046,1.181,0.036,0.068,0.093,0.133,0.149,0.159,0.238,0.278,0.433,0.609,0.007,0.007,0.005,0.004,0.001,0.001,0.001,0.0,0.001,0.001,0.027,0.022
40612,406,4,KHM,Svay Chrum,Rolea B'ier,Kampong Chhnang,Cambodia,119.671,0.023,0.359,1.171,1.396,1.686,1.699,1.744,2.069,2.615,3.102,0.006,0.037,0.182,0.358,0.427,0.465,0.537,0.565,0.638,0.705,0.001,0.004,0.009,0.011,0.003,0.002,0.003,0.001,0.001,0.001,0.034,0.029
80315,803,8,KHM,Svay Chrum,Khsach Kandal,Kandal,Cambodia,39.796,0.0,0.0,0.032,3.787,5.025,5.118,7.533,8.542,8.713,13.842,0.0,0.0,0.004,0.754,1.33,1.706,2.66,3.01,3.951,5.209,0.0,0.0,0.0,0.023,0.009,0.006,0.013,0.003,0.008,0.005,0.067,0.168
140507,1405,14,KHM,Svay Chrum,Me Sang,Prey Veng,Cambodia,91.138,0.403,0.781,1.445,1.803,2.061,2.475,2.89,3.021,3.388,4.22,0.02,0.046,0.09,0.151,0.173,0.196,0.242,0.259,0.312,0.387,0.004,0.005,0.004,0.005,0.001,0.001,0.001,0.0,0.001,0.0,0.022,0.024
200514,2005,20,KHM,Svay Chrum,Svay Chrum,Svay Rieng,Cambodia,47.213,6.222,8.705,11.576,19.126,22.741,23.737,25.93,26.584,27.664,29.563,0.831,1.079,1.411,2.28,2.822,3.136,3.853,4.062,4.621,5.143,0.166,0.108,0.071,0.068,0.019,0.01,0.019,0.004,0.009,0.005,0.48,1.017
40707,407,4,KHM,Svay Chuk,Sameakki Mean Chey,Kampong Chhnang,Cambodia,69.649,0.241,0.336,0.442,0.561,0.599,0.652,0.831,0.831,0.904,0.986,0.012,0.046,0.077,0.108,0.12,0.129,0.154,0.161,0.187,0.215,0.002,0.005,0.004,0.003,0.001,0.0,0.001,0.0,0.0,0.0,0.017,0.024
171002,1710,17,KHM,Svay Dankum,Siem Reap,Siemreap,Cambodia,783.259,0.0,0.305,0.961,67.231,104.37,138.777,251.822,290.983,365.19,418.389,0.0,0.016,0.069,10.889,14.804,17.954,26.702,29.473,36.659,43.097,0.0,0.002,0.003,0.327,0.099,0.06,0.134,0.029,0.073,0.043,0.77,0.098
150108,1501,15,KHM,Svay Doun Kaev,Bakan,Pursat,Cambodia,50.982,0.0,0.062,6.235,31.4,41.423,45.102,49.255,49.255,49.255,49.255,0.0,0.002,0.428,4.292,7.043,8.753,12.807,14.093,18.278,22.344,0.0,0.0,0.021,0.129,0.047,0.029,0.064,0.014,0.037,0.022,0.364,0.713
250410,2504,25,KHM,Svay Khleang,Krouch Chhmar,Tboung Khmum,Cambodia,56.605,3.202,4.026,4.977,6.181,7.561,8.348,9.488,9.73,11.528,16.415,1.436,1.747,2.575,3.615,4.101,4.569,5.595,5.932,7.024,8.539,0.287,0.175,0.129,0.108,0.027,0.015,0.028,0.006,0.014,0.009,0.798,1.41
31413,314,3,KHM,Svay Khsach Phnum,Srei Santhor,Kampong Cham,Cambodia,33.853,0.189,0.337,0.58,1.296,1.904,3.307,6.234,8.185,9.826,11.389,0.049,0.113,0.217,0.391,0.538,0.816,1.559,1.85,2.713,3.56,0.01,0.011,0.011,0.012,0.004,0.003,0.008,0.002,0.005,0.004,0.069,0.203
50205,502,5,KHM,Svay Kravan,Chbar Mon,Kampong Speu,Cambodia,142.397,39.039,62.982,80.102,103.737,110.161,111.801,115.63,117.612,120.913,124.619,7.52,21.416,33.546,47.74,53.457,56.93,64.569,66.914,73.952,80.525,1.504,2.142,1.677,1.432,0.356,0.19,0.323,0.067,0.148,0.081,7.919,5.562
171304,1713,17,KHM,Svay Leu,Svay Leu,Siemreap,Cambodia,64.098,0.038,0.095,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.004,0.027,0.037,0.057,0.064,0.069,0.079,0.081,0.088,0.093,0.001,0.003,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.013
150207,1502,15,KHM,Svay Luong,Kandieng,Pursat,Cambodia,37.314,0.385,9.229,13.721,17.475,17.845,17.965,18.634,19.449,19.988,21.112,0.011,1.223,2.501,3.442,3.708,3.876,4.33,4.495,4.963,5.475,0.002,0.122,0.125,0.103,0.025,0.013,0.022,0.004,0.01,0.005,0.432,1.158
120703,1207,12,KHM,Svay Pak,Russey Keo,Phnom Penh,Cambodia,117.1,0.0,74.128,102.304,103.812,103.812,103.812,103.812,103.812,103.812,103.812,0.0,19.821,48.955,71.317,76.006,78.66,83.567,84.826,87.652,89.849,0.0,1.982,2.448,2.14,0.507,0.262,0.418,0.085,0.175,0.09,8.106,6.922
60916,609,6,KHM,Svay Phleung,Taing Kouk,Kampong Thom,Cambodia,28.513,0.0,0.027,0.423,1.578,1.578,2.303,2.648,3.691,4.141,4.852,0.0,0.001,0.014,0.071,0.087,0.119,0.163,0.202,0.258,0.323,0.0,0.0,0.001,0.002,0.001,0.0,0.001,0.0,0.001,0.0,0.006,0.02
140610,1406,14,KHM,Svay Phluoh,Peam Chor,Prey Veng,Cambodia,36.951,0.0,0.0,0.0,2.801,3.526,3.853,4.365,4.423,4.824,5.157,0.0,0.0,0.0,1.065,1.295,1.429,1.665,1.731,1.931,2.133,0.0,0.0,0.0,0.032,0.009,0.005,0.008,0.002,0.004,0.002,0.061,0.166
20310,203,2,KHM,Svay Por,Battambang,Battambang,Cambodia,179.103,0.0,0.0,3.307,64.033,67.812,70.563,76.028,76.028,79.487,81.208,0.0,0.0,0.146,2.472,2.971,3.296,3.977,4.139,4.7,5.17,0.0,0.0,0.007,0.074,0.02,0.011,0.02,0.004,0.009,0.005,0.151,0.084
31412,314,3,KHM,Svay Pou,Srei Santhor,Kampong Cham,Cambodia,64.283,0.0,0.0,0.0,0.0,0.0,0.0,0.198,0.198,0.198,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.039,0.055,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
81012,810,8,KHM,Svay Prateal,S'ang,Kandal,Cambodia,151.079,0.0,0.0,0.0,0.04,0.198,0.346,0.593,0.593,0.593,2.19,0.0,0.0,0.0,0.002,0.018,0.04,0.098,0.108,0.163,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001
200601,2006,20,KHM,Svay Rieng,Svay Rieng,Svay Rieng,Cambodia,205.383,0.0,0.0,0.0,0.0,0.0,0.006,0.091,1.246,22.858,85.15,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.102,3.213,13.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.013,0.02,0.01
81013,810,8,KHM,Svay Rolum,S'ang,Kandal,Cambodia,208.678,0.0,0.0,0.0,1.487,1.487,7.032,84.245,91.241,105.339,111.709,0.0,0.0,0.0,0.139,0.217,0.513,18.371,23.324,32.601,41.441,0.0,0.0,0.0,0.004,0.001,0.002,0.092,0.023,0.065,0.041,0.229,0.11
80316,803,8,KHM,Svay Romiet,Khsach Kandal,Kandal,Cambodia,69.547,0.0,0.0,0.0,0.182,0.219,1.065,8.199,9.709,10.821,14.39,0.0,0.0,0.0,0.037,0.053,0.094,1.207,1.388,1.812,2.377,0.0,0.0,0.0,0.001,0.0,0.0,0.006,0.001,0.004,0.002,0.015,0.022
40408,404,4,KHM,Svay Rumpear,Kampong Leaeng,Kampong Chhnang,Cambodia,44.155,0.0,0.0,0.042,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.0,0.0,0.009,0.032,0.035,0.037,0.04,0.041,0.043,0.048,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005
50114,501,5,KHM,Svay Rumpear,Basedth,Kampong Speu,Cambodia,106.305,0.456,1.056,1.97,1.993,2.133,2.133,2.465,2.465,2.474,2.773,0.03,0.065,0.124,0.173,0.199,0.213,0.255,0.268,0.305,0.35,0.006,0.007,0.006,0.005,0.001,0.001,0.001,0.0,0.001,0.0,0.028,0.027
200711,2007,20,KHM,Svay Rumpear,Svay Teab,Svay Rieng,Cambodia,39.117,0.0,0.0,0.0,0.0,0.0,0.0,0.423,0.458,1.416,2.522,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.022,0.067,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
