ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_builtup_WSF19,RP10_builtup_WSF19_C6,RP10_builtup_WSF19_C5,RP10_builtup_WSF19_C4,RP10_builtup_WSF19_C3,RP10_builtup_WSF19_C2,RP10_builtup_WSF19_C1,RP10_builtup_WSF19_C0,RP10_builtup_WSF19_C6_EAE,RP10_builtup_WSF19_C5_EAE,RP10_builtup_WSF19_C4_EAE,RP10_builtup_WSF19_C3_EAE,RP10_builtup_WSF19_C2_EAE,RP10_builtup_WSF19_C1_EAE,RP10_builtup_WSF19_C0_EAE,RP20_builtup_WSF19_C6,RP20_builtup_WSF19_C5,RP20_builtup_WSF19_C4,RP20_builtup_WSF19_C3,RP20_builtup_WSF19_C2,RP20_builtup_WSF19_C1,RP20_builtup_WSF19_C0,RP20_builtup_WSF19_C6_EAE,RP20_builtup_WSF19_C5_EAE,RP20_builtup_WSF19_C4_EAE,RP20_builtup_WSF19_C3_EAE,RP20_builtup_WSF19_C2_EAE,RP20_builtup_WSF19_C1_EAE,RP20_builtup_WSF19_C0_EAE,RP50_builtup_WSF19_C6,RP50_builtup_WSF19_C5,RP50_builtup_WSF19_C4,RP50_builtup_WSF19_C3,RP50_builtup_WSF19_C2,RP50_builtup_WSF19_C1,RP50_builtup_WSF19_C0,RP50_builtup_WSF19_C6_EAE,RP50_builtup_WSF19_C5_EAE,RP50_builtup_WSF19_C4_EAE,RP50_builtup_WSF19_C3_EAE,RP50_builtup_WSF19_C2_EAE,RP50_builtup_WSF19_C1_EAE,RP50_builtup_WSF19_C0_EAE,RP100_builtup_WSF19_C6,RP100_builtup_WSF19_C5,RP100_builtup_WSF19_C4,RP100_builtup_WSF19_C3,RP100_builtup_WSF19_C2,RP100_builtup_WSF19_C1,RP100_builtup_WSF19_C0,RP100_builtup_WSF19_C6_EAE,RP100_builtup_WSF19_C5_EAE,RP100_builtup_WSF19_C4_EAE,RP100_builtup_WSF19_C3_EAE,RP100_builtup_WSF19_C2_EAE,RP100_builtup_WSF19_C1_EAE,RP100_builtup_WSF19_C0_EAE,RP200_builtup_WSF19_C6,RP200_builtup_WSF19_C5,RP200_builtup_WSF19_C4,RP200_builtup_WSF19_C3,RP200_builtup_WSF19_C2,RP200_builtup_WSF19_C1,RP200_builtup_WSF19_C0,RP200_builtup_WSF19_C6_EAE,RP200_builtup_WSF19_C5_EAE,RP200_builtup_WSF19_C4_EAE,RP200_builtup_WSF19_C3_EAE,RP200_builtup_WSF19_C2_EAE,RP200_builtup_WSF19_C1_EAE,RP200_builtup_WSF19_C0_EAE,RP500_builtup_WSF19_C6,RP500_builtup_WSF19_C5,RP500_builtup_WSF19_C4,RP500_builtup_WSF19_C3,RP500_builtup_WSF19_C2,RP500_builtup_WSF19_C1,RP500_builtup_WSF19_C0,RP500_builtup_WSF19_C6_EAE,RP500_builtup_WSF19_C5_EAE,RP500_builtup_WSF19_C4_EAE,RP500_builtup_WSF19_C3_EAE,RP500_builtup_WSF19_C2_EAE,RP500_builtup_WSF19_C1_EAE,RP500_builtup_WSF19_C0_EAE,builtup_WSF19_C6_EAE,builtup_WSF19_C5_EAE,builtup_WSF19_C4_EAE,builtup_WSF19_C3_EAE,builtup_WSF19_C2_EAE,builtup_WSF19_C1_EAE,builtup_WSF19_C0_EAE,builtup_WSF19_C6_EAE%,builtup_WSF19_C5_EAE%,builtup_WSF19_C4_EAE%,builtup_WSF19_C3_EAE%,builtup_WSF19_C2_EAE%,builtup_WSF19_C1_EAE%,builtup_WSF19_C0_EAE%
20507,205,2,KHM,Kaoh Chiveang,Aek Phnum,Battambang,Cambodia,0.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80304,803,8,KHM,Kaoh Chouram,Khsach Kandal,Kandal,Cambodia,50.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.246,45.246,0.0,0.0,0.0,0.0,0.0,0.226,0.226,0.0,0.0,0.0,0.0,0.0,45.246,45.246,0.0,0.0,0.0,0.0,0.0,0.136,0.136,0.0,0.0,0.0,0.0,0.0,0.362,0.362,0.0,0.0,0.0,0.0,0.0,0.717,0.717
100606,1006,10,KHM,Kaoh Chraeng,Chetr Borei,Kratie,Cambodia,8.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46,8.46,0.0,0.0,0.0,0.0,0.0,0.042,0.042,0.0,0.0,0.0,0.0,0.0,8.46,8.46,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.068,0.068,0.0,0.0,0.0,0.0,0.0,0.799,0.799
150210,1502,15,KHM,Kaoh Chum,Kandieng,Pursat,Cambodia,23.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.571,21.571,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,0.0,0.0,0.0,0.0,0.28,0.28
121004,1210,12,KHM,Kaoh Dach,Chraoy Chongvar,Phnom Penh,Cambodia,85.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.433,85.433,0.0,0.0,0.0,0.0,0.0,0.427,0.427,0.0,0.0,0.0,0.0,0.0,85.433,85.433,0.0,0.0,0.0,0.0,0.0,0.256,0.256,0.0,0.0,0.0,0.0,0.0,0.683,0.683,0.0,0.0,0.0,0.0,0.0,0.8,0.8
80604,806,8,KHM,Kaoh Kaev,Lvea Aem,Kandal,Cambodia,19.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.647,17.647,0.0,0.0,0.0,0.0,0.0,0.088,0.088,0.0,0.0,0.0,0.0,0.0,17.647,17.647,0.0,0.0,0.0,0.0,0.0,0.053,0.053,0.0,0.0,0.0,0.0,0.0,0.141,0.141,0.0,0.0,0.0,0.0,0.0,0.738,0.738
90302,903,9,KHM,Kaoh Kapi,Kaoh Kong,Koh Kong,Cambodia,5.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.507,5.507,0.0,0.0,0.0,0.0,0.0,0.055,0.055,0.0,0.0,0.0,0.0,0.0,5.507,5.507,0.0,0.0,0.0,0.0,0.0,0.028,0.028,0.0,0.0,0.0,0.0,0.0,5.507,5.507,0.0,0.0,0.0,0.0,0.0,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.099,0.099,0.0,0.0,0.0,0.0,0.0,1.738,1.738
81003,810,8,KHM,Kaoh Khael,S'ang,Kandal,Cambodia,68.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.515,67.515,0.0,0.0,0.0,0.0,0.0,0.675,0.675,0.0,0.0,0.0,0.0,0.0,67.515,67.515,0.0,0.0,0.0,0.0,0.0,0.338,0.338,0.0,0.0,0.0,0.0,0.0,67.515,67.515,0.0,0.0,0.0,0.0,0.0,0.203,0.203,0.0,0.0,0.0,0.0,0.0,1.215,1.215,0.0,0.0,0.0,0.0,0.0,1.777,1.777
100404,1004,10,KHM,Kaoh Khnhaer,Sambour,Kratie,Cambodia,13.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.894,13.894,0.0,0.0,0.0,0.0,0.0,0.069,0.069,0.0,0.0,0.0,0.0,0.0,13.894,13.894,0.0,0.0,0.0,0.0,0.0,0.042,0.042,0.0,0.0,0.0,0.0,0.0,0.111,0.111,0.0,0.0,0.0,0.0,0.0,0.8,0.8
81004,810,8,KHM,Kaoh Khsach Tonlea,S'ang,Kandal,Cambodia,34.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.727,1.727,0.0,0.0,0.0,0.0,0.0,0.017,0.017,0.0,0.0,0.0,0.0,0.0,34.861,34.861,0.0,0.0,0.0,0.0,0.0,0.174,0.174,0.0,0.0,0.0,0.0,0.0,34.861,34.861,0.0,0.0,0.0,0.0,0.0,0.105,0.105,0.0,0.0,0.0,0.0,0.0,0.296,0.296,0.0,0.0,0.0,0.0,0.0,0.847,0.847
30605,306,3,KHM,Kaoh Mitt,Kampong Siem,Kampong Cham,Cambodia,38.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.655,37.655,0.0,0.0,0.0,0.0,0.0,0.188,0.188,0.0,0.0,0.0,0.0,0.0,37.655,37.655,0.0,0.0,0.0,0.0,0.0,0.113,0.113,0.0,0.0,0.0,0.0,0.0,0.301,0.301,0.0,0.0,0.0,0.0,0.0,0.79,0.79
80305,803,8,KHM,Kaoh Oknha Tei,Khsach Kandal,Kandal,Cambodia,37.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.092,37.092,0.0,0.0,0.0,0.0,0.0,0.185,0.185,0.0,0.0,0.0,0.0,0.0,37.092,37.092,0.0,0.0,0.0,0.0,0.0,0.111,0.111,0.0,0.0,0.0,0.0,0.0,0.297,0.297,0.0,0.0,0.0,0.0,0.0,0.8,0.8
