ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_pop_WPOP20,RP5_pop_WPOP20_C4,RP5_pop_WPOP20_C3,RP5_pop_WPOP20_C2,RP5_pop_WPOP20_C1,RP5_pop_WPOP20_C0,RP5_pop_WPOP20_C4_EAE,RP5_pop_WPOP20_C3_EAE,RP5_pop_WPOP20_C2_EAE,RP5_pop_WPOP20_C1_EAE,RP5_pop_WPOP20_C0_EAE,RP20_pop_WPOP20_C4,RP20_pop_WPOP20_C3,RP20_pop_WPOP20_C2,RP20_pop_WPOP20_C1,RP20_pop_WPOP20_C0,RP20_pop_WPOP20_C4_EAE,RP20_pop_WPOP20_C3_EAE,RP20_pop_WPOP20_C2_EAE,RP20_pop_WPOP20_C1_EAE,RP20_pop_WPOP20_C0_EAE,RP100_pop_WPOP20_C4,RP100_pop_WPOP20_C3,RP100_pop_WPOP20_C2,RP100_pop_WPOP20_C1,RP100_pop_WPOP20_C0,RP100_pop_WPOP20_C4_EAE,RP100_pop_WPOP20_C3_EAE,RP100_pop_WPOP20_C2_EAE,RP100_pop_WPOP20_C1_EAE,RP100_pop_WPOP20_C0_EAE,pop_WPOP20_C4_EAE,pop_WPOP20_C3_EAE,pop_WPOP20_C2_EAE,pop_WPOP20_C1_EAE,pop_WPOP20_C0_EAE,pop_WPOP20_C4_EAE%,pop_WPOP20_C3_EAE%,pop_WPOP20_C2_EAE%,pop_WPOP20_C1_EAE%,pop_WPOP20_C0_EAE%
210402,2104,21,KHM,Preah Bat Choan Chum,Kiri Vong,Takeo,Cambodia,16780.6,16450.081,16450.081,16450.081,16450.081,16450.081,3290.016,3290.016,3290.016,3290.016,3290.016,16450.081,16450.081,16450.081,16450.081,16450.081,2467.512,2467.512,2467.512,2467.512,2467.512,16450.081,16450.081,16450.081,16450.081,16450.081,658.003,658.003,658.003,658.003,658.003,6415.532,6415.532,6415.532,6415.532,6415.532,38.232,38.232,38.232,38.232,38.232
170303,1703,17,KHM,Preah Dak,Banteay Srei,Siemreap,Cambodia,10270.706,10270.706,10270.706,10270.706,10270.706,10270.706,2054.141,2054.141,2054.141,2054.141,2054.141,10270.706,10270.706,10270.706,10270.706,10270.706,1540.606,1540.606,1540.606,1540.606,1540.606,10270.706,10270.706,10270.706,10270.706,10270.706,410.828,410.828,410.828,410.828,410.828,4005.575,4005.575,4005.575,4005.575,4005.575,39.0,39.0,39.0,39.0,39.0
60810,608,6,KHM,Preah Damrei,Stoung,Kampong Thom,Cambodia,5465.545,5201.158,5201.158,5201.158,5201.158,5201.158,1040.232,1040.232,1040.232,1040.232,1040.232,5201.158,5201.158,5201.158,5201.158,5201.158,780.174,780.174,780.174,780.174,780.174,5201.158,5201.158,5201.158,5201.158,5201.158,208.046,208.046,208.046,208.046,208.046,2028.452,2028.452,2028.452,2028.452,2028.452,37.113,37.113,37.113,37.113,37.113
50115,501,5,KHM,Preah Khae,Basedth,Kampong Speu,Cambodia,5172.666,5074.472,5074.472,5074.472,5074.472,5074.472,1014.894,1014.894,1014.894,1014.894,1014.894,5074.472,5074.472,5074.472,5074.472,5074.472,761.171,761.171,761.171,761.171,761.171,5074.472,5074.472,5074.472,5074.472,5074.472,202.979,202.979,202.979,202.979,202.979,1979.044,1979.044,1979.044,1979.044,1979.044,38.26,38.26,38.26,38.26,38.26
130706,1307,13,KHM,Preah Khleang,Tbaeng Mean Chey,Preah Vihear,Cambodia,6004.043,6004.043,6004.043,6004.043,6004.043,6004.043,1200.809,1200.809,1200.809,1200.809,1200.809,6004.043,6004.043,6004.043,6004.043,6004.043,900.606,900.606,900.606,900.606,900.606,6004.043,6004.043,6004.043,6004.043,6004.043,240.162,240.162,240.162,240.162,240.162,2341.577,2341.577,2341.577,2341.577,2341.577,39.0,39.0,39.0,39.0,39.0
50305,503,5,KHM,Preah Nipean,Kong Pisei,Kampong Speu,Cambodia,13390.764,12384.501,12384.501,12384.501,12384.501,12384.501,2476.9,2476.9,2476.9,2476.9,2476.9,12384.501,12384.501,12384.501,12384.501,12384.501,1857.675,1857.675,1857.675,1857.675,1857.675,12384.501,12384.501,12384.501,12384.501,12384.501,495.38,495.38,495.38,495.38,495.38,4829.955,4829.955,4829.955,4829.955,4829.955,36.069,36.069,36.069,36.069,36.069
21304,213,2,KHM,Preah Phos,Koas Krala,Battambang,Cambodia,2600.424,2600.424,2600.424,2600.424,2600.424,2600.424,520.085,520.085,520.085,520.085,520.085,2600.424,2600.424,2600.424,2600.424,2600.424,390.064,390.064,390.064,390.064,390.064,2600.424,2600.424,2600.424,2600.424,2600.424,104.017,104.017,104.017,104.017,104.017,1014.165,1014.165,1014.165,1014.165,1014.165,39.0,39.0,39.0,39.0,39.0
10607,106,1,KHM,Preah Ponlea,Serei Saophoan,Banteay Meanchey,Cambodia,24605.008,22829.604,22829.604,22829.604,22829.604,22829.604,4565.921,4565.921,4565.921,4565.921,4565.921,22829.604,22829.604,22829.604,22829.604,22829.604,3424.441,3424.441,3424.441,3424.441,3424.441,22829.604,22829.604,22829.604,22829.604,22829.604,913.184,913.184,913.184,913.184,913.184,8903.546,8903.546,8903.546,8903.546,8903.546,36.186,36.186,36.186,36.186,36.186
200204,2002,20,KHM,Preah Ponlea,Kampong Rou,Svay Rieng,Cambodia,2492.328,2009.583,2009.583,2009.583,2009.583,2009.583,401.917,401.917,401.917,401.917,401.917,2009.583,2009.583,2009.583,2009.583,2009.583,301.437,301.437,301.437,301.437,301.437,2009.583,2009.583,2009.583,2009.583,2009.583,80.383,80.383,80.383,80.383,80.383,783.737,783.737,783.737,783.737,783.737,31.446,31.446,31.446,31.446,31.446
220504,2205,22,KHM,Preah Pralay,Trapeang Prasat,Oddar Meanchey,Cambodia,42572.406,42572.407,42572.407,42572.407,42572.407,42572.407,8514.481,8514.481,8514.481,8514.481,8514.481,42572.407,42572.407,42572.407,42572.407,42572.407,6385.861,6385.861,6385.861,6385.861,6385.861,42572.407,42572.407,42572.407,42572.407,42572.407,1702.896,1702.896,1702.896,1702.896,1702.896,16603.239,16603.239,16603.239,16603.239,16603.239,39.0,39.0,39.0,39.0,39.0
80306,803,8,KHM,Preah Prasab,Khsach Kandal,Kandal,Cambodia,10429.555,10169.854,10169.854,10169.854,10169.854,10169.854,2033.971,2033.971,2033.971,2033.971,2033.971,10169.854,10169.854,10169.854,10169.854,10169.854,1525.478,1525.478,1525.478,1525.478,1525.478,10169.854,10169.854,10169.854,10169.854,10169.854,406.794,406.794,406.794,406.794,406.794,3966.243,3966.243,3966.243,3966.243,3966.243,38.029,38.029,38.029,38.029,38.029
80113,801,8,KHM,Preah Putth,Kandal Stueng,Kandal,Cambodia,2553.881,2172.732,2172.732,2172.732,2172.732,2172.732,434.546,434.546,434.546,434.546,434.546,2172.732,2172.732,2172.732,2172.732,2172.732,325.91,325.91,325.91,325.91,325.91,2172.732,2172.732,2172.732,2172.732,2172.732,86.909,86.909,86.909,86.909,86.909,847.365,847.365,847.365,847.365,847.365,33.18,33.18,33.18,33.18,33.18
190603,1906,19,KHM,Preah Rumkel,Borei O'Svay Sen C,Stung Treng,Cambodia,4898.507,4898.507,4898.507,4898.507,4898.507,4898.507,979.701,979.701,979.701,979.701,979.701,4898.507,4898.507,4898.507,4898.507,4898.507,734.776,734.776,734.776,734.776,734.776,4898.507,4898.507,4898.507,4898.507,4898.507,195.94,195.94,195.94,195.94,195.94,1910.418,1910.418,1910.418,1910.418,1910.418,39.0,39.0,39.0,39.0,39.0
140908,1409,14,KHM,Preah Sdach,Preah Sdach,Prey Veng,Cambodia,9837.078,9774.741,9774.741,9774.741,9774.741,9774.741,1954.948,1954.948,1954.948,1954.948,1954.948,9774.741,9774.741,9774.741,9774.741,9774.741,1466.211,1466.211,1466.211,1466.211,1466.211,9774.741,9774.741,9774.741,9774.741,9774.741,390.99,390.99,390.99,390.99,390.99,3812.149,3812.149,3812.149,3812.149,3812.149,38.753,38.753,38.753,38.753,38.753
50507,505,5,KHM,Preah Srae,Odongk,Kampong Speu,Cambodia,10421.646,9886.808,9886.808,9886.808,9886.808,9886.808,1977.362,1977.362,1977.362,1977.362,1977.362,9886.808,9886.808,9886.808,9886.808,9886.808,1483.021,1483.021,1483.021,1483.021,1483.021,9886.808,9886.808,9886.808,9886.808,9886.808,395.472,395.472,395.472,395.472,395.472,3855.855,3855.855,3855.855,3855.855,3855.855,36.999,36.999,36.999,36.999,36.999
250307,2503,25,KHM,Preah Theat,Ou Reang Ov,Tboung Khmum,Cambodia,15139.149,13990.289,13990.289,13990.289,13990.289,13990.289,2798.058,2798.058,2798.058,2798.058,2798.058,13990.289,13990.289,13990.289,13990.289,13990.289,2098.543,2098.543,2098.543,2098.543,2098.543,13990.289,13990.289,13990.289,13990.289,13990.289,559.612,559.612,559.612,559.612,559.612,5456.213,5456.213,5456.213,5456.213,5456.213,36.04,36.04,36.04,36.04,36.04
31510,315,3,KHM,Preak Kak,Stueng Trang,Kampong Cham,Cambodia,27866.773,27866.772,27866.772,27866.772,27866.772,27866.772,5573.354,5573.354,5573.354,5573.354,5573.354,27866.772,27866.772,27866.772,27866.772,27866.772,4180.016,4180.016,4180.016,4180.016,4180.016,27866.772,27866.772,27866.772,27866.772,27866.772,1114.671,1114.671,1114.671,1114.671,1114.671,10868.041,10868.041,10868.041,10868.041,10868.041,39.0,39.0,39.0,39.0,39.0
10405,104,1,KHM,Preak Netr Preah,Preah Netr Preah,Banteay Meanchey,Cambodia,10015.861,9313.565,9313.565,9313.565,9313.565,9313.565,1862.713,1862.713,1862.713,1862.713,1862.713,9313.565,9313.565,9313.565,9313.565,9313.565,1397.035,1397.035,1397.035,1397.035,1397.035,9313.565,9313.565,9313.565,9313.565,9313.565,372.543,372.543,372.543,372.543,372.543,3632.29,3632.29,3632.29,3632.29,3632.29,36.265,36.265,36.265,36.265,36.265
140406,1404,14,KHM,Preal,Kanhchriech,Prey Veng,Cambodia,7286.865,6967.618,6967.618,6967.618,6967.618,6967.618,1393.524,1393.524,1393.524,1393.524,1393.524,6967.618,6967.618,6967.618,6967.618,6967.618,1045.143,1045.143,1045.143,1045.143,1045.143,6967.618,6967.618,6967.618,6967.618,6967.618,278.705,278.705,278.705,278.705,278.705,2717.371,2717.371,2717.371,2717.371,2717.371,37.291,37.291,37.291,37.291,37.291
80409,804,8,KHM,0,Kaoh Thum,Kandal,Cambodia,11609.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171205,1712,17,KHM,Prei,Srei Snam,Siemreap,Cambodia,2060.283,2060.283,2060.283,2060.283,2060.283,2060.283,412.057,412.057,412.057,412.057,412.057,2060.283,2060.283,2060.283,2060.283,2060.283,309.042,309.042,309.042,309.042,309.042,2060.283,2060.283,2060.283,2060.283,2060.283,82.411,82.411,82.411,82.411,82.411,803.51,803.51,803.51,803.51,803.51,39.0,39.0,39.0,39.0,39.0
81105,811,8,KHM,Prek Ho,Ta Khmau,Kandal,Cambodia,13580.841,12235.957,12235.957,12235.957,12235.957,12235.957,2447.191,2447.191,2447.191,2447.191,2447.191,12235.957,12235.957,12235.957,12235.957,12235.957,1835.394,1835.394,1835.394,1835.394,1835.394,12235.957,12235.957,12235.957,12235.957,12235.957,489.438,489.438,489.438,489.438,489.438,4772.023,4772.023,4772.023,4772.023,4772.023,35.138,35.138,35.138,35.138,35.138
20302,203,2,KHM,Prek Preah Sdach,Battambang,Battambang,Cambodia,19442.045,16520.361,16520.361,16520.361,16520.361,16520.361,3304.072,3304.072,3304.072,3304.072,3304.072,16520.361,16520.361,16520.361,16520.361,16520.361,2478.054,2478.054,2478.054,2478.054,2478.054,16520.361,16520.361,16520.361,16520.361,16520.361,660.814,660.814,660.814,660.814,660.814,6442.941,6442.941,6442.941,6442.941,6442.941,33.139,33.139,33.139,33.139,33.139
81102,811,8,KHM,Prek Ruessey,Ta Khmau,Kandal,Cambodia,12139.26,10148.361,10148.361,10148.361,10148.361,10148.361,2029.672,2029.672,2029.672,2029.672,2029.672,10148.361,10148.361,10148.361,10148.361,10148.361,1522.254,1522.254,1522.254,1522.254,1522.254,10148.361,10148.361,10148.361,10148.361,10148.361,405.934,405.934,405.934,405.934,405.934,3957.861,3957.861,3957.861,3957.861,3957.861,32.604,32.604,32.604,32.604,32.604
210408,2104,21,KHM,Prey Ampok,Kiri Vong,Takeo,Cambodia,6967.219,6834.027,6834.027,6834.027,6834.027,6834.027,1366.805,1366.805,1366.805,1366.805,1366.805,6834.027,6834.027,6834.027,6834.027,6834.027,1025.104,1025.104,1025.104,1025.104,1025.104,6834.027,6834.027,6834.027,6834.027,6834.027,273.361,273.361,273.361,273.361,273.361,2665.271,2665.271,2665.271,2665.271,2665.271,38.254,38.254,38.254,38.254,38.254
200805,2008,20,KHM,Prey Angkunh,Bavet,Svay Rieng,Cambodia,9555.928,9017.364,9017.364,9017.364,9017.364,9017.364,1803.473,1803.473,1803.473,1803.473,1803.473,9017.364,9017.364,9017.364,9017.364,9017.364,1352.605,1352.605,1352.605,1352.605,1352.605,9017.364,9017.364,9017.364,9017.364,9017.364,360.695,360.695,360.695,360.695,360.695,3516.772,3516.772,3516.772,3516.772,3516.772,36.802,36.802,36.802,36.802,36.802
30304,303,3,KHM,Prey Char,Cheung Prey,Kampong Cham,Cambodia,7806.67,6898.085,6898.085,6898.085,6898.085,6898.085,1379.617,1379.617,1379.617,1379.617,1379.617,6898.085,6898.085,6898.085,6898.085,6898.085,1034.713,1034.713,1034.713,1034.713,1034.713,6898.085,6898.085,6898.085,6898.085,6898.085,275.923,275.923,275.923,275.923,275.923,2690.253,2690.253,2690.253,2690.253,2690.253,34.461,34.461,34.461,34.461,34.461
20506,205,2,KHM,Prey Chas,Aek Phnum,Battambang,Cambodia,58.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200602,2006,20,KHM,Prey Chhlak,Svay Rieng,Svay Rieng,Cambodia,3648.833,3040.388,3040.388,3040.388,3040.388,3040.388,608.078,608.078,608.078,608.078,608.078,3040.388,3040.388,3040.388,3040.388,3040.388,456.058,456.058,456.058,456.058,456.058,3040.388,3040.388,3040.388,3040.388,3040.388,121.616,121.616,121.616,121.616,121.616,1185.751,1185.751,1185.751,1185.751,1185.751,32.497,32.497,32.497,32.497,32.497
31309,313,3,KHM,Prey Chhor,Prey Chhor,Kampong Cham,Cambodia,1329.121,1231.521,1231.521,1231.521,1231.521,1231.521,246.304,246.304,246.304,246.304,246.304,1231.521,1231.521,1231.521,1231.521,1231.521,184.728,184.728,184.728,184.728,184.728,1231.521,1231.521,1231.521,1231.521,1231.521,49.261,49.261,49.261,49.261,49.261,480.293,480.293,480.293,480.293,480.293,36.136,36.136,36.136,36.136,36.136
140311,1403,14,KHM,Prey Chhor,Kampong Trabaek,Prey Veng,Cambodia,3695.447,3597.757,3597.757,3597.757,3597.757,3597.757,719.551,719.551,719.551,719.551,719.551,3597.757,3597.757,3597.757,3597.757,3597.757,539.664,539.664,539.664,539.664,539.664,3597.757,3597.757,3597.757,3597.757,3597.757,143.91,143.91,143.91,143.91,143.91,1403.125,1403.125,1403.125,1403.125,1403.125,37.969,37.969,37.969,37.969,37.969
170711,1707,17,KHM,Prey Chruk,Puok,Siemreap,Cambodia,7109.44,6725.284,6725.284,6725.284,6725.284,6725.284,1345.057,1345.057,1345.057,1345.057,1345.057,6725.284,6725.284,6725.284,6725.284,6725.284,1008.793,1008.793,1008.793,1008.793,1008.793,6725.284,6725.284,6725.284,6725.284,6725.284,269.011,269.011,269.011,269.011,269.011,2622.861,2622.861,2622.861,2622.861,2622.861,36.893,36.893,36.893,36.893,36.893
141208,1412,14,KHM,Prey Daeum Thnoeng,Sithor Kandal,Prey Veng,Cambodia,1821.338,1721.483,1721.483,1721.483,1721.483,1721.483,344.297,344.297,344.297,344.297,344.297,1721.483,1721.483,1721.483,1721.483,1721.483,258.222,258.222,258.222,258.222,258.222,1721.483,1721.483,1721.483,1721.483,1721.483,68.859,68.859,68.859,68.859,68.859,671.378,671.378,671.378,671.378,671.378,36.862,36.862,36.862,36.862,36.862
210609,2106,21,KHM,Prey Kabbas,Prey Kabbas,Takeo,Cambodia,6059.213,5865.981,5865.981,5865.981,5865.981,5865.981,1173.196,1173.196,1173.196,1173.196,1173.196,5865.981,5865.981,5865.981,5865.981,5865.981,879.897,879.897,879.897,879.897,879.897,5865.981,5865.981,5865.981,5865.981,5865.981,234.639,234.639,234.639,234.639,234.639,2287.732,2287.732,2287.732,2287.732,2287.732,37.756,37.756,37.756,37.756,37.756
140708,1407,14,KHM,Prey Kandieng,Peam Ro,Prey Veng,Cambodia,8158.44,7953.197,7953.197,7953.197,7953.197,7953.197,1590.639,1590.639,1590.639,1590.639,1590.639,7953.197,7953.197,7953.197,7953.197,7953.197,1192.98,1192.98,1192.98,1192.98,1192.98,7953.197,7953.197,7953.197,7953.197,7953.197,318.128,318.128,318.128,318.128,318.128,3101.747,3101.747,3101.747,3101.747,3101.747,38.019,38.019,38.019,38.019,38.019
141107,1411,14,KHM,Prey Kanlaong,Pur Rieng,Prey Veng,Cambodia,4076.873,4076.873,4076.873,4076.873,4076.873,4076.873,815.375,815.375,815.375,815.375,815.375,4076.873,4076.873,4076.873,4076.873,4076.873,611.531,611.531,611.531,611.531,611.531,4076.873,4076.873,4076.873,4076.873,4076.873,163.075,163.075,163.075,163.075,163.075,1589.981,1589.981,1589.981,1589.981,1589.981,39.0,39.0,39.0,39.0,39.0
141308,1413,14,KHM,Prey Khla,Svay Antor,Prey Veng,Cambodia,8175.918,8040.378,8040.378,8040.378,8040.378,8040.378,1608.076,1608.076,1608.076,1608.076,1608.076,8040.378,8040.378,8040.378,8040.378,8040.378,1206.057,1206.057,1206.057,1206.057,1206.057,8040.378,8040.378,8040.378,8040.378,8040.378,321.615,321.615,321.615,321.615,321.615,3135.748,3135.748,3135.748,3135.748,3135.748,38.353,38.353,38.353,38.353,38.353
210503,2105,21,KHM,Prey Khla,Kaoh Andaet,Takeo,Cambodia,9028.139,8971.629,8971.629,8971.629,8971.629,8971.629,1794.326,1794.326,1794.326,1794.326,1794.326,8971.629,8971.629,8971.629,8971.629,8971.629,1345.744,1345.744,1345.744,1345.744,1345.744,8971.629,8971.629,8971.629,8971.629,8971.629,358.865,358.865,358.865,358.865,358.865,3498.935,3498.935,3498.935,3498.935,3498.935,38.756,38.756,38.756,38.756,38.756
70712,707,7,KHM,Prey Khmum,Tuek Chhou,Kampot,Cambodia,8835.9,0.0,8252.294,8252.294,8252.294,8252.294,0.0,1650.459,1650.459,1650.459,1650.459,7698.719,8252.294,8252.294,8252.294,8252.294,1154.808,1237.844,1237.844,1237.844,1237.844,8252.294,8252.294,8252.294,8252.294,8252.294,330.092,330.092,330.092,330.092,330.092,1484.9,3218.395,3218.395,3218.395,3218.395,16.805,36.424,36.424,36.424,36.424
140504,1405,14,KHM,Prey Khnes,Me Sang,Prey Veng,Cambodia,8115.042,7751.619,7751.619,7751.619,7751.619,7751.619,1550.324,1550.324,1550.324,1550.324,1550.324,7751.619,7751.619,7751.619,7751.619,7751.619,1162.743,1162.743,1162.743,1162.743,1162.743,7751.619,7751.619,7751.619,7751.619,7751.619,310.065,310.065,310.065,310.065,310.065,3023.131,3023.131,3023.131,3023.131,3023.131,37.253,37.253,37.253,37.253,37.253
20404,204,2,KHM,Prey Khpos,Bavel,Battambang,Cambodia,8065.918,7649.092,7649.092,7649.092,7649.092,7649.092,1529.818,1529.818,1529.818,1529.818,1529.818,7649.092,7649.092,7649.092,7649.092,7649.092,1147.364,1147.364,1147.364,1147.364,1147.364,7649.092,7649.092,7649.092,7649.092,7649.092,305.964,305.964,305.964,305.964,305.964,2983.146,2983.146,2983.146,2983.146,2983.146,36.985,36.985,36.985,36.985,36.985
50609,506,5,KHM,Prey Kmeng,Phnum Sruoch,Kampong Speu,Cambodia,2345.877,2345.877,2345.877,2345.877,2345.877,2345.877,469.175,469.175,469.175,469.175,469.175,2345.877,2345.877,2345.877,2345.877,2345.877,351.882,351.882,351.882,351.882,351.882,2345.877,2345.877,2345.877,2345.877,2345.877,93.835,93.835,93.835,93.835,93.835,914.892,914.892,914.892,914.892,914.892,39.0,39.0,39.0,39.0,39.0
200108,2001,20,KHM,Prey Kokir,Chantrea,Svay Rieng,Cambodia,4624.323,4440.847,4440.847,4440.847,4440.847,4440.847,888.169,888.169,888.169,888.169,888.169,4440.847,4440.847,4440.847,4440.847,4440.847,666.127,666.127,666.127,666.127,666.127,4440.847,4440.847,4440.847,4440.847,4440.847,177.634,177.634,177.634,177.634,177.634,1731.93,1731.93,1731.93,1731.93,1731.93,37.453,37.453,37.453,37.453,37.453
50508,505,5,KHM,Prey Krasang,Odongk,Kampong Speu,Cambodia,6021.654,5992.886,5992.886,5992.886,5992.886,5992.886,1198.577,1198.577,1198.577,1198.577,1198.577,5992.886,5992.886,5992.886,5992.886,5992.886,898.933,898.933,898.933,898.933,898.933,5992.886,5992.886,5992.886,5992.886,5992.886,239.715,239.715,239.715,239.715,239.715,2337.225,2337.225,2337.225,2337.225,2337.225,38.814,38.814,38.814,38.814,38.814
40205,402,4,KHM,Prey Kri,Chol Kiri,Kampong Chhnang,Cambodia,11114.356,10480.022,10480.022,10480.022,10480.022,10480.022,2096.004,2096.004,2096.004,2096.004,2096.004,10480.022,10480.022,10480.022,10480.022,10480.022,1572.003,1572.003,1572.003,1572.003,1572.003,10480.022,10480.022,10480.022,10480.022,10480.022,419.201,419.201,419.201,419.201,419.201,4087.209,4087.209,4087.209,4087.209,4087.209,36.774,36.774,36.774,36.774,36.774
60211,602,6,KHM,Prey Kuy,Kampong Svay,Kampong Thom,Cambodia,4536.833,4139.344,4139.344,4139.344,4139.344,4139.344,827.869,827.869,827.869,827.869,827.869,4139.344,4139.344,4139.344,4139.344,4139.344,620.902,620.902,620.902,620.902,620.902,4139.344,4139.344,4139.344,4139.344,4139.344,165.574,165.574,165.574,165.574,165.574,1614.344,1614.344,1614.344,1614.344,1614.344,35.583,35.583,35.583,35.583,35.583
210610,2106,21,KHM,Prey Lvea,Prey Kabbas,Takeo,Cambodia,8630.89,8355.244,8355.244,8355.244,8355.244,8355.244,1671.049,1671.049,1671.049,1671.049,1671.049,8355.244,8355.244,8355.244,8355.244,8355.244,1253.287,1253.287,1253.287,1253.287,1253.287,8355.244,8355.244,8355.244,8355.244,8355.244,334.21,334.21,334.21,334.21,334.21,3258.545,3258.545,3258.545,3258.545,3258.545,37.754,37.754,37.754,37.754,37.754
40609,406,4,KHM,Prey Mul,Rolea B'ier,Kampong Chhnang,Cambodia,4257.736,4041.352,4041.352,4041.352,4041.352,4041.352,808.27,808.27,808.27,808.27,808.27,4041.352,4041.352,4041.352,4041.352,4041.352,606.203,606.203,606.203,606.203,606.203,4041.352,4041.352,4041.352,4041.352,4041.352,161.654,161.654,161.654,161.654,161.654,1576.127,1576.127,1576.127,1576.127,1576.127,37.018,37.018,37.018,37.018,37.018
50306,503,5,KHM,Prey Nheat,Kong Pisei,Kampong Speu,Cambodia,11617.439,10726.35,10726.35,10726.35,10726.35,10726.35,2145.27,2145.27,2145.27,2145.27,2145.27,10726.35,10726.35,10726.35,10726.35,10726.35,1608.953,1608.953,1608.953,1608.953,1608.953,10726.35,10726.35,10726.35,10726.35,10726.35,429.054,429.054,429.054,429.054,429.054,4183.277,4183.277,4183.277,4183.277,4183.277,36.009,36.009,36.009,36.009,36.009
150505,1505,15,KHM,Prey Nhi,Pursat,Pursat,Cambodia,6572.09,5916.039,5916.039,5916.039,5916.039,5916.039,1183.208,1183.208,1183.208,1183.208,1183.208,5916.039,5916.039,5916.039,5916.039,5916.039,887.406,887.406,887.406,887.406,887.406,5916.039,5916.039,5916.039,5916.039,5916.039,236.642,236.642,236.642,236.642,236.642,2307.255,2307.255,2307.255,2307.255,2307.255,35.107,35.107,35.107,35.107,35.107
180207,1802,18,KHM,Prey Nob,Prey Nob,Preah Sihanouk,Cambodia,6635.846,0.0,5881.512,5881.512,5881.512,5881.512,0.0,1176.302,1176.302,1176.302,1176.302,5881.512,5881.512,5881.512,5881.512,5881.512,882.227,882.227,882.227,882.227,882.227,5881.512,5881.512,5881.512,5881.512,5881.512,235.26,235.26,235.26,235.26,235.26,1117.487,2293.79,2293.79,2293.79,2293.79,16.84,34.567,34.567,34.567,34.567
210611,2106,21,KHM,Prey Phdau,Prey Kabbas,Takeo,Cambodia,10440.538,9803.133,9803.133,9803.133,9803.133,9803.133,1960.627,1960.627,1960.627,1960.627,1960.627,9803.133,9803.133,9803.133,9803.133,9803.133,1470.47,1470.47,1470.47,1470.47,1470.47,9803.133,9803.133,9803.133,9803.133,9803.133,392.125,392.125,392.125,392.125,392.125,3823.222,3823.222,3823.222,3823.222,3823.222,36.619,36.619,36.619,36.619,36.619
210106,2101,21,KHM,Prey Phkoam,Angkor Borei,Takeo,Cambodia,8148.179,8148.179,8148.179,8148.179,8148.179,8148.179,1629.636,1629.636,1629.636,1629.636,1629.636,8148.179,8148.179,8148.179,8148.179,8148.179,1222.227,1222.227,1222.227,1222.227,1222.227,8148.179,8148.179,8148.179,8148.179,8148.179,325.927,325.927,325.927,325.927,325.927,3177.79,3177.79,3177.79,3177.79,3177.79,39.0,39.0,39.0,39.0,39.0
140807,1408,14,KHM,Prey Pnov,Pea Reang,Prey Veng,Cambodia,12683.105,12283.988,12283.988,12283.988,12283.988,12283.988,2456.798,2456.798,2456.798,2456.798,2456.798,12283.988,12283.988,12283.988,12283.988,12283.988,1842.598,1842.598,1842.598,1842.598,1842.598,12283.988,12283.988,12283.988,12283.988,12283.988,491.36,491.36,491.36,491.36,491.36,4790.755,4790.755,4790.755,4790.755,4790.755,37.773,37.773,37.773,37.773,37.773
140312,1403,14,KHM,Prey Poun,Kampong Trabaek,Prey Veng,Cambodia,5787.832,5552.805,5552.805,5552.805,5552.805,5552.805,1110.561,1110.561,1110.561,1110.561,1110.561,5552.805,5552.805,5552.805,5552.805,5552.805,832.921,832.921,832.921,832.921,832.921,5552.805,5552.805,5552.805,5552.805,5552.805,222.112,222.112,222.112,222.112,222.112,2165.594,2165.594,2165.594,2165.594,2165.594,37.416,37.416,37.416,37.416,37.416
80813,808,8,KHM,Prey Puoch,Angk Snuol,Kandal,Cambodia,10025.869,9325.444,9325.444,9325.444,9325.444,9325.444,1865.089,1865.089,1865.089,1865.089,1865.089,9325.444,9325.444,9325.444,9325.444,9325.444,1398.817,1398.817,1398.817,1398.817,1398.817,9325.444,9325.444,9325.444,9325.444,9325.444,373.018,373.018,373.018,373.018,373.018,3636.923,3636.923,3636.923,3636.923,3636.923,36.275,36.275,36.275,36.275,36.275
140505,1405,14,KHM,Prey Rumdeng,Me Sang,Prey Veng,Cambodia,6068.118,5490.163,5490.163,5490.163,5490.163,5490.163,1098.033,1098.033,1098.033,1098.033,1098.033,5490.163,5490.163,5490.163,5490.163,5490.163,823.525,823.525,823.525,823.525,823.525,5490.163,5490.163,5490.163,5490.163,5490.163,219.607,219.607,219.607,219.607,219.607,2141.164,2141.164,2141.164,2141.164,2141.164,35.285,35.285,35.285,35.285,35.285
