ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_pop_WPOP20,RP5_pop_WPOP20_C4,RP5_pop_WPOP20_C3,RP5_pop_WPOP20_C2,RP5_pop_WPOP20_C1,RP5_pop_WPOP20_C0,RP5_pop_WPOP20_C4_EAE,RP5_pop_WPOP20_C3_EAE,RP5_pop_WPOP20_C2_EAE,RP5_pop_WPOP20_C1_EAE,RP5_pop_WPOP20_C0_EAE,RP20_pop_WPOP20_C4,RP20_pop_WPOP20_C3,RP20_pop_WPOP20_C2,RP20_pop_WPOP20_C1,RP20_pop_WPOP20_C0,RP20_pop_WPOP20_C4_EAE,RP20_pop_WPOP20_C3_EAE,RP20_pop_WPOP20_C2_EAE,RP20_pop_WPOP20_C1_EAE,RP20_pop_WPOP20_C0_EAE,RP100_pop_WPOP20_C4,RP100_pop_WPOP20_C3,RP100_pop_WPOP20_C2,RP100_pop_WPOP20_C1,RP100_pop_WPOP20_C0,RP100_pop_WPOP20_C4_EAE,RP100_pop_WPOP20_C3_EAE,RP100_pop_WPOP20_C2_EAE,RP100_pop_WPOP20_C1_EAE,RP100_pop_WPOP20_C0_EAE,pop_WPOP20_C4_EAE,pop_WPOP20_C3_EAE,pop_WPOP20_C2_EAE,pop_WPOP20_C1_EAE,pop_WPOP20_C0_EAE,pop_WPOP20_C4_EAE%,pop_WPOP20_C3_EAE%,pop_WPOP20_C2_EAE%,pop_WPOP20_C1_EAE%,pop_WPOP20_C0_EAE%
40304,403,4,KHM,Khsam,Kampong Chhnang,Kampong Chhnang,Cambodia,3793.622,3311.252,3311.252,3311.252,3311.252,3311.252,662.25,662.25,662.25,662.25,662.25,3311.252,3311.252,3311.252,3311.252,3311.252,496.688,496.688,496.688,496.688,496.688,3311.252,3311.252,3311.252,3311.252,3311.252,132.45,132.45,132.45,132.45,132.45,1291.388,1291.388,1291.388,1291.388,1291.388,34.041,34.041,34.041,34.041,34.041
50504,505,5,KHM,Khsem Khsant,Odongk,Kampong Speu,Cambodia,10860.076,9878.777,9878.777,9878.777,9878.777,9878.777,1975.755,1975.755,1975.755,1975.755,1975.755,9878.777,9878.777,9878.777,9878.777,9878.777,1481.817,1481.817,1481.817,1481.817,1481.817,9878.777,9878.777,9878.777,9878.777,9878.777,395.151,395.151,395.151,395.151,395.151,3852.723,3852.723,3852.723,3852.723,3852.723,35.476,35.476,35.476,35.476,35.476
50703,507,5,KHM,Khtum Krang,Samraong Tong,Kampong Speu,Cambodia,6707.197,5927.666,5927.666,5927.666,5927.666,5927.666,1185.533,1185.533,1185.533,1185.533,1185.533,5927.666,5927.666,5927.666,5927.666,5927.666,889.15,889.15,889.15,889.15,889.15,5927.666,5927.666,5927.666,5927.666,5927.666,237.107,237.107,237.107,237.107,237.107,2311.79,2311.79,2311.79,2311.79,2311.79,34.467,34.467,34.467,34.467,34.467
170302,1703,17,KHM,Khun Ream,Banteay Srei,Siemreap,Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170404,1704,17,KHM,Khvav,Chi Kraeng,Siemreap,Cambodia,18459.234,18459.234,18459.234,18459.234,18459.234,18459.234,3691.847,3691.847,3691.847,3691.847,3691.847,18459.234,18459.234,18459.234,18459.234,18459.234,2768.885,2768.885,2768.885,2768.885,2768.885,18459.234,18459.234,18459.234,18459.234,18459.234,738.369,738.369,738.369,738.369,738.369,7199.101,7199.101,7199.101,7199.101,7199.101,39.0,39.0,39.0,39.0,39.0
210705,2107,21,KHM,Khvav,Samraong,Takeo,Cambodia,15921.329,15794.062,15794.062,15794.062,15794.062,15794.062,3158.812,3158.812,3158.812,3158.812,3158.812,15794.062,15794.062,15794.062,15794.062,15794.062,2369.109,2369.109,2369.109,2369.109,2369.109,15794.062,15794.062,15794.062,15794.062,15794.062,631.762,631.762,631.762,631.762,631.762,6159.684,6159.684,6159.684,6159.684,6159.684,38.688,38.688,38.688,38.688,38.688
211004,2110,21,KHM,Khvav,Treang,Takeo,Cambodia,8194.956,8088.47,8088.47,8088.47,8088.47,8088.47,1617.694,1617.694,1617.694,1617.694,1617.694,8088.47,8088.47,8088.47,8088.47,8088.47,1213.271,1213.271,1213.271,1213.271,1213.271,8088.47,8088.47,8088.47,8088.47,8088.47,323.539,323.539,323.539,323.539,323.539,3154.503,3154.503,3154.503,3154.503,3154.503,38.493,38.493,38.493,38.493,38.493
31304,313,3,KHM,Khvet Thum,Prey Chhor,Kampong Cham,Cambodia,4677.058,4607.094,4607.094,4607.094,4607.094,4607.094,921.419,921.419,921.419,921.419,921.419,4607.094,4607.094,4607.094,4607.094,4607.094,691.064,691.064,691.064,691.064,691.064,4607.094,4607.094,4607.094,4607.094,4607.094,184.284,184.284,184.284,184.284,184.284,1796.766,1796.766,1796.766,1796.766,1796.766,38.417,38.417,38.417,38.417,38.417
130103,1301,13,KHM,Khyang,Chey Saen,Preah Vihear,Cambodia,6752.144,6686.371,6686.371,6686.371,6686.371,6686.371,1337.274,1337.274,1337.274,1337.274,1337.274,6686.371,6686.371,6686.371,6686.371,6686.371,1002.956,1002.956,1002.956,1002.956,1002.956,6686.371,6686.371,6686.371,6686.371,6686.371,267.455,267.455,267.455,267.455,267.455,2607.685,2607.685,2607.685,2607.685,2607.685,38.62,38.62,38.62,38.62,38.62
30603,306,3,KHM,Kien Chrey,Kampong Siem,Kampong Cham,Cambodia,3189.015,3189.015,3189.015,3189.015,3189.015,3189.015,637.803,637.803,637.803,637.803,637.803,3189.015,3189.015,3189.015,3189.015,3189.015,478.352,478.352,478.352,478.352,478.352,3189.015,3189.015,3189.015,3189.015,3189.015,127.561,127.561,127.561,127.561,127.561,1243.716,1243.716,1243.716,1243.716,1243.716,39.0,39.0,39.0,39.0,39.0
171105,1711,17,KHM,Kien Sangkae,Soutr Nikom,Siemreap,Cambodia,12914.285,11744.301,11744.301,11744.301,11744.301,11744.301,2348.86,2348.86,2348.86,2348.86,2348.86,11744.301,11744.301,11744.301,11744.301,11744.301,1761.645,1761.645,1761.645,1761.645,1761.645,11744.301,11744.301,11744.301,11744.301,11744.301,469.772,469.772,469.772,469.772,469.772,4580.278,4580.278,4580.278,4580.278,4580.278,35.467,35.467,35.467,35.467,35.467
120704,1207,12,KHM,Kilomaetr Lekh Prammuoy,Russey Keo,Phnom Penh,Cambodia,22281.08,20088.923,20088.923,20088.923,20088.923,20088.923,4017.785,4017.785,4017.785,4017.785,4017.785,20088.923,20088.923,20088.923,20088.923,20088.923,3013.338,3013.338,3013.338,3013.338,3013.338,20088.923,20088.923,20088.923,20088.923,20088.923,803.557,803.557,803.557,803.557,803.557,7834.68,7834.68,7834.68,7834.68,7834.68,35.163,35.163,35.163,35.163,35.163
210405,2104,21,KHM,Kiri Chong Kaoh,Kiri Vong,Takeo,Cambodia,6205.396,6091.315,6091.315,6091.315,6091.315,6091.315,1218.263,1218.263,1218.263,1218.263,1218.263,6091.315,6091.315,6091.315,6091.315,6091.315,913.697,913.697,913.697,913.697,913.697,6091.315,6091.315,6091.315,6091.315,6091.315,243.653,243.653,243.653,243.653,243.653,2375.613,2375.613,2375.613,2375.613,2375.613,38.283,38.283,38.283,38.283,38.283
50604,506,5,KHM,Kiri Voan,Phnum Sruoch,Kampong Speu,Cambodia,8055.394,7156.084,7156.084,7156.084,7156.084,7156.084,1431.217,1431.217,1431.217,1431.217,1431.217,7156.084,7156.084,7156.084,7156.084,7156.084,1073.413,1073.413,1073.413,1073.413,1073.413,7156.084,7156.084,7156.084,7156.084,7156.084,286.243,286.243,286.243,286.243,286.243,2790.873,2790.873,2790.873,2790.873,2790.873,34.646,34.646,34.646,34.646,34.646
60603,606,6,KHM,Klaeng,Sandan,Kampong Thom,Cambodia,3667.151,3667.151,3667.151,3667.151,3667.151,3667.151,733.43,733.43,733.43,733.43,733.43,3667.151,3667.151,3667.151,3667.151,3667.151,550.073,550.073,550.073,550.073,550.073,3667.151,3667.151,3667.151,3667.151,3667.151,146.686,146.686,146.686,146.686,146.686,1430.189,1430.189,1430.189,1430.189,1430.189,39.0,39.0,39.0,39.0,39.0
171202,1712,17,KHM,Klang Hay,Srei Snam,Siemreap,Cambodia,2372.103,2287.612,2287.612,2287.612,2287.612,2287.612,457.522,457.522,457.522,457.522,457.522,2287.612,2287.612,2287.612,2287.612,2287.612,343.142,343.142,343.142,343.142,343.142,2287.612,2287.612,2287.612,2287.612,2287.612,91.504,91.504,91.504,91.504,91.504,892.169,892.169,892.169,892.169,892.169,37.611,37.611,37.611,37.611,37.611
100304,1003,10,KHM,Koh Ta Suy,Prek Prasab,Kratie,Cambodia,1108.817,1108.817,1108.817,1108.817,1108.817,1108.817,221.763,221.763,221.763,221.763,221.763,1108.817,1108.817,1108.817,1108.817,1108.817,166.323,166.323,166.323,166.323,166.323,1108.817,1108.817,1108.817,1108.817,1108.817,44.353,44.353,44.353,44.353,44.353,432.439,432.439,432.439,432.439,432.439,39.0,39.0,39.0,39.0,39.0
171003,1710,17,KHM,Kok Chak,Siem Reap,Siemreap,Cambodia,45976.629,43858.725,43858.725,43858.725,43858.725,43858.725,8771.745,8771.745,8771.745,8771.745,8771.745,43858.725,43858.725,43858.725,43858.725,43858.725,6578.809,6578.809,6578.809,6578.809,6578.809,43858.725,43858.725,43858.725,43858.725,43858.725,1754.349,1754.349,1754.349,1754.349,1754.349,17104.903,17104.903,17104.903,17104.903,17104.903,37.203,37.203,37.203,37.203,37.203
160907,1609,16,KHM,Kok Lak,Veun Sai,Ratanak Kiri,Cambodia,1276.232,1154.001,1154.001,1154.001,1154.001,1154.001,230.8,230.8,230.8,230.8,230.8,1154.001,1154.001,1154.001,1154.001,1154.001,173.1,173.1,173.1,173.1,173.1,1154.001,1154.001,1154.001,1154.001,1154.001,46.16,46.16,46.16,46.16,46.16,450.06,450.06,450.06,450.06,450.06,35.265,35.265,35.265,35.265,35.265
200702,2007,20,KHM,Koki Saom,Svay Teab,Svay Rieng,Cambodia,5263.246,1887.974,1887.974,1887.974,1887.974,1887.974,377.595,377.595,377.595,377.595,377.595,1887.974,1887.974,1887.974,1887.974,1887.974,283.196,283.196,283.196,283.196,283.196,1887.974,1887.974,1887.974,1887.974,1887.974,75.519,75.519,75.519,75.519,75.519,736.31,736.31,736.31,736.31,736.31,13.99,13.99,13.99,13.99,13.99
80206,802,8,KHM,Kokir,Kien Svay,Kandal,Cambodia,20799.162,20402.368,20402.368,20402.368,20402.368,20402.368,4080.474,4080.474,4080.474,4080.474,4080.474,20402.368,20402.368,20402.368,20402.368,20402.368,3060.355,3060.355,3060.355,3060.355,3060.355,20402.368,20402.368,20402.368,20402.368,20402.368,816.095,816.095,816.095,816.095,816.095,7956.924,7956.924,7956.924,7956.924,7956.924,38.256,38.256,38.256,38.256,38.256
200409,2004,20,KHM,Kokir,Romeas Haek,Svay Rieng,Cambodia,885.117,562.971,562.971,562.971,562.971,562.971,112.594,112.594,112.594,112.594,112.594,562.971,562.971,562.971,562.971,562.971,84.446,84.446,84.446,84.446,84.446,562.971,562.971,562.971,562.971,562.971,22.519,22.519,22.519,22.519,22.519,219.559,219.559,219.559,219.559,219.559,24.806,24.806,24.806,24.806,24.806
250716,2507,25,KHM,Kokir,Memot,Tboung Khmum,Cambodia,8269.403,8269.404,8269.404,8269.404,8269.404,8269.404,1653.881,1653.881,1653.881,1653.881,1653.881,8269.404,8269.404,8269.404,8269.404,8269.404,1240.411,1240.411,1240.411,1240.411,1240.411,8269.404,8269.404,8269.404,8269.404,8269.404,330.776,330.776,330.776,330.776,330.776,3225.067,3225.067,3225.067,3225.067,3225.067,39.0,39.0,39.0,39.0,39.0
60110,601,6,KHM,Kokir Thum,Baray,Kampong Thom,Cambodia,21239.209,21239.208,21239.208,21239.208,21239.208,21239.208,4247.842,4247.842,4247.842,4247.842,4247.842,21239.208,21239.208,21239.208,21239.208,21239.208,3185.881,3185.881,3185.881,3185.881,3185.881,21239.208,21239.208,21239.208,21239.208,21239.208,849.568,849.568,849.568,849.568,849.568,8283.291,8283.291,8283.291,8283.291,8283.291,39.0,39.0,39.0,39.0,39.0
80207,802,8,KHM,Kokir Thum,Kien Svay,Kandal,Cambodia,10052.289,9976.316,9976.316,9976.316,9976.316,9976.316,1995.263,1995.263,1995.263,1995.263,1995.263,9976.316,9976.316,9976.316,9976.316,9976.316,1496.447,1496.447,1496.447,1496.447,1496.447,9976.316,9976.316,9976.316,9976.316,9976.316,399.053,399.053,399.053,399.053,399.053,3890.763,3890.763,3890.763,3890.763,3890.763,38.705,38.705,38.705,38.705,38.705
30604,306,3,KHM,Kokor,Kampong Siem,Kampong Cham,Cambodia,2688.364,2567.207,2567.207,2567.207,2567.207,2567.207,513.441,513.441,513.441,513.441,513.441,2567.207,2567.207,2567.207,2567.207,2567.207,385.081,385.081,385.081,385.081,385.081,2567.207,2567.207,2567.207,2567.207,2567.207,102.688,102.688,102.688,102.688,102.688,1001.211,1001.211,1001.211,1001.211,1001.211,37.242,37.242,37.242,37.242,37.242
210205,2102,21,KHM,Komar Reachea,Bati,Takeo,Cambodia,10585.121,10008.703,10008.703,10008.703,10008.703,10008.703,2001.741,2001.741,2001.741,2001.741,2001.741,10008.703,10008.703,10008.703,10008.703,10008.703,1501.306,1501.306,1501.306,1501.306,1501.306,10008.703,10008.703,10008.703,10008.703,10008.703,400.348,400.348,400.348,400.348,400.348,3903.394,3903.394,3903.394,3903.394,3903.394,36.876,36.876,36.876,36.876,36.876
250304,2503,25,KHM,Kong Chey,Ou Reang Ov,Tboung Khmum,Cambodia,16840.357,15223.466,15223.466,15223.466,15223.466,15223.466,3044.693,3044.693,3044.693,3044.693,3044.693,15223.466,15223.466,15223.466,15223.466,15223.466,2283.52,2283.52,2283.52,2283.52,2283.52,15223.466,15223.466,15223.466,15223.466,15223.466,608.939,608.939,608.939,608.939,608.939,5937.152,5937.152,5937.152,5937.152,5937.152,35.255,35.255,35.255,35.255,35.255
120516,1205,12,KHM,Kong Noy,Dangkao,Phnom Penh,Cambodia,3092.284,2613.172,2613.172,2613.172,2613.172,2613.172,522.634,522.634,522.634,522.634,522.634,2613.172,2613.172,2613.172,2613.172,2613.172,391.976,391.976,391.976,391.976,391.976,2613.172,2613.172,2613.172,2613.172,2613.172,104.527,104.527,104.527,104.527,104.527,1019.137,1019.137,1019.137,1019.137,1019.137,32.957,32.957,32.957,32.957,32.957
31305,313,3,KHM,Kor,Prey Chhor,Kampong Cham,Cambodia,8920.869,8762.108,8762.108,8762.108,8762.108,8762.108,1752.422,1752.422,1752.422,1752.422,1752.422,8762.108,8762.108,8762.108,8762.108,8762.108,1314.316,1314.316,1314.316,1314.316,1314.316,8762.108,8762.108,8762.108,8762.108,8762.108,350.484,350.484,350.484,350.484,350.484,3417.222,3417.222,3417.222,3417.222,3417.222,38.306,38.306,38.306,38.306,38.306
250212,2502,25,KHM,Kor,Tboung Khmum,Tboung Khmum,Cambodia,12608.77,12009.613,12009.613,12009.613,12009.613,12009.613,2401.923,2401.923,2401.923,2401.923,2401.923,12009.613,12009.613,12009.613,12009.613,12009.613,1801.442,1801.442,1801.442,1801.442,1801.442,12009.613,12009.613,12009.613,12009.613,12009.613,480.385,480.385,480.385,480.385,480.385,4683.749,4683.749,4683.749,4683.749,4683.749,37.147,37.147,37.147,37.147,37.147
140306,1403,14,KHM,Kou Khchak,Kampong Trabaek,Prey Veng,Cambodia,12178.088,11862.053,11862.053,11862.053,11862.053,11862.053,2372.411,2372.411,2372.411,2372.411,2372.411,11862.053,11862.053,11862.053,11862.053,11862.053,1779.308,1779.308,1779.308,1779.308,1779.308,11862.053,11862.053,11862.053,11862.053,11862.053,474.482,474.482,474.482,474.482,474.482,4626.201,4626.201,4626.201,4626.201,4626.201,37.988,37.988,37.988,37.988,37.988
100605,1006,10,KHM,Kou Loab,Chetr Borei,Kratie,Cambodia,6218.527,6218.527,6218.527,6218.527,6218.527,6218.527,1243.705,1243.705,1243.705,1243.705,1243.705,6218.527,6218.527,6218.527,6218.527,6218.527,932.779,932.779,932.779,932.779,932.779,6218.527,6218.527,6218.527,6218.527,6218.527,248.741,248.741,248.741,248.741,248.741,2425.226,2425.226,2425.226,2425.226,2425.226,39.0,39.0,39.0,39.0,39.0
10502,105,1,KHM,Koub,Ou Chrov,Banteay Meanchey,Cambodia,5543.866,5403.069,5403.069,5403.069,5403.069,5403.069,1080.614,1080.614,1080.614,1080.614,1080.614,5403.069,5403.069,5403.069,5403.069,5403.069,810.46,810.46,810.46,810.46,810.46,5403.069,5403.069,5403.069,5403.069,5403.069,216.123,216.123,216.123,216.123,216.123,2107.197,2107.197,2107.197,2107.197,2107.197,38.01,38.01,38.01,38.01,38.01
10204,102,1,KHM,Kouk Ballangk,Mongkol Borei,Banteay Meanchey,Cambodia,5057.053,4999.646,4999.646,4999.646,4999.646,4999.646,999.929,999.929,999.929,999.929,999.929,4999.646,4999.646,4999.646,4999.646,4999.646,749.947,749.947,749.947,749.947,749.947,4999.646,4999.646,4999.646,4999.646,4999.646,199.986,199.986,199.986,199.986,199.986,1949.862,1949.862,1949.862,1949.862,1949.862,38.557,38.557,38.557,38.557,38.557
40605,406,4,KHM,Kouk Banteay,Rolea B'ier,Kampong Chhnang,Cambodia,6169.784,5827.488,5827.488,5827.488,5827.488,5827.488,1165.498,1165.498,1165.498,1165.498,1165.498,5827.488,5827.488,5827.488,5827.488,5827.488,874.123,874.123,874.123,874.123,874.123,5827.488,5827.488,5827.488,5827.488,5827.488,233.1,233.1,233.1,233.1,233.1,2272.72,2272.72,2272.72,2272.72,2272.72,36.836,36.836,36.836,36.836,36.836
170103,1701,17,KHM,Kouk Doung,Angkor Chum,Siemreap,Cambodia,13342.809,12948.924,12948.924,12948.924,12948.924,12948.924,2589.785,2589.785,2589.785,2589.785,2589.785,12948.924,12948.924,12948.924,12948.924,12948.924,1942.339,1942.339,1942.339,1942.339,1942.339,12948.924,12948.924,12948.924,12948.924,12948.924,517.957,517.957,517.957,517.957,517.957,5050.08,5050.08,5050.08,5050.08,5050.08,37.849,37.849,37.849,37.849,37.849
10705,107,1,KHM,Kouk Kakthen,Thma Puok,Banteay Meanchey,Cambodia,6560.282,6506.38,6506.38,6506.38,6506.38,6506.38,1301.276,1301.276,1301.276,1301.276,1301.276,6506.38,6506.38,6506.38,6506.38,6506.38,975.957,975.957,975.957,975.957,975.957,6506.38,6506.38,6506.38,6506.38,6506.38,260.255,260.255,260.255,260.255,260.255,2537.488,2537.488,2537.488,2537.488,2537.488,38.68,38.68,38.68,38.68,38.68
20208,202,2,KHM,Kouk Khmum,Thma Koul,Battambang,Cambodia,7556.883,7301.188,7301.188,7301.188,7301.188,7301.188,1460.238,1460.238,1460.238,1460.238,1460.238,7301.188,7301.188,7301.188,7301.188,7301.188,1095.178,1095.178,1095.178,1095.178,1095.178,7301.188,7301.188,7301.188,7301.188,7301.188,292.048,292.048,292.048,292.048,292.048,2847.463,2847.463,2847.463,2847.463,2847.463,37.68,37.68,37.68,37.68,37.68
220203,2202,22,KHM,Kouk Khpos,Banteay Ampil,Oddar Meanchey,Cambodia,6442.021,6442.021,6442.021,6442.021,6442.021,6442.021,1288.404,1288.404,1288.404,1288.404,1288.404,6442.021,6442.021,6442.021,6442.021,6442.021,966.303,966.303,966.303,966.303,966.303,6442.021,6442.021,6442.021,6442.021,6442.021,257.681,257.681,257.681,257.681,257.681,2512.388,2512.388,2512.388,2512.388,2512.388,39.0,39.0,39.0,39.0,39.0
140404,1404,14,KHM,Kouk Kong Kaeut,Kanhchriech,Prey Veng,Cambodia,1407.648,455.733,455.733,455.733,455.733,455.733,91.147,91.147,91.147,91.147,91.147,455.733,455.733,455.733,455.733,455.733,68.36,68.36,68.36,68.36,68.36,455.733,455.733,455.733,455.733,455.733,18.229,18.229,18.229,18.229,18.229,177.736,177.736,177.736,177.736,177.736,12.626,12.626,12.626,12.626,12.626
140405,1404,14,KHM,Kouk Kong Lech,Kanhchriech,Prey Veng,Cambodia,4548.524,4548.524,4548.524,4548.524,4548.524,4548.524,909.705,909.705,909.705,909.705,909.705,4548.524,4548.524,4548.524,4548.524,4548.524,682.279,682.279,682.279,682.279,682.279,4548.524,4548.524,4548.524,4548.524,4548.524,181.941,181.941,181.941,181.941,181.941,1773.924,1773.924,1773.924,1773.924,1773.924,39.0,39.0,39.0,39.0,39.0
220204,2202,22,KHM,Kouk Mon,Banteay Ampil,Oddar Meanchey,Cambodia,12998.939,12879.911,12879.911,12879.911,12879.911,12879.911,2575.982,2575.982,2575.982,2575.982,2575.982,12879.911,12879.911,12879.911,12879.911,12879.911,1931.987,1931.987,1931.987,1931.987,1931.987,12879.911,12879.911,12879.911,12879.911,12879.911,515.196,515.196,515.196,515.196,515.196,5023.165,5023.165,5023.165,5023.165,5023.165,38.643,38.643,38.643,38.643,38.643
210305,2103,21,KHM,Kouk Pou,Borei Cholsar,Takeo,Cambodia,8276.562,8196.237,8196.237,8196.237,8196.237,8196.237,1639.247,1639.247,1639.247,1639.247,1639.247,8196.237,8196.237,8196.237,8196.237,8196.237,1229.436,1229.436,1229.436,1229.436,1229.436,8196.237,8196.237,8196.237,8196.237,8196.237,327.849,327.849,327.849,327.849,327.849,3196.533,3196.533,3196.533,3196.533,3196.533,38.621,38.621,38.621,38.621,38.621
210406,2104,21,KHM,Kouk Prech,Kiri Vong,Takeo,Cambodia,9189.065,8913.95,8913.95,8913.95,8913.95,8913.95,1782.79,1782.79,1782.79,1782.79,1782.79,8913.95,8913.95,8913.95,8913.95,8913.95,1337.093,1337.093,1337.093,1337.093,1337.093,8913.95,8913.95,8913.95,8913.95,8913.95,356.558,356.558,356.558,356.558,356.558,3476.441,3476.441,3476.441,3476.441,3476.441,37.832,37.832,37.832,37.832,37.832
200509,2005,20,KHM,Kouk Pring,Svay Chrum,Svay Rieng,Cambodia,4695.363,3341.56,3341.56,3341.56,3341.56,3341.56,668.312,668.312,668.312,668.312,668.312,3341.56,3341.56,3341.56,3341.56,3341.56,501.234,501.234,501.234,501.234,501.234,3341.56,3341.56,3341.56,3341.56,3341.56,133.662,133.662,133.662,133.662,133.662,1303.208,1303.208,1303.208,1303.208,1303.208,27.755,27.755,27.755,27.755,27.755
121104,1211,12,KHM,Kouk Roka,Praek Pnov,Phnom Penh,Cambodia,19610.877,19107.71,19107.71,19107.71,19107.71,19107.71,3821.542,3821.542,3821.542,3821.542,3821.542,19107.71,19107.71,19107.71,19107.71,19107.71,2866.157,2866.157,2866.157,2866.157,2866.157,19107.71,19107.71,19107.71,19107.71,19107.71,764.308,764.308,764.308,764.308,764.308,7452.007,7452.007,7452.007,7452.007,7452.007,37.999,37.999,37.999,37.999,37.999
10702,107,1,KHM,Kouk Romiet,Thma Puok,Banteay Meanchey,Cambodia,17839.332,17226.021,17226.021,17226.021,17226.021,17226.021,3445.204,3445.204,3445.204,3445.204,3445.204,17226.021,17226.021,17226.021,17226.021,17226.021,2583.903,2583.903,2583.903,2583.903,2583.903,17226.021,17226.021,17226.021,17226.021,17226.021,689.041,689.041,689.041,689.041,689.041,6718.148,6718.148,6718.148,6718.148,6718.148,37.659,37.659,37.659,37.659,37.659
30302,303,3,KHM,Kouk Rovieng,Cheung Prey,Kampong Cham,Cambodia,4729.224,4003.048,4003.048,4003.048,4003.048,4003.048,800.61,800.61,800.61,800.61,800.61,4003.048,4003.048,4003.048,4003.048,4003.048,600.457,600.457,600.457,600.457,600.457,4003.048,4003.048,4003.048,4003.048,4003.048,160.122,160.122,160.122,160.122,160.122,1561.189,1561.189,1561.189,1561.189,1561.189,33.012,33.012,33.012,33.012,33.012
250503,2505,25,KHM,Kouk Srok,Dambae,Tboung Khmum,Cambodia,15213.123,14687.894,14687.894,14687.894,14687.894,14687.894,2937.579,2937.579,2937.579,2937.579,2937.579,14687.894,14687.894,14687.894,14687.894,14687.894,2203.184,2203.184,2203.184,2203.184,2203.184,14687.894,14687.894,14687.894,14687.894,14687.894,587.516,587.516,587.516,587.516,587.516,5728.279,5728.279,5728.279,5728.279,5728.279,37.654,37.654,37.654,37.654,37.654
210103,2101,21,KHM,Kouk Thlok,Angkor Borei,Takeo,Cambodia,795.935,795.935,795.935,795.935,795.935,795.935,159.187,159.187,159.187,159.187,159.187,795.935,795.935,795.935,795.935,795.935,119.39,119.39,119.39,119.39,119.39,795.935,795.935,795.935,795.935,795.935,31.837,31.837,31.837,31.837,31.837,310.414,310.414,310.414,310.414,310.414,39.0,39.0,39.0,39.0,39.0
170405,1704,17,KHM,Kouk Thlok Kraom,Chi Kraeng,Siemreap,Cambodia,10882.782,10425.183,10425.183,10425.183,10425.183,10425.183,2085.037,2085.037,2085.037,2085.037,2085.037,10425.183,10425.183,10425.183,10425.183,10425.183,1563.777,1563.777,1563.777,1563.777,1563.777,10425.183,10425.183,10425.183,10425.183,10425.183,417.007,417.007,417.007,417.007,417.007,4065.821,4065.821,4065.821,4065.821,4065.821,37.36,37.36,37.36,37.36,37.36
170406,1704,17,KHM,Kouk Thlok Leu,Chi Kraeng,Siemreap,Cambodia,6479.684,5708.891,5708.891,5708.891,5708.891,5708.891,1141.778,1141.778,1141.778,1141.778,1141.778,5708.891,5708.891,5708.891,5708.891,5708.891,856.334,856.334,856.334,856.334,856.334,5708.891,5708.891,5708.891,5708.891,5708.891,228.356,228.356,228.356,228.356,228.356,2226.467,2226.467,2226.467,2226.467,2226.467,34.361,34.361,34.361,34.361,34.361
80109,801,8,KHM,Kouk Trab,Kandal Stueng,Kandal,Cambodia,4814.973,4407.89,4407.89,4407.89,4407.89,4407.89,881.578,881.578,881.578,881.578,881.578,4407.89,4407.89,4407.89,4407.89,4407.89,661.183,661.183,661.183,661.183,661.183,4407.89,4407.89,4407.89,4407.89,4407.89,176.316,176.316,176.316,176.316,176.316,1719.077,1719.077,1719.077,1719.077,1719.077,35.703,35.703,35.703,35.703,35.703
60502,605,6,KHM,Koul,Prasat Sambour,Kampong Thom,Cambodia,4575.997,3559.319,3559.319,3559.319,3559.319,3559.319,711.864,711.864,711.864,711.864,711.864,3559.319,3559.319,3559.319,3559.319,3559.319,533.898,533.898,533.898,533.898,533.898,3559.319,3559.319,3559.319,3559.319,3559.319,142.373,142.373,142.373,142.373,142.373,1388.135,1388.135,1388.135,1388.135,1388.135,30.335,30.335,30.335,30.335,30.335
170104,1701,17,KHM,Koul,Angkor Chum,Siemreap,Cambodia,3612.849,3612.849,3612.849,3612.849,3612.849,3612.849,722.57,722.57,722.57,722.57,722.57,3612.849,3612.849,3612.849,3612.849,3612.849,541.927,541.927,541.927,541.927,541.927,3612.849,3612.849,3612.849,3612.849,3612.849,144.514,144.514,144.514,144.514,144.514,1409.011,1409.011,1409.011,1409.011,1409.011,39.0,39.0,39.0,39.0,39.0
220403,2204,22,KHM,Koun Kriel,Samraong,Oddar Meanchey,Cambodia,34859.668,34095.829,34095.829,34095.829,34095.829,34095.829,6819.166,6819.166,6819.166,6819.166,6819.166,34095.829,34095.829,34095.829,34095.829,34095.829,5114.374,5114.374,5114.374,5114.374,5114.374,34095.829,34095.829,34095.829,34095.829,34095.829,1363.833,1363.833,1363.833,1363.833,1363.833,13297.373,13297.373,13297.373,13297.373,13297.373,38.145,38.145,38.145,38.145,38.145
